Antecedent,Antecedent Coverage %,Confidence,Lift
17.9 < CountLineComment <= 26.1,0.23304,1.0,1.05611
CountLineComment <= 17.9,0.1808,0.99753,1.0535
-0.0245 < OWN_COMMIT <= 0.0205,0.43795,0.99694,1.05288
RatioCommentToCode > 2.015,0.19777,0.99549,1.05134
-0.2 < MAJOR_LINE <= 0.205,0.41473,0.99462,1.05042
CountClassCoupled <= 0.22,0.22857,0.99414,1.04992
-0.22 < CountDeclMethodPrivate <= 0.13,0.53705,0.99335,1.04908
CountInput_Mean <= 0.9,0.17991,0.99256,1.04824
MINOR_LINE <= 1.005,0.29598,0.99246,1.04814
MaxNesting_Mean <= 0.025,0.23259,0.9904,1.04597
