Antecedent,Antecedent Coverage %,Confidence,Lift
-0.032 < OWN_COMMIT <= 0.025,0.42768,0.99687,1.07252
CountDeclMethodPrivate <= -0.215,0.0933,0.99522,1.07074
-0.15 < MAJOR_LINE <= 0.255,0.37946,0.99294,1.06829
3.6 < CountLineComment <= 26.8,0.3442,0.98833,1.06333
MINOR_LINE <= 1,0.28795,0.98295,1.05754
MaxNesting_Mean <= 0.08,0.21384,0.98121,1.05567
CountClassCoupled <= 0.1,0.17946,0.9801,1.05448
RatioCommentToCode > 1.195,0.19643,0.97727,1.05144
26.8 < CountLineComment <= 41,0.24777,0.97297,1.04681
0.1 < CountClassCoupled <= 2.4,0.22857,0.97266,1.04647
