Antecedent,Antecedent Coverage %,Confidence,Lift
CountLineComment <= 20.1,0.20045,0.99777,1.04832
0.4 < CountClassCoupled <= 1.88,0.18393,0.99757,1.04811
RatioCommentToCode > 1.785,0.19509,0.99542,1.04585
-0.032 < OWN_COMMIT <= 0.023,0.44821,0.99502,1.04542
MaxNesting_Mean <= 0.04,0.22545,0.99406,1.04442
20.1 < CountLineComment <= 26.4,0.20402,0.99344,1.04376
CountClassCoupled <= 0.4,0.20938,0.99147,1.0417
PercentLackOfCohesion <= 1.5,0.25402,0.98946,1.03958
-0.44 < CountDeclInstanceVariable <= 0.92,0.27813,0.98876,1.03885
-0.215 < CountDeclMethodPrivate <= 0.1,0.51205,0.98605,1.036
