test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
16,0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,58.0,1.0,3.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.734375,1.0,0.96062076,0.03937924,1
16,1,0.0,0.0,1.0,0.0,1.0,2.0,2.0,36.0,1.0,3.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0.734375,1.0,0.6038378,0.3961622,1
16,2,0.0,0.0,1.0,0.0,1.0,2.0,2.0,23.0,1.0,3.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.5,1.0,0.9989457,0.0010542872,3
16,3,0.0,0.0,1.0,0.0,1.0,2.0,2.0,23.0,1.0,40.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.5,1.0,0.9995483,0.00045167434,4
16,4,0.0,0.0,1.0,1.0,1.0,2.0,2.0,23.0,1.0,40.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.5,1.0,0.9996028,0.00039718076,5
78,0,6.0,1.0,1.0,5.0,3.0,4.0,2.0,849.0,7.0,21.0,62.0,0.75,0.0,97.0,1.0,2.0,60.0,9.0,5.14705882352941,0.0,0.0,0.0,0.0,1.0,4.0,0.79819673,0.20180327,2
78,1,6.0,1.0,1.0,5.0,3.0,4.0,2.0,61.0,7.0,21.0,62.0,0.75,0.0,97.0,1.0,2.0,60.0,9.0,5.14705882352941,0.0,0.0,0.0,1.0,1.0,4.0,0.68924963,0.31075037,2
78,2,6.0,1.0,1.0,5.0,3.0,4.0,2.0,61.0,7.0,21.0,6.0,0.75,0.0,97.0,1.0,2.0,60.0,9.0,5.14705882352941,0.0,0.0,0.0,0.0,0.527452745274527,4.0,0.60509336,0.3949066,3
78,3,6.0,1.0,1.0,5.0,3.0,4.0,2.0,61.0,7.0,21.0,6.0,0.75,0.0,97.0,1.0,2.0,4.0,9.0,5.14705882352941,0.0,0.0,0.0,1.0,0.527452745274527,4.0,0.7653029,0.23469712,3
78,4,6.0,1.0,1.0,5.0,3.0,4.0,2.0,849.0,7.0,21.0,0.0,0.75,0.0,97.0,1.0,2.0,4.0,9.0,5.14705882352941,0.0,0.0,0.0,1.0,0.527452745274527,4.0,0.5186304,0.48136958,2
