,CountDeclMethodPrivate,AvgEssential,AvgLineComment,CountLineComment,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
26,,,,,,,,,,,,,,,,,,,,,,,
308,7,2,1,83,0,213,0.03,0,99,1,0,3,1,6.13636363636364,0,1,0,0.714285714285714,0,0.454545454545455,0,3,3
1431,3,1,0,92,1,16,0.17,0,97,2,1,15.0,2,1.67469879518072,0,0,1,0.252525252525253,0,0.0,0,5,9
1581,1,3,12,66,1,2,0.25,10,0,3,0,30,1,30.25,2,2,1,2.66666666666667,0,0.4,0,2,1
376,8,2,2,91,0,22,0.03,1,100,2,0,25,3,10.41666666666665,0,1,0,1.3448275862069,0,0.0,0,6,7
1937,0,1,1,72,0,0,1.67,0,0,1,0,0,2,0.0,0,0,1,0.230769230769231,0,1.0,0,2,0
677,,,,,,,,,,,,,,,,,,,,,,,
1851,1,1,1,41,0,2,0.1,3,30,2,0,47.5,2,4.25,0,0,1,1.16666666666667,0,0.8,0,2,1
1933,12,1,0,46,2,7,0.05,0,98,1,2,13,2,0.0,0,0,1,0.189320388349515,0,0.75,0,1,1
1939,2,1,1,374,0,2,2.69,0,84,2,0,0,2,0.896551724137931,0,0,1,0.183333333333333,0,0.333333333333333,0,1,1
766,2,1,4,236,0,2,0.10500000000000001,0,100,1,0,37,2,6.475,0,1,0,0.840909090909091,0,0.875,0,5,7
1899,3,1,1,53,0,1,0.3,0,80,1,0,1,1,4.74074074074074,1,1,1,0.882352941176471,0,0.5,0,2,2
1798,1,1,3,37,1,0,0.45,1,50,2,0,8,1,4.74074074074074,1,1,1,1.0,0,0.666666666666667,0,3,0
1438,2,1,0,78,1,14,0.03,0,60.5,2,2,5,2,1.47058823529412,0,0,1,0.2625,0,1.0,0,3,1
834,1,4,3,47,0,11,0.03,2,48,1,0,5,2,7.75,0,2,1,2.0,0,0.8541666666666665,0,4,2
1720,2,1,4,63,0,6,0.34,1,67.0,3,0,10,1,5.55555555555556,1,1,1,1.45454545454545,0,0.666666666666667,0,2,1
1605,1,1,5,65,2,4,1.81,0,56.0,1,1,2,1,4.74074074074074,2,0,1,0.666666666666667,0,0.666666666666667,0,2,1
1802,0,1,0,38,2,3,0.29,0,50,2,0,5,2,9.242857142857144,1,1,1,1.4,0,0.666666666666667,0,2,1
1817,3,1,0,42,0,11,0.22,0,86,1,0,8,2,4.74074074074074,0,1,1,1.3125,0,0.8,0,2,1
1853,4,1,1,42,0,3,0.09,3,66,2,0,47.5,2,4.41176470588235,0,0,1,1.17391304347826,0,0.666666666666667,0,1,1
1922,0,1,2,72,0,0,0.0,1,29.0,1,0,0,2,23.0,1,1,1,1.03571428571429,0,0.428571428571429,0,2,1
1958,4,1,3,116,1,3,0.0,3,35.0,2,1,10.5,3,31.0,0,1,1,1.32142857142857,0,0.0,0,8,10
831,4,1,0,140,0,30,0.0,0,53.0,1,3,18.0,2,9.04938271604938,0,1,0,0.550561797752809,0,0.454545454545455,0,7,7
1604,1,1,4,51,2,4,6.34,0,97.5,1,1,4,1,5.48235294117647,1,1,1,0.875,0,0.428571428571429,0,2,1
1623,2,1,7,79,0,0,4.415,3,22.0,3,0,10.5,1,23.0,3,2,1,1.6,0,0.5,0,2,1
1650,0,1,1,24,0,0,6.34,5,62.0,2,0,4,1,31.0,3,7,2,1.0,1,0.428571428571429,0,2,0
565,10,2,4,175,0,0,0.0,1,78.5,2,1,10.5,2,6.13636363636364,0,1,1,1.75555555555556,0,0.4,0,3,7
1793,0,1,0,29,1,3,0.10500000000000001,2,62.0,2,0,5,2,11.5,1,2,1,0.5,0,0.428571428571429,0,3,0
1794,0,1,0,29,1,3,0.10500000000000001,2,62.0,2,0,5,2,11.5,1,2,1,0.5,0,0.428571428571429,0,3,0
1795,0,1,0,29,1,7,0.10500000000000001,2,62.0,2,0,5,2,31.0,1,2,1,0.5,0,0.428571428571429,0,2,1
1915,0,1,2,110,0,3,0.53,0,72.0,1,0,0,1,3.63636363636364,1,1,1,0.457142857142857,0,0.5,0,2,1
