test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
0,0,0.0,1.0,1.0,3.0,2.0,5.0,34.0,0.0,4.0,8.0,1.02,0.0,100.0,2.0,0.0,12.0,1.0,3.0,1.0,4.55555555555556,1.0,1.0,0.571428571428571,318.0,0.461538461538462,0.0,5.0,0.0,0.618651515649383,0.38134848435061697
6,0,42.0,0.0,1.0,2.0,1.0,5.0,3.0,0.0,5.0,12.0,0.88,0.0,75.0,2.0,0.0,2.0,1.0,2.75,1.0,4.16666666666667,1.0,1.0,0.352941176470588,361.0,0.333333333333333,0.0,5.0,3.0,0.6600060095580766,0.3399939904419234
9,0,0.0,0.0,1.0,2.0,1.0,6.0,22.0,0.0,4.0,6.0,1.1,0.0,55.0,2.0,0.0,8.0,1.0,3.0,1.0,4.16666666666667,1.0,1.0,0.909090909090909,202.0,0.375,0.0,5.0,2.0,0.81115151591734,0.18884848408265997
10,0,1.0,0.0,4.0,6.0,0.0,5.0,1.0,0.0,10.0,7.0,0.61,2.0,80.0,2.0,0.0,4.0,1.0,4.125,1.0,4.6,1.0,1.0,2.1,346.0,0.3,0.0,4.0,3.0,0.7159454863276008,0.2840545136723992
13,0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,9.0,7.0,0.49,1.0,79.0,0.0,135.0,3.0,1.0,3.5,1.0,3.8,1.0,1.0,0.916666666666667,216.0,0.3,0.0,4.0,3.0,0.6767337565866449,0.32326624341335514
14,0,1.0,0.0,1.0,3.0,3.0,0.0,19.0,11.0,13.0,3.0,0.27,0.0,82.0,4.0,2.0,8.0,1.0,6.06666666666667,1.0,5.86666666666667,0.0,1.0,0.722222222222222,245.0,1.1,1.0,2.0,3.0,0.5343283955335941,0.4656716044664059
26,0,0.0,0.0,1.0,2.0,1.0,5.0,34.0,0.0,4.0,9.0,0.79,0.0,74.0,2.0,0.0,11.0,1.0,3.33333333333333,1.0,4.11111111111111,7.0,1.0,0.642857142857143,326.0,0.333333333333333,0.0,4.0,4.0,0.5884225905459338,0.4115774094540662
27,0,0.0,0.0,1.0,2.0,1.0,5.0,17.0,0.0,5.0,12.0,1.03,0.0,75.0,2.0,1.0,12.0,1.0,3.08333333333333,1.0,4.16666666666667,1.0,1.0,0.352941176470588,346.0,0.384615384615385,0.0,4.0,3.0,0.6246201487793754,0.3753798512206245
30,0,0.0,0.0,1.0,2.0,1.0,4.0,31.0,0.0,4.0,7.0,0.83,0.0,71.0,2.0,0.0,9.0,1.0,2.85714285714286,1.0,4.14285714285714,1.0,1.0,0.416666666666667,423.0,0.384615384615385,0.0,4.0,1.0,0.5901236114071288,0.40987638859287123
33,0,0.0,1.0,1.0,3.0,2.0,213.0,19.0,0.0,4.0,8.0,1.06,0.0,100.0,2.0,0.0,12.0,1.0,3.22222222222222,1.0,4.55555555555556,1.0,1.0,0.5,319.0,0.333333333333333,0.0,3.0,1.0,0.531749405331538,0.468250594668462
37,0,0.0,0.0,1.0,2.0,1.0,6.0,3.0,0.0,5.0,11.0,0.99,0.0,72.0,2.0,0.0,12.0,1.0,2.72727272727273,1.0,4.09090909090909,1.0,182.0,4.7,347.0,0.357142857142857,0.0,5.0,2.0,0.6730084854667068,0.3269915145332932
42,0,3.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,16.0,9.0,0.25,0.0,76.0,3.0,2.0,8.0,1.0,4.0,1.0,7.16666666666667,1.0,1.0,0.928571428571429,229.0,0.333333333333333,0.0,3.0,2.0,0.5737898188724073,0.4262101811275926
44,0,0.0,0.0,2.0,3.0,1.0,1.0,32.0,1.0,10.0,10.0,0.47,0.0,75.0,4.0,2.0,3.0,1.0,3.36363636363636,0.0,3.27272727272727,1.0,0.0,0.882352941176471,244.0,0.375,0.0,4.0,0.0,0.6133253290894856,0.38667467091051444
48,0,0.0,0.0,1.0,2.0,1.0,5.0,3.0,0.0,6.0,13.0,0.87,0.0,72.0,2.0,1.0,11.0,1.0,3.69230769230769,1.0,4.0,1.0,1.0,2.6,364.0,0.363636363636364,0.0,6.0,1.0,0.7313371038985803,0.26866289610141975
63,0,0.0,0.0,1.0,1.0,0.0,8.0,2.0,0.0,5.0,10.0,0.82,0.0,70.0,2.0,1.0,9.0,1.0,2.2,2.0,1.0,2.0,1.0,1.42857142857143,361.0,0.333333333333333,0.0,3.0,1.0,0.8439520807452064,0.15604791925479353
65,0,0.0,0.0,1.0,2.0,0.0,5.0,3.0,0.0,4.0,6.0,0.27,0.0,66.0,2.0,0.0,10.0,1.0,3.5,2.0,0.3,2.0,1.0,0.545454545454545,452.0,0.384615384615385,0.0,4.0,4.0,0.6484433051690032,0.35155669483099683
72,0,3.0,0.0,2.0,3.0,0.0,5.0,1.0,0.0,15.0,33.0,0.55,1.0,78.0,4.0,0.0,5.0,1.0,5.81818181818182,2.0,6.36363636363636,1.0,1.0,1.30769230769231,21.0,0.5,0.0,3.0,3.0,0.7440799734105263,0.25592002658947366
73,0,7.0,0.0,1.0,7.0,0.0,2.0,10.0,0.0,35.0,58.0,0.6,1.0,86.0,3.0,3.0,14.0,2.0,2.84615384615385,0.0,3.61538461538462,0.0,1.0,0.539473684210526,1173.0,1.0,1.0,1.0,6.0,0.5164161977875039,0.48358380221249614
80,0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,0.52,0.0,0.0,2.0,1.0,9.0,1.0,6.33333333333333,4.0,7.33333333333333,3.0,103.0,0.714285714285714,113.0,0.444444444444444,0.0,3.0,0.0,0.573458406165823,0.426541593834177
85,0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,5.0,3.39,0.0,0.0,4.0,0.0,3.0,1.0,2.0,0.0,1.85714285714286,1.0,1.0,0.0,192.0,0.428571428571429,0.0,2.0,2.0,0.8315820494005319,0.16841795059946812
86,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,14.0,0.12,0.0,0.0,4.0,0.0,10.0,1.0,4.14285714285714,1.0,3.85714285714286,2.0,1.0,5.5,312.0,0.285714285714286,0.0,6.0,1.0,0.9007948329750379,0.09920516702496208
89,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.83,0.0,87.0,4.0,0.0,4.0,1.0,1.0,23.0,2.2,1.0,1.0,4.2,124.0,0.428571428571429,0.0,2.0,1.0,0.9052780521633942,0.0947219478366058
90,0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,14.09,0.0,0.0,4.0,0.0,4.0,1.0,2.0,0.0,2.75,1.0,1.0,0.545454545454545,167.0,0.5,0.0,5.0,1.0,0.8394137694765418,0.16058623052345827
92,0,0.0,0.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,7.0,9.9,0.0,0.0,4.0,0.0,3.0,1.0,1.0,1.0,1.71428571428571,1.0,1.0,0.0,267.0,0.5,0.0,1.0,2.0,0.7185627414076894,0.28143725859231067
