"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'MAJOR_LINE <= 0.13 & 1.6 < Added_lines <= 7.4'","b'target = 0'",0.16961,346,0.16912,345,0.99711,0.06494,1.62339,1.27239e-09,0.61422,1253
"b'000001'","b'0.74 < MaxInheritanceTree <= 1.115 & -0.245 < CountDeclMethodPrivate <= 0.115 & 0.995 < AvgEssential <= 1.07'","b'target = 0'",0.07941,162,0.07892,161,0.99383,0.03015,1.61804,2.05494e-15,0.61422,1253
"b'000002'","b'-0.095 < CountDeclMethodDefault <= 0.375 & 1.6 < Added_lines <= 7.4'","b'target = 0'",0.21275,434,0.21078,430,0.99078,0.08011,1.61309,1.9331e-09,0.61422,1253
"b'000003'","b'1.6 < Added_lines <= 7.4 & 0.995 < AvgEssential <= 1.07'","b'target = 0'",0.30833,629,0.30539,623,0.99046,0.11601,1.61256,7.82451e-146,0.61422,1253
"b'000004'","b'-0.25 < CountDeclMethodProtected <= 0.09 & 1.6 < Added_lines <= 7.4'","b'target = 0'",0.28186,575,0.27745,566,0.98435,0.10433,1.60261,2.30436e-10,0.61422,1253
"b'000005'","b'CountInput_Min > 2.09 & -0.09 < AvgLineBlank <= 0.56'","b'target = 0'",0.04461,91,0.04363,89,0.97802,0.01623,1.59231,5.1222e-10,0.61422,1253
"b'000006'","b'0.74 < MaxInheritanceTree <= 1.115 & -0.25 < CountDeclMethodProtected <= 0.09 & -0.54 < CountDeclClassVariable <= 0.11'","b'target = 0'",0.07892,161,0.07696,157,0.97516,0.02849,1.58764,3.99616e-11,0.61422,1253
"b'000007'","b'33.5 < CountLineComment <= 61.5 & -0.09 < AvgLineBlank <= 0.56'","b'target = 0'",0.08578,175,0.08333,170,0.97143,0.03064,1.58158,4.90625e-19,0.61422,1253
"b'000008'","b'6.8 < CountDeclMethodPublic <= 10.85 & -0.09 < AvgLineBlank <= 0.56'","b'target = 0'",0.05049,103,0.04853,99,0.96117,0.01752,1.56487,1.64477e-09,0.61422,1253
"b'000009'","b'MAJOR_LINE <= 0.13'","b'target = 0'",0.22843,466,0.21912,447,0.95923,0.07881,1.56171,2.28271e-84,0.61422,1253
