"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'CountInput_Mean <= 2.08 & -0.2 < Added_lines <= 11.8'","b'target = 0'",0.07059,144,0.07059,144,1,0.03221,1.8395,7.65751e-12,0.54363,1109
"b'000001'","b'MAJOR_LINE <= 0.09 & -0.2 < Added_lines <= 11.8'","b'target = 0'",0.08775,179,0.08725,178,0.99441,0.03955,1.82922,2.24557e-13,0.54363,1109
"b'000002'","b'CountLineComment <= 32 & -0.235 < CountDeclMethodPrivate <= 0.19'","b'target = 0'",0.08725,178,0.08382,171,0.96067,0.03639,1.76716,2.96461e-13,0.54363,1109
"b'000003'","b'-0.2 < Added_lines <= 11.8 & -0.66 < CountDeclInstanceVariable <= 1.06'","b'target = 0'",0.16667,340,0.1598,326,0.95882,0.0692,1.76375,6.96185e-52,0.54363,1109
"b'000004'","b'CountDeclMethodPublic <= 1.15 & CountClassBase <= 0.294'","b'target = 0'",0.06912,141,0.06618,135,0.95745,0.0286,1.76122,2.96779e-10,0.54363,1109
"b'000005'","b'-0.2 < PercentLackOfCohesion <= 15.8 & -0.2 < Added_lines <= 11.8'","b'target = 0'",0.15441,315,0.14706,300,0.95238,0.06312,1.7519,3.42716e-12,0.54363,1109
"b'000006'","b'-0.17 < AvgLineBlank <= 0.35 & -0.2 < Added_lines <= 11.8'","b'target = 0'",0.14216,290,0.13529,276,0.95172,0.05801,1.75069,9.0014e-11,0.54363,1109
"b'000007'","b'CountLineComment <= 32 & -0.6 < CountDeclClassMethod <= 0.2'","b'target = 0'",0.09559,195,0.09069,185,0.94872,0.03872,1.74516,1.91814e-18,0.54363,1109
"b'000008'","b'AvgLineComment <= 1.3 & -0.235 < CountDeclMethodPrivate <= 0.19'","b'target = 0'",0.07745,158,0.07255,148,0.93671,0.03044,1.72307,1.01203e-08,0.54363,1109
"b'000009'","b'CountClassCoupled <= 0.95 & -0.6 < CountDeclClassMethod <= 0.2'","b'target = 0'",0.07892,161,0.07304,149,0.92547,0.03014,1.70239,6.32293e-12,0.54363,1109
