test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MAJOR_LINE,proba0,proba1
19,0,0.0,0.0,1.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,9.0,7.86,88.0,4.0,0.0,5.0,1.0,5.22222222222222,2.0,2.0,0.363636363636364,0.0,11.0,0.363636363636364,1.0,0.0,0.0,0.71053785,0.28946215
20,0,3.0,2.0,1.0,0.0,0.0,5.0,175.0,1.0,3.0,3.0,19.0,0.35,70.0,2.0,0.0,11.0,2.0,6.77777777777778,1.0,1.0,0.2,0.0,2.0,0.414765100671141,1.0,0.0,1.0,0.7051027,0.29489732
25,0,3.0,17.0,2.0,2.0,0.0,18.0,423.0,1.0,0.0,18.0,0.0,28.95,89.0,1.0,0.0,11.0,1.0,11.35,2.0,2.0,5.3,0.0,0.0,0.793900184842883,0.0,0.0,0.0,0.6184572,0.3815428
30,0,4.0,3.0,1.0,0.0,0.0,4.0,231.0,1.0,2.0,6.0,30.0,0.33,84.0,2.0,0.0,16.0,2.0,7.1025641025641,1.0,1.0,0.0,0.0,27.0,0.277566539923954,0.666666666666667,0.0,4.0,0.5413365,0.45866352
44,0,25.0,19.0,2.0,13.0,0.0,1.0,239.0,1.0,6.0,28.0,35.0,0.24,94.0,1.0,1.0,29.0,1.0,8.36470588235294,0.0,0.0,0.2,0.0,0.0,0.592727272727273,0.0,0.0,0.0,0.72728837,0.27271163
59,0,0.0,8.0,1.0,9.0,1.0,4.0,156.0,1.0,8.0,9.0,8.0,0.8,94.0,1.0,2.0,9.0,2.0,7.75,0.0,0.0,2.1,0.0,2.0,0.427518427518428,1.0,0.0,3.0,0.56647635,0.43352365
60,0,0.0,2.0,1.0,0.0,0.0,1.0,87.0,1.0,3.0,3.0,41.0,0.2,64.0,1.0,115.0,14.0,2.0,5.65217391304348,0.0,1.0,1.10416666666667,3.0,0.0,0.427118644067797,0.0,0.0,4.0,0.58267957,0.41732043
67,0,25.0,24.0,1.0,22.0,2.0,3.0,557.0,2.0,4.0,12.0,77.0,0.25,93.0,2.0,2.0,37.0,3.0,7.99230769230769,0.0,1.0,3.3,0.0,0.0,0.329656476520643,0.0,0.0,0.0,0.6920318,0.3079682
71,0,76.0,12.0,1.0,29.0,0.0,2.0,1051.0,1.0,16.0,53.0,206.0,0.23,96.0,1.0,1.0,40.0,3.0,7.35161290322581,0.0,0.0,0.9,0.0,0.0,0.384935231089077,0.0,0.0,0.0,0.6485597,0.35144028
85,0,21.0,32.0,1.0,16.0,1.0,2.0,596.0,1.0,12.0,43.0,82.0,0.28,95.0,1.0,2.0,23.0,3.0,6.39455782312925,0.0,0.0,2.1,0.0,0.0,0.530458590006845,0.0,0.0,0.0,0.692445,0.30755502
88,0,1.0,0.0,8.0,18.0,2.0,4.0,59.0,1.0,0.0,0.0,2.0,0.52,37.0,1.0,177.0,5.0,1.0,27.6666666666667,0.0,1.0,2.4,0.0,0.0,0.5,0.0,0.0,1.0,0.6278993,0.37210068
98,0,2.0,0.0,1.0,0.0,0.0,9.0,195.0,1.0,2.0,10.0,12.0,28.84,79.0,1.0,2.0,21.0,2.0,4.5625,1.0,0.0,1.38888888888889,0.0,2955.0,0.318087318087318,1.1,0.0,3.0,0.6113703,0.38862965
124,0,30.0,13.0,1.0,0.0,0.0,4.0,428.0,1.0,9.0,13.0,5.0,0.54,93.0,2.0,1.0,23.0,1.0,5.17543859649123,1.0,1.0,2.1,0.0,0.0,0.630637079455977,0.0,0.0,2.0,0.9376084,0.062391598
125,0,0.0,3.0,1.0,0.0,0.0,2.0,52.0,1.0,1.0,3.0,2.0,1.16,66.0,2.0,1.0,6.0,1.0,3.16666666666667,1.0,1.0,0.375,0.0,1372.0,0.308333333333333,1.0,0.0,0.0,0.5879799,0.41202006
139,0,31.0,14.0,1.0,0.0,0.0,3.0,597.0,1.0,28.0,0.0,9.0,19.76,0.0,4.0,1.0,30.0,2.0,5.69512195121951,1.0,1.0,1.01190476190476,0.0,0.0,0.897834082550061,0.0,0.0,1.0,0.60144484,0.39855513
140,0,25.0,12.0,1.0,0.0,0.0,4.0,502.0,1.0,5.0,3.0,10.0,0.43,94.0,4.0,1.0,33.0,2.0,7.38461538461539,1.0,1.0,3.5,0.0,0.0,0.470005503577325,0.0,0.0,0.0,0.55938184,0.44061813
145,0,6.0,0.0,2.0,22.0,1.0,10.0,281.0,1.0,3.0,15.0,14.0,22.52,91.0,1.0,0.0,17.0,2.0,10.4782608695652,2.0,1.0,4.1,0.0,27.0,0.720081135902637,1.0,0.0,4.0,0.6375071,0.36249292
148,0,14.0,46.0,1.0,1.0,1.0,1.0,368.0,1.0,25.0,12.0,2.0,25.46,85.0,1.0,1.0,21.0,1.0,7.73563218390805,1.0,1.0,4.7,0.0,60.0,0.605780346820809,1.0,0.0,1.0,0.59151447,0.40848553
157,0,3.0,0.0,1.0,3.0,0.0,4.0,80.0,1.0,0.0,1.0,6.0,0.9,83.0,3.0,1.0,8.0,2.0,3.33333333333333,1.0,1.0,0.1,0.0,10.0,0.46031746031746,1.0,0.0,1.0,0.5435679,0.45643213
194,0,1.0,1.0,2.0,6.0,0.0,6.0,122.0,1.0,11.0,11.0,0.0,0.78,84.0,1.0,0.0,5.0,1.0,5.69230769230769,3.0,1.0,1.6875,0.0,0.0,0.830564784053156,0.0,0.0,0.0,0.62620336,0.37379664
197,0,0.0,1.0,3.0,0.0,0.0,13.0,54.0,2.0,0.0,4.0,2.0,8.15,37.0,2.0,0.0,1.0,2.0,3.66666666666667,1.0,2.0,1.5,0.0,0.0,0.601307189542484,0.0,0.0,2.0,0.58945537,0.41054466
