"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'0.825 < RatioCommentToCode <= 1.555'","b'target = 0'",0.18438,413,0.17634,395,0.95642,0.03057,1.2097,2.7792e-25,0.79063,1771
"b'000001'","b'RatioCommentToCode > 1.555'","b'target = 0'",0.19821,444,0.18929,424,0.95495,0.03257,1.20785,7.87256e-27,0.79063,1771
"b'000002'","b'-0.115 < MAJOR_LINE <= 0.255 & -0.55 < CountDeclClassMethod <= 0.13'","b'target = 0'",0.21205,475,0.20223,453,0.95368,0.03458,1.20624,3.46597e-10,0.79063,1771
"b'000003'","b'0.32 < CountClassCoupled <= 2.12 & 0.924 < CountPath_Min <= 1.028'","b'target = 0'",0.14196,318,0.13438,301,0.94654,0.02213,1.19721,4.85865e-11,0.79063,1771
"b'000004'","b'18 < CountLineComment <= 29.8'","b'target = 0'",0.26116,585,0.24375,546,0.93333,0.03727,1.1805,5.61944e-27,0.79063,1771
"b'000005'","b'-0.55 < CountDeclClassMethod <= 0.13 & 0.934 < AvgEssential <= 1.118'","b'target = 0'",0.36384,815,0.33661,754,0.92515,0.04895,1.17015,2.45919e-21,0.79063,1771
"b'000006'","b'1.08 < MINOR_LINE <= 1.75'","b'target = 0'",0.14107,316,0.12991,291,0.92089,0.01838,1.16476,1.75094e-11,0.79063,1771
"b'000007'","b'-0.265 < CountDeclMethodPrivate <= 0.085 & 0.934 < AvgEssential <= 1.118'","b'target = 0'",0.35491,795,0.32589,730,0.91824,0.04529,1.16141,3.66559e-17,0.79063,1771
"b'000008'","b'0.04 < MaxNesting_Mean <= 0.395'","b'target = 0'",0.175,392,0.15937,357,0.91071,0.02102,1.15189,3.44443e-12,0.79063,1771
"b'000009'","b'2.28 < CountInput_Mean <= 3.28'","b'target = 0'",0.18884,423,0.17188,385,0.91017,0.02257,1.1512,4.47111e-13,0.79063,1771
