"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'2.19 < CountInput_Mean <= 3.18 & -0.375 < CountDeclMethodPrivate <= 0.1'","b'target = 0'",0.10848,243,0.1067,239,0.98354,0.0173,1.19346,3.80498e-09,0.82411,1846
"b'000001'","b'RatioCommentToCode > 2.01'","b'target = 0'",0.18304,410,0.17545,393,0.95854,0.02461,1.16312,3.82034e-19,0.82411,1846
"b'000002'","b'0.59 < RatioCommentToCode <= 1.15'","b'target = 0'",0.22991,515,0.2192,491,0.9534,0.02973,1.15689,1.39672e-22,0.82411,1846
"b'000003'","b'8.6 < CountLineComment <= 29.4 & 0.85 < CountPath_Min <= 1.09'","b'target = 0'",0.23661,530,0.225,504,0.95094,0.03001,1.15391,3.75108e-16,0.82411,1846
"b'000004'","b'1.15 < RatioCommentToCode <= 2.01'","b'target = 0'",0.1433,321,0.13616,305,0.95016,0.01806,1.15295,6.21677e-13,0.82411,1846
"b'000005'","b'-0.155 < MAJOR_LINE <= 0.12 & -0.375 < CountDeclMethodPrivate <= 0.1'","b'target = 0'",0.27009,605,0.25491,571,0.9438,0.03233,1.14524,4.28845e-09,0.82411,1846
"b'000006'","b'0.12 < MAJOR_LINE <= 0.585'","b'target = 0'",0.08973,201,0.08393,188,0.93532,0.00998,1.13495,1.46262e-06,0.82411,1846
"b'000007'","b'1.04 < MINOR_LINE <= 1.59'","b'target = 0'",0.12991,291,0.12009,269,0.9244,0.01303,1.1217,1.41203e-07,0.82411,1846
"b'000008'","b'0.875 < CountInput_Min <= 1.815'","b'target = 0'",0.20759,465,0.18973,425,0.91398,0.01866,1.10905,8.78109e-10,0.82411,1846
"b'000009'","b'2.19 < CountInput_Mean <= 3.18'","b'target = 0'",0.20179,452,0.18393,412,0.9115,0.01764,1.10605,4.88982e-09,0.82411,1846
