"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'RatioCommentToCode > 1.49'","b'target = 0'",0.19464,436,0.18795,421,0.9656,0.03823,1.25533,1.39436e-35,0.7692,1723
"b'000001'","b'0.25 < CountClassCoupled <= 2.4 & 0.19 < CountDeclClass <= 1.04'","b'target = 0'",0.14375,322,0.13705,307,0.95342,0.02648,1.2395,9.88367e-14,0.7692,1723
"b'000002'","b'0.25 < CountClassCoupled <= 2.4 & 0.942 < CountPath_Min <= 1.088'","b'target = 0'",0.15804,354,0.14955,335,0.94633,0.02799,1.23028,5.17108e-18,0.7692,1723
"b'000003'","b'MaxNesting_Mean <= 0.045 & 0.942 < CountPath_Min <= 1.088'","b'target = 0'",0.1683,377,0.15714,352,0.93369,0.02768,1.21385,5.39599e-16,0.7692,1723
"b'000004'","b'0.8 < RatioCommentToCode <= 1.49'","b'target = 0'",0.20179,452,0.18839,422,0.93363,0.03318,1.21377,1.22642e-24,0.7692,1723
"b'000005'","b'10.2 < CountLineComment <= 28.2'","b'target = 0'",0.34241,767,0.31205,699,0.91134,0.04867,1.1848,2.50059e-34,0.7692,1723
"b'000006'","b'-0.02 < OWN_COMMIT <= 0.0245 & -1.6 < CountDeclClassMethod <= 0.05'","b'target = 0'",0.26563,595,0.24107,540,0.90756,0.03675,1.17988,2.33854e-10,0.7692,1723
"b'000007'","b'MINOR_LINE <= 1.03'","b'target = 0'",0.27634,619,0.25,560,0.90468,0.03744,1.17614,1.13138e-23,0.7692,1723
"b'000008'","b'0.475 < RatioCommentToCode <= 0.8'","b'target = 0'",0.21071,472,0.18839,422,0.89407,0.02631,1.16234,9.74888e-15,0.7692,1723
"b'000009'","b'0.25 < CountClassCoupled <= 2.4'","b'target = 0'",0.22589,506,0.20089,450,0.88933,0.02714,1.15618,9.09811e-15,0.7692,1723
