,CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
1,1,1,1,0,28,4,2,3.09,0,90,2,1,3,2,8,1,1,1,0.487179487179487,0,1.0,0.11,3,1
101,1,1,0,1,115,1,8,4.06,0,96,1,0,4,2,0.623762376237624,0,0,1,0.15000000000000002,0,1.0,0,4,1
102,0.25,1,1,2,41,1,7,13,1,75,2,0,2,1,4.375,0,1,1,1.5,0,1.0,0,3,1
94,0,1,0,0,0.11,1,5,2,0,99,1,2,1,2,0.382978723404255,0,0,1,83,0,1.0,0,1,0.15000000000000002
108,6,1,1,2,2,2,6,1,4,88,2,0,4,2,3.75,1,1,1,1.09677419354839,0,1.0,86,0.1,2
4,2,2,5,3,40,6,4,0.2,2,88,1,0,17,2,4.54166666666667,1,1,1,1.84375,0,1.0,0,6,8
269,5,1,2,2,2,1,22,0.44,0,93,1,0,6,1,5.17021276595745,1,1,1,0.63265306122449,0,0.333333333333333,2,1,6
272,0,2,0.25,0,33,1,8,1,1,88,4,1,12,2,4.0,0,1,1,1.91666666666667,0,0.5,0,3,2
174,0,1,1,3,100,2,11,0.42,0,90,1,0,17,2,5.61386138613861,1,1,1,0.557692307692308,0,0.333333333333333,0,5,2
283,0,1,0.14,2,50,1,5,0.37,0,85,2,0,9,2,3.35294117647059,0,1,2,1.0,0,3,0,1,0
285,59,3,2,8,546,2,2,29,4,86,2,0,1,2,7.43076923076923,0,0,1,2.16176470588235,0,0.454545454545455,0.2,4,3
220,1,1,6,3,165,2,0,0.11,8,77,2,2,2,2,6.16279069767442,1,1,1,1.10869565217391,0,0.333333333333333,0,1,0
183,2,2,22,4,71,2,0,0.3,0,96,1,0,17,2,5.18604651162791,1,1,1,1.35416666666667,0,0.1,0,4,8
311,0,2,1,1,70,3,2,0.15000000000000002,0,100,3,0,15,2,4.28571428571429,0,1,1,1.23076923076923,0,0.5,0,3,0
320,1,1,3,2,93,3,1,0.2,1,80,2,0,17,2,4.03571428571429,0,1,1,1.125,0,0.428571428571429,0,3,0
323,2,1,2,2,85,2,17,24,2,85,3,0,2,2,0.25,0,1,4.4,1.26315789473684,0,1.0,0,2,1
327,1,2,0,3,67,2,3,0.37,0,100,3,0,13,2,4.63636363636364,0,1,2,2.14285714285714,0,0.5,0,3,1
328,17,2,2,2,52,1,0,1,1,86,1,0,0.15000000000000002,1,4.4,2,1,1,1.76470588235294,0,0.666666666666667,0,2,1
335,1,2,1,1,40,1,6,0.2,2,86,3,0,17,2,3.6,0,1,1,1.92857142857143,0,0.5,0,3,2
298,5,1,7,4,83,1,2,0.2,3,86,2,1,17,3,4.85714285714286,0,1,1,1.6,0,0.428571428571429,0,1,0
337,1,2,1,2,59,1,4,0.2,2,86,2,0,17,2,3.75,0,0,1,1.33333333333333,0,0.15000000000000002,0,2,2
270,0,2,1,4,35,2,15,0.2,3,84,1,0,59,2,7.46153846153846,1,1,1,1.76744186046512,0,0.571428571428571,0,5,2
344,2,1,6,2,115,4,24,0.36,0,100,1,18,13,3,7.81632653061224,0,0,0,0.682692307692308,0,0.4,0,4,7
357,1,2,0,1,82,1,24,0.2,1,80,2,0,13,1,7.72222222222222,2,1,1,1.80952380952381,0,1.0,0,3,2
360,18,1,2,5,65,1,2,0.25,2,76,3,0,1,2,9.66666666666667,0,1,1,2.5,0,0.5,0,4,17
362,0,1,2,1,106,8,0.2,17,1,100,2,2,1,2,4.73333333333333,0,0,2,1.05128205128205,0,0.5,0,5,24
338,0,2,2,6,103,1,5,0.28,4,86,3,0,7,2,5.76923076923077,0,1,1,1.4,0,0.4,0,5,2
281,1,2,2,1,19,2,24,0.2,1,90,3,2,0,2,7.22857142857143,0,1,1,1.425,0,0.666666666666667,0,3,2
429,1,2,0,2,86,4,0,0.28,1,60,2,0,13,2,2.5,0,1,1,0.974358974358974,0,0.5,0,6,1
313,10,1,1,2,13,4,18,0.2,1,100,3,8,17,2,6.71428571428571,0,0,0,1.5,0,0.428571428571429,0,5,2
365,0,2,1,1,77,2,1,0.15000000000000002,1,85,4,0,4,2,4.41666666666667,0,1,1,1.43589743589744,0,0.714285714285714,0,2,2
454,2,1,2,1,33,1,3,0.11,1,90,2,0,15,3,3.58333333333333,0,0,1,1.33333333333333,0,0.9,0,1,0
505,2,1,10,6,41,3,3,0.48,0,92,1,0,17,2,9.18947368421053,0,1,1,1.32323232323232,0,0.1,0,4,8
515,0,1,1,1,36,1,6,0.2,0,89,1,0,17,2,7.83870967741935,0,1,1,0.536842105263158,0,0.714285714285714,0,4,8
520,2,2,15,4,83,11,0,0.2,1,100,2,1,17,2,2.44444444444444,0,1,1,1.74358974358974,0,1.0,0,2,2
522,2,2,0,13,115,1,0,0.43,5,86,1,0,17,2,5.66666666666667,1,1,1,2.17647058823529,0,0.4,0,2,2
