,CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
1,1.0,1.0,1.0,0.0,28.0,4.0,15.0,0.1,0.0,90.0,2.0,1.0,3.0,2.0,1.3,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,2.0,4.0
4,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,1.9,0.0,1.0,0.0,7.0,6.0
24,6.0,1.0,22.0,0.0,227.0,8.0,318.0,36.04,0.0,100.0,2.0,5.0,3.0,1.0,8.8030303030303,0.0,0.0,0.0,0.368421052631579,0.0,0.9,1.0,2.0,14.0
94,0.0,1.0,0.0,0.0,26.0,1.0,5.0,0.04,0.0,99.0,1.0,0.0,1.0,2.0,0.382978723404255,0.0,0.0,1.0,0.135416666666667,0.0,1.0,0.0,1.0,2.0
101,2.0,1.0,0.0,1.0,651.0,1.0,8.0,1.62,0.0,96.0,1.0,0.0,4.0,2.0,4.9,0.0,0.0,1.0,0.144230769230769,0.0,1.0,0.0,5.0,3.0
102,2.0,1.0,1.0,2.0,41.0,1.0,7.0,0.29,1.0,75.0,2.0,0.0,14.0,0.0,4.375,0.0,1.0,1.0,1.5,0.0,1.0,0.0,3.0,1.0
108,3.0,1.0,1.0,2.0,96.0,2.0,6.0,3.45,4.0,88.0,2.0,0.0,4.0,2.0,3.75,1.0,1.0,1.0,0.3,0.0,1.0,0.0,7.0,2.0
174,12.0,1.0,1.0,3.0,354.0,2.0,645.0,1.13,0.0,90.0,1.0,0.0,38.0,2.0,1.0,31.0,1.0,1.0,0.1,0.0,0.333333333333333,0.0,6.0,8.0
183,2.0,2.0,42.0,4.0,228.0,2.0,0.0,1.49,0.0,96.0,1.0,0.0,23.0,2.0,1.3,1.0,1.0,1.0,1.35416666666667,0.0,0.833333333333333,0.0,2.0,9.0
220,16.0,1.0,6.0,3.0,165.0,33.0,0.0,36.04,8.0,77.0,2.0,2.0,33.0,2.0,31.7,1.0,1.0,1.0,1.10869565217391,0.0,0.9,0.0,2.0,6.0
269,6.0,1.0,2.0,2.0,159.0,1.0,22.0,0.44,0.0,93.0,1.0,0.0,6.0,1.0,5.17021276595745,1.0,1.0,1.0,0.63265306122449,0.0,0.9,0.0,2.0,6.0
270,8.0,2.0,1.0,4.0,211.0,2.0,645.0,1.13,3.0,84.0,1.0,0.0,82.0,2.0,1.0,31.0,1.0,1.0,0.1,0.0,0.571428571428571,0.0,5.0,9.0
272,0.0,2.0,0.0,0.0,33.0,1.0,8.0,1.19,1.0,88.0,4.0,2.0,12.0,2.0,4.0,0.0,1.0,1.0,1.91666666666667,0.0,0.5,0.0,3.0,2.0
281,14.0,20.0,2.0,1.0,135.0,354.0,33.0,0.2,1.0,24.0,3.0,2.0,16.0,2.0,7.22857142857143,0.0,1.0,1.0,1.425,0.0,0.2,0.0,1.0,2.0
