,CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
1,1,1,1,0,28,4,15,0.1,0,90,2,1,3,2,1.82352941176471,1,1,1,0.487179487179487,0,3,0,0.9,4
24,6,1,22,0,227,8,318,0.29,0,8,2,5,3,1,8.8030303030303,0,0,0,0.368421052631579,0,100,1,4,0.15000000000000002
102,2,2,1,2,41,1,7,0.29,1,75,2,0,14,0.9,4.375,0,1,1,1.5,0,2,0,2,2
101,2,1,0,1,651,1,8,1.62,0,96,1,0,4,0.9,0.623762376237624,0,0,1,0.144230769230769,0,2,0,3,4
184,,,,,,,,,,,,,,,,,,,,,,,,
269,6,1,2,2,159,1,22,0.44,0,93,1,0,6,0.15000000000000002,5.17021276595745,1,1,1,0.63265306122449,0,5,0,2,6
174,,,,,,,,,,,,,,,,,,,,,,,,
173,,,,,,,,,,,,,,,,,,,,,,,,
220,,,,,,,,,,,,,,,,,,,,,,,,
283,0,1,0,1,50,1,5,0.37,0,72,2,0,9,2,3.35294117647059,0,1,1,1.0,0,1,0,2,0.14
285,,,,,,,,,,,,,,,,,,,,,,,,
183,,,,,,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,,,,,
313,10,1,1,2,134,4,62,0.2,1,0.15000000000000002,3,8,39,2,6.71428571428571,0,0,0,1.5,0,2,0,5,100
270,,,,,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,,,,,,,,,,,,
327,2,2,0,3,67,2,3,0.37,1,0.5,3,0,13,2,4.63636363636364,0,1,0,2.14285714285714,0,0,0,3,100
94,,,,,,,,,,,,,,,,,,,,,,,,
328,,,,,,,,,,,,,,,,,,,,,,,,
336,,,,,,,,,,,,,,,,,,,,,,,,
335,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,
