Antecedent,Antecedent Coverage %,Confidence,Lift
-0.16 < CountClassCoupled <= 1.34,0.31194,1.0,1.06482
CountOutput_Mean <= 1.16,0.19915,1.0,1.06482
CountClassCoupled <= -0.16,0.12128,1.0,1.06482
-0.009 < OWN_COMMIT <= 0.08,0.30864,0.99388,1.05831
CountInput_Mean <= 0.98,0.19821,0.99048,1.05468
MaxInheritanceTree <= 0.94,0.168,0.98876,1.05286
-0.63 < CountDeclMethodPrivate <= 0.13,0.51345,0.98805,1.0521
-0.26 < CountDeclMethodProtected <= 0.095,0.4974,0.98387,1.04765
0.98 < CountInput_Mean <= 2.06,0.20293,0.98372,1.04749
4.35 < CountDeclInstanceMethod <= 8.5,0.2152,0.98246,1.04614
