,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
1143,0,0,4,1,2,1,1,2,0,6,2.5,0.21,2,85,5,0,6,2,3.92105263157895,0,2,0,0.610223642172524,0.577777777777778,2
97,1,0,1,5,0,1,2,6,35,4.0,33.5,0.27,0,98,1,2,9.5,2,6.43523316062176,0,0,0,0.465542885473475,0.0,2
259,5,0,1,3,0,1,2,4,13,4.0,33.5,0.15,0,95,1,1,9.5,0,3.12765957446809,0,1,0,0.69479090242113,0.0,1
745,0,0,1,1,0,1,2,1,2,16,4.5,4.3100000000000005,0,83,1,1,5,2,4.59375,0,0,0,0.647584973166369,1.0,1
855,2,3,1,1,0,0,3,1,1,12.5,2.5,0.1,0,93,1,0,2,2,2.76785714285714,0,1,0,0.463030303030303,0.8,2
911,0,0,1,2,0,0,2,3,9,6.5,10.5,0.055,0,93,4,3,6,0,2.4375,1,1,0,0.492779783393502,1.0,2
913,1,0,1,1,0,1,2,2,5,3.0,2.5,0.36,0,93,4,3,5,2,2.07142857142857,0,0,0,0.470212765957447,0.0,2
1452,1,0,1,1,0,0,1,1,6,2.0,4.5,0.07,4,82,4,1,15,1,4.59090909090909,1,1,0,0.593110871905274,1.0,1
746,0,1,1,5,0,1,2,4,10,4.0,33.5,0.15,0,96,1,0,9.0,4,2.95744680851064,0,1,0,0.659197012138189,0.0,2
229,10,4,1,2,0,1,3,2,8,4.0,10.5,0.17,0,94,2,1,9.0,2,4.20731707317073,0,0,0,0.536567164179104,0.0,2
523,2,0,1,2,1,1,3,1,29,14.5,10.5,0.14,0,93,1,2,1.5,2,4.25714285714286,0,0,0,0.417142857142857,0.0,1
739,1,0,1,1,0,0,3,2,5,2.0,10.5,0.13,0,85,2,0,2,2,2.83720930232558,1,1,0,0.460820895522388,1.0,1
153,0,0,1,1,0,2,2,1,2,6.0,4.5,0.24,0,83,1,3,1,2,4.40740740740741,0,0,0,0.383474576271186,0.0,1
110,0,0,1,1,0,4,1,1,1,2,23,0.78,0,58.0,2,0,2,1,3.22222222222222,0,1,0,0.690909090909091,0.514705882352941,1
857,2,1,2,1,0,0,3,1,2,6.5,2.5,0.1,1,90,2,0,5,2,2.875,0,1,0,0.584040747028862,1.0,1
156,0,0,1,2,0,2,1,1,1,12.5,2.5,0.62,0,95,1,2,2,2,2.66,1,1,0,0.650448312236287,0.0,0
789,1,0,1,3,0,0,2,1,2,3.0,2.5,0.12,0,92,1,1,25,2,2.6,0,0,0,0.706744868035191,1.0,0
162,0,0,1,2,0,1,3,1,6,6.0,21.0,0.22,0,87,2,0,2,2,3.22222222222222,0,1,0,0.902743142144638,0.768888888888889,0
893,0,0,1,1,0,1,3,2,4,6.0,12,0.12,2,91,1,0,5.5,2,6.85714285714286,3,1,0,0.86970684039088,0.8819444444444444,2
41,6,1,1,5,3,4,2,4,21,16.5,2.5,0.76,0,97,1,2,1.5,1,4.73053892215569,0,0,0,0.533424283765348,0.5,1
111,1,0,1,1,0,1,2,3,4,3.0,2.5,0.25,0,83,1,0,5,0,2.0,0,0,0,0.551369863013699,0.0,0
445,2,10,1,8,2,1,2,1,0,12.5,30,0.18,0,58.0,1,0,1,0,4.6078431372549,0,1,0,0.784440842787682,0.0,0
776,0,0,4,0,0,0,1,1,0,12.5,14.5,0.135,0,97,1,0,0,1,2.51190476190476,1,1,0,0.816037735849057,0.514705882352941,0
793,1,0,1,1,0,0,0,1,4,4,4.5,1.53,0,77,2,0,5,2,4.54545454545455,0,0,0,0.580555555555556,0.514705882352941,0
43,1,0,1,6,1,2,1,2,0,6.5,33.5,0.55,0,97,2,3,1,2,6.65882352941177,0,1,0,0.568445475638051,0.5,2
791,1,2,1,6,0,0,2,1,3,6.0,10.5,0.23,0,92,2,0,2,2,2.4,0,0,0,0.538659793814433,0.0,0
790,0,2,1,0,0,0,2,1,2,1,2.5,0.12,0,80,1,1,2,2,2.19230769230769,0,0,0,0.501930501930502,0.788888888888889,0
67,0,0,1,2,0,0,2,1,4,6,4.5,1.53,0,87,2,0,16.0,1,5.13333333333333,1,1,0,0.464757709251101,0.514705882352941,1
127,0,0,1,1,1,0,2,2,3,3.0,14.0,0.05,0,88,3,0,16.0,2,5.10810810810811,0,1,0,0.607072691552063,0.514705882352941,1
212,0,0,1,1,0,1,1,1,0,12.5,65.0,0.41,0,58.0,2,0,2,1,2.4,1,1,0,0.61100569259962,0.514705882352941,1
165,0,0,1,1,0,1,2,1,1,8,26,0.23,0,82,2,0,9,1,2.37037037037037,0,1,0,0.676923076923077,0.5,0
1677,1,0,1,0,0,2,1,1,0,2,40,1.24,0,91,1,0,2,4,1.8780487804878,0,0,0,0.913793103448276,0.0,2
917,1,0,1,5,9,4,2,1,4,0,13.0,0.61,0,94,1,8,15,1,5.47619047619048,1,1,0,0.555932203389831,0.0,3
1802,0,1,1,1,0,5,2,2,10,8,4,0.32,2,83,3,0,6,2,4.13333333333333,0,1,0,0.518367346938776,0.0,4
1367,0,0,1,1,0,1,3,1,6,16,1,0.24,0,84,2,5,5,1,5.72727272727273,3,2,0,0.346341463414634,0.0,1
236,0,0,1,2,0,0,2,1,2,19,14.5,0.06,0,92,2,1,42,1,4.08571428571429,0,0,0,0.351648351648352,0.5,1
1803,0,0,2,1,2,1,3,1,2,9,3,0.22,0,89,2,3,4,1,3.84210526315789,1,2,0,0.595505617977528,0.0,3
58,0,4,1,2,0,8,2,3,22,21,78,1.43,0,94,1,1,9.0,2,4.24038461538461,0,0,0,0.66008316008316,0.625,1
838,8,0,1,1,0,0,3,1,0,8,14.5,0.35,1,78,1,1,14,2,6.46666666666667,2,1,0,0.677570093457944,1.0,2
243,1,1,1,1,0,1,2,6,3,4,14.5,0.16,1,87,2,1,43,2,3.24390243902439,0,0,0,0.419354838709677,0.5,2
133,4,0,1,2,5,1,2,2,2,3.0,27,0.41,0,90,1,0,1,2,3.6969696969697,1,1,0,0.583529411764706,0.666666666666667,1
1818,0,0,1,7,5,0,2,1,3,8,28,0.14,0,91,1,0,6,2,3.41935483870968,0,0,0,0.450549450549451,1.0,3
409,4,6,1,17,0,0,2,1,3,19,44,0.09,0,94,1,1,7,2,4.6140350877193,0,1,0,0.755614266842801,0.0,1
228,0,1,2,1,0,3,3,4,2,13,30,0.26,0,89,2,2,4,2,3.775,0,0,0,0.584239130434783,0.857142857142857,1
48,4,3,1,1,0,4,3,6,8,20.5,6.5,0.39,0,89,1,3,27,4,4.87272727272727,0,1,0,0.496396396396396,0.0,0
