,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
917,,,,,,,,,,,,,,,,,,,,,,,,,
1367,0,0,1,1,0,1,3,1,10,16,40.5,0.24,0,84,2,5,11.5,1,5.72727272727273,3,2,0,0.346341463414634,0.0,1
1803,0,0,2,1,2,1,3,1,16,9,3,0.22,0,89,2,3,11.5,1,3.84210526315789,1,2,0,0.595505617977528,0.0,1
133,4,0,1,2,5,2,2,2,2,4.0,27,0.41,0,8.0,1,0,1,2,3.6969696969697,1,1,0,0.583529411764706,0.666666666666667,1
445,11,10,1,8,2,1,2,1,0,26,12.5,0.18,0,92,1,0,10,3,4.6078431372549,0,1,0,0.784440842787682,0.0,0
259,5,0,1,3,0,1,2,4,13,20.5,76,0.15,0,95,1,1,5.5,4,3.12765957446809,0,1,0,0.69479090242113,0.5,1
165,0,0,1,1,0,1,2,1,1,0,10.5,0.23,0,12.0,2,0,2,1,2.37037037037037,0,1,0,0.676923076923077,0.5,0
409,4,6,1,17,0,0,2,3,3,3.0,44,0.09,0,94,1,1,13,2,4.6140350877193,0,1,0,0.755614266842801,0.5,1
791,1,2,1,6,0,0,2,1,4,10.0,28,0.23,0,92,2,0,24,2,2.4,0,0,0,0.538659793814433,0.0,0
776,0,0,1,0,0,0,1,1,0,20.5,84,0.21,0,97,1,0,0,1,2.51190476190476,1,1,0,0.816037735849057,1.0,0
746,5,1,1,5,0,1,2,4,10,10.5,78,0.15,0,96,1,0,5.5,4,2.95744680851064,0,1,0,0.659197012138189,0.666666666666667,2
243,1,1,1,1,0,1,2,6,3,0,4.5,0.16,1,12.0,2,1,18.0,2,3.24390243902439,0,0,0,0.419354838709677,0.5,2
838,8,0,1,1,0,2,3,1,0,0,10.5,0.35,1,12.0,1,1,2,2,6.46666666666667,2,1,0,0.677570093457944,1.0,2
