test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE,proba0,proba1
41,0,6.0,1.0,3.0,87.0,3.0,4.0,2.0,7.0,21.0,5.0,40.0,0.76,0.0,66.0,1.0,32.0,59.0,3.0,4.73053892215569,0.0,29.0,0.0,0.533424283765348,0.5,1.0,0.5211551333607154,0.4788448666392846
43,0,1.0,0.0,3.0,6.0,1.0,2.0,2.0,2.0,7.0,5.0,77.0,0.55,0.0,66.0,2.0,3.0,18.0,6.0,6.65882352941177,0.0,1.0,0.0,0.568445475638051,0.5,2.0,0.5113591734627108,0.48864082653728924
48,0,6.0,44.0,1.0,1.0,0.0,4.0,3.0,6.0,8.0,0.0,38.0,6.57,0.0,89.0,1.0,3.0,27.0,4.0,4.87272727272727,12.0,1.0,0.0,0.496396396396396,1.0,3.0,0.5170729563265657,0.48292704367343425
58,0,0.0,4.0,1.0,2.0,0.0,8.0,2.0,5.0,22.0,21.0,0.0,0.22,0.0,94.0,1.0,1.0,50.0,6.0,4.24038461538461,0.0,0.0,3.0,0.66008316008316,0.0,1.0,0.5902351285333606,0.4097648714666394
67,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,6.0,133.0,0.1,0.0,87.0,2.0,0.0,7.0,1.0,5.13333333333333,1.0,1.0,0.0,0.464757709251101,1.0,1.0,0.5735845443354514,0.42641545566454864
97,0,1.0,0.0,1.0,5.0,0.0,1.0,2.0,6.0,35.0,15.0,157.0,0.27,0.0,98.0,1.0,2.0,6.0,2.0,6.43523316062176,0.0,0.0,0.0,0.465542885473475,0.4,3.0,0.5063437679477514,0.49365623205224857
110,0,0.0,0.0,1.0,1.0,0.0,17.0,1.0,1.0,4.0,2.0,23.0,0.78,0.0,90.0,3.0,0.0,27.0,1.0,10.5,0.0,1.0,0.0,0.690909090909091,1.0,1.0,0.8447028087080372,0.15529719129196284
111,0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,14.0,60.0,0.25,0.0,83.0,1.0,0.0,20.0,3.0,3.08695652173913,0.0,0.0,0.0,0.551369863013699,0.4,0.0,0.5592872666559223,0.4407127333440777
127,0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,23.0,16.0,14.0,0.05,0.0,88.0,3.0,0.0,38.0,2.0,5.10810810810811,0.0,1.0,0.0,0.607072691552063,0.1,1.0,0.8592052212668467,0.14079477873315324
133,0,4.0,0.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,13.0,55.0,0.41,0.0,90.0,1.0,0.0,1.0,2.0,3.6969696969697,1.0,1.0,0.0,0.8,0.666666666666667,1.0,0.5679588118641248,0.43204118813587516
153,0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,7.0,12.0,20.0,0.24,0.0,83.0,1.0,3.0,27.0,2.0,4.40740740740741,0.0,0.0,0.0,1.0,0.9,1.0,0.5788502788432487,0.4211497211567513
156,0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,9.0,1.0,24.0,49.0,0.62,0.0,95.0,1.0,2.0,15.0,2.0,2.66,1.0,34.0,0.0,0.947368421052632,0.5,0.0,0.5285026911570117,0.4714973088429884
162,0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,1.0,6.0,11.0,21.0,0.22,0.0,87.0,2.0,15.0,13.0,2.0,3.22222222222222,0.0,1.0,0.0,0.902743142144638,0.0,0.0,0.5744356307035652,0.4255643692964349
165,0,0.0,0.0,1.0,1.0,0.0,8.0,2.0,1.0,1.0,8.0,26.0,0.23,0.0,82.0,2.0,0.0,14.0,1.0,24.5,0.0,1.0,0.0,0.676923076923077,0.5,0.0,0.5970222279847917,0.40297777201520835
212,0,0.0,0.0,1.0,67.0,0.0,1.0,1.0,4.0,0.0,30.0,65.0,0.41,0.0,96.0,2.0,0.0,25.0,1.0,2.4,1.0,1.0,0.0,0.61100569259962,1.0,1.0,0.6029039623529437,0.3970960376470563
