,CountDeclMethodPrivate,AvgEssential,AvgLineComment,CountLineComment,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
1798,1,1,3,37,1,0,0.45,1,50,2,0,8,1,3.0,1,1,0,1.0,0,0.666666666666667,0,3,0
1695,1,1,1,6.5,7,0,0.23,0,82,2,0,4.5,1,4.58823529411765,1,1,1,0.666666666666667,0,0.428571428571429,0,2,1
1853,0,1,1,12.5,0,3,0.09,0,97.5,2,0,27,2,4.41176470588235,0,0,1,1.17391304347826,0,0.428571428571429,0,1,1
1922,77.5,1,2,12.5,0,0,0.03,0,97,1,0,2,2,5.47619047619048,1,1,1,1.03571428571429,0,0.428571428571429,0,2,1
1940,2,1,1,6.5,1,4.5,0.22,0,90,2,0,20,1,5.71428571428571,0,1,1,0.807692307692308,0,0.428571428571429,1,2,1
1955,0,1,3,12.5,3,8,0.21,0,80,2,0,9,2,4.30769230769231,0,0,0,1.73333333333333,0,0.428571428571429,0,2,0
1438,2,1,0,6.5,0,14,0.17,0,43.0,2,2,5,2,1.47058823529412,0,0,1,0.2625,0,0.5571428571428569,0,0,1
1850,1,1,2,12.5,0,2,0.12,2,38,2,0,27,2,4.41666666666667,0,26.5,0,1.23529411764706,0,0.428571428571429,0,2,1
834,1,4,3,12.5,0,11,0.0,2,48,1,0,5,2,7.75,0,2,1,0.1530214424951265,0,0.5571428571428569,0,4,1
305,5,1,2,32.5,0,10.0,0.42,0,94,1,0,10,1,5.03846153846154,1,1,1,0.574074074074074,0,0.0,0,6,4
1945,3,1,3,68.5,13.0,4,0.21,2,22.0,1,0,13,1,3.31578947368421,0,1,1,0.694915254237288,0,0.0,0,3,2
1458,13.5,1,2,68.5,13.0,5,1.91,0,100,2,3,6,1,2.49438202247191,0,0,0,0.0,0,0.0,0,5,5
1799,1,1,19,12.5,1,2,0.51,1,50,2,0,8,1,3.66666666666667,1,2,0,1.0,0,0.428571428571429,0,3,13.0
1059,2,1,5,24.5,2,8,0.26,6,61,2,66.5,14,1,5.0,2,1,1,1.2,0,0.428571428571429,0,3,3
1965,0,2,2,12.5,8.0,5,0.2,2,86,2,0,33,2,4.0,0,1,1,1.38888888888889,0,0.428571428571429,0,3,3
1855,3,1,1,12.5,1,2.5,0.21,0,90,1,0,4,1,3.70833333333333,1,1,1,0.75,0,0.5571428571428569,0,1,0
498,3,1,2,20.5,1,10.5,0.51,0,100,1,1,13,2,6.11363636363636,0,1,1,0.865979381443299,0,0.428571428571429,0,5,3
2049,5,4,9,68.5,0.0,1,0.44,4,80,2,0,29,2,4.6,2,2,1,2.5,0,0.333333333333333,0,3,1
1934,0,1,1,68.5,0,0,1.84,0,62.0,1,0,2,2,9.28571428571429,0,0,0,0.0,0,0.4142857142857145,0,1,1
2264,2,1,2,6.5,5,0,0.34,0,56.0,1,2,4.5,1,3.06666666666667,0,0,1,0.529411764705882,0,0.428571428571429,0,1,0
1802,0,1,0,8.0,2,3,0.29,10.5,50,2,0,5,2,3.57142857142857,1,1,1,0.1530214424951265,0,0.428571428571429,0,2,1
376,3,2,2,24.5,0,4.5,0.2,1,100,2,0,25,3,4.5,0,1,0,1.3448275862069,0,0.428571428571429,0,6,3
831,4,1,0,32.5,0,10.0,0.25,0,96,1,3,19,2,3.813852813852815,0,1,0,0.550561797752809,0,0.454545454545455,0,7,3
208,0,2,4,20.5,0,0,0.31,10.5,96,1,0,26,2,5.50943396226415,1,1,1,1.36206896551724,0,0.428571428571429,0,4,1
1883,0,1,0,6.5,0,0,0.33,19.0,66.5,2,0,5,1,2.10714285714286,1,2,1,0.516129032258065,0,0.428571428571429,0,2,1
1913,1,1,1,12.5,15.0,2,0.0,10.5,76,1,0,3,2,4.64285714285714,0,0,1,1.8125,0,0.428571428571429,0,2,1
350,4.5,2,1,24.5,1,2.5,0.15,0,100,3,1,28,2,4.61111111111111,0,1,1,1.225,0,0.428571428571429,0,4,1
366,2,2,4,6.5,1,3,0.4,10.5,100,3,0,12,2,3.83333333333333,0,1,16.0,2.0,0,0.428571428571429,0,4,1
766,2,1,4,32.5,0,2,0.42,0.0,100,1,0,37,2,6.475,0,1,9.5,0.840909090909091,0,0.428571428571429,0,5,3
851,13.5,1,0,6.5,0,4.5,0.27,1,100,2,0,15,1,6.63636363636364,0,1,1,0.933333333333333,0,0.428571428571429,0,1,1
1431,3,1,0,24.5,1,2.5,0.17,0,43.0,2,1,8,2,1.67469879518072,0,0,1,0.252525252525253,3,0.428571428571429,0,5,4
26,3,1,0,32.5,0,6.5,0.3,0,100,2,5,4,1,12.6617647058824,0,0,9.5,0.384615384615385,0,0.5,4,6,4
1933,3,1,0,12.5,2,7,0.05,10.5,29.0,1,2,13,2,0.628712871287129,0,0,1,0.189320388349515,0,0.428571428571429,0,1,1
308,1,2,1,83,8.0,6.5,0.16,0,99.0,1,0,3,1,2.19375,0,1,0,0.714285714285714,0,0.454545454545455,0,3,3
1852,11.0,1,1,48.5,8.0,0,0.15,6,44,2,0,11,1,3.33333333333333,1,5,1,1.25,0,0.307692307692308,0,2,1
209,8.0,1,1,20.5,3,22,0.06,1,100,1,1,79.0,3,6.48815165876777,0,1,0,1.59174311926605,0,0.428571428571429,0,5,1
429,8.0,1,4,20.5,17,7,0.34,0,100,3,6,77.0,2,5.06578947368421,0,1,0,1.08620689655172,0,0.428571428571429,1,7,1
677,8.0,2,7,20.5,5,46.0,0.22,4,97,2,1,190,2,8.65071770334928,1,1,1,1.85321100917431,0,0.428571428571429,3,6,1
1936,1,1,0,6.5,0,2,0.08,0,66.5,1,0,4.5,2,0.345945945945946,0,1,1,0.139896373056995,0,0.428571428571429,0,1,1
1944,77.5,2,1,24.5,0,7,0.38,0,35.0,1,0,3,1,4.05,1,1,1,0.608695652173913,0,0.428571428571429,0,2,0.0
1604,0,1,4,51,2,4,1.27,0,79,1,1,4,1,2.16666666666667,1,1,1,0.875,0,0.666666666666667,0,2,1
1805,0,1,0,29,1,3,0.39,2,0,2,0,8,2,3.0,1,2,0,0.833333333333333,0,0.666666666666667,0,3,0
1789,0,1,0,29,2,1,0.33,1,0,2,10.0,9,2,2.5,1,0,1,0.625,0,0.666666666666667,0,3,0
1939,2,1,1,374,0,2,1.54,0,84,2,0,2,2,2.516666666666665,0,0,1,0.183333333333333,1,0.333333333333333,0,1,1
1966,0,1,4,28.5,0,6,0.23,4,88,3,0,17,2,5.33333333333333,0,1,1,1.35714285714286,0,0.8,0,5,10
