"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'RatioCommentToCode > 1.41'","b'target = 0'",0.19688,441,0.19688,441,1,0.01538,1.08475,3.70059e-18,0.92188,2065
"b'000001'","b'1.01 < MAJOR_COMMIT <= 1.84'","b'target = 0'",0.16205,363,0.16205,363,1,0.01266,1.08475,9.06188e-15,0.92188,2065
"b'000002'","b'MAJOR_COMMIT <= 1.01'","b'target = 0'",0.22768,510,0.22723,509,0.99804,0.01734,1.08262,1.60306e-19,0.92188,2065
"b'000003'","b'1.06 < MaxInheritanceTree <= 1.825'","b'target = 0'",0.16205,363,0.16116,361,0.99449,0.01177,1.07877,6.59459e-12,0.92188,2065
"b'000004'","b'MaxInheritanceTree <= 1.06'","b'target = 0'",0.23393,524,0.23259,521,0.99427,0.01694,1.07854,2.20892e-17,0.92188,2065
"b'000005'","b'CountClassCoupled <= 0.9'","b'target = 0'",0.18884,423,0.1875,420,0.99291,0.01341,1.07705,3.67545e-13,0.92188,2065
"b'000006'","b'Added_lines <= 0.5'","b'target = 0'",0.14732,330,0.14598,327,0.99091,0.01017,1.07488,1.45484e-09,0.92188,2065
"b'000007'","b'28 < Added_lines <= 63.5'","b'target = 0'",0.17098,383,0.16741,375,0.97911,0.00979,1.06209,1.94662e-07,0.92188,2065
"b'000008'","b'CountDeclMethodDefault > 1.12'","b'target = 0'",0.18705,419,0.18304,410,0.97852,0.0106,1.06145,6.04684e-08,0.92188,2065
"b'000009'","b'CountOutput_Mean <= 1.86'","b'target = 0'",0.20536,460,0.20089,450,0.97826,0.01158,1.06116,1.24062e-08,0.92188,2065
