test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
78,0,6.0,1.0,1.0,5.0,3.0,4.0,2.0,36.0,7.0,21.0,5.0,0.75,0.0,97.0,1.0,2.0,10.0,9.0,5.14705882352941,0.0,0.0,0.0,1.0,0.527452745274527,4.0,0.51,0.49,3
78,1,6.0,1.0,1.0,5.0,3.0,4.0,2.0,23.0,7.0,21.0,5.0,0.75,0.0,97.0,1.0,2.0,0.0,9.0,5.14705882352941,0.0,0.0,0.0,0.0,1.0,4.0,0.65,0.35,5
78,2,6.0,1.0,1.0,5.0,3.0,4.0,2.0,36.0,7.0,21.0,5.0,0.75,0.0,97.0,1.0,2.0,0.0,9.0,5.14705882352941,0.0,0.0,0.0,0.0,1.0,4.0,0.68,0.32,5
78,3,6.0,1.0,1.0,5.0,3.0,4.0,2.0,36.0,7.0,21.0,5.0,0.75,0.0,97.0,1.0,2.0,0.0,9.0,5.14705882352941,0.0,0.0,0.0,0.0,0.8,4.0,0.69,0.31,5
78,4,6.0,1.0,1.0,5.0,3.0,4.0,2.0,849.0,7.0,1.0,3.0,0.75,0.0,97.0,1.0,2.0,60.0,9.0,5.14705882352941,0.0,0.0,0.0,0.0,1.0,4.0,0.57,0.43,4
78,5,6.0,1.0,1.0,5.0,3.0,4.0,2.0,849.0,7.0,1.0,3.0,0.75,0.0,97.0,1.0,2.0,60.0,9.0,5.14705882352941,2.0,0.0,0.0,0.0,1.0,4.0,0.58,0.42,5
78,6,6.0,1.0,1.0,5.0,3.0,4.0,2.0,0.0,7.0,21.0,5.0,0.75,0.0,97.0,1.0,2.0,0.0,9.0,5.14705882352941,0.0,0.0,0.0,1.0,0.527452745274527,4.0,0.53,0.47,3
78,7,6.0,1.0,1.0,96.0,3.0,4.0,2.0,23.0,7.0,21.0,5.0,0.75,0.0,97.0,1.0,2.0,60.0,9.0,5.14705882352941,0.0,0.0,0.0,1.0,0.527452745274527,4.0,0.52,0.48,3
78,8,6.0,1.0,1.0,96.0,3.0,4.0,2.0,21.0,7.0,21.0,5.0,0.75,0.0,97.0,1.0,2.0,0.0,9.0,5.14705882352941,0.0,0.0,0.0,1.0,0.527452745274527,4.0,0.55,0.45,4
78,9,6.0,1.0,1.0,5.0,3.0,4.0,2.0,0.0,7.0,21.0,5.0,0.75,0.0,97.0,1.0,2.0,0.0,0.0,5.14705882352941,0.0,0.0,0.0,1.0,1.0,4.0,0.65,0.35,5
