Antecedent,Antecedent Coverage %,Confidence,Lift
OWN_COMMIT > 1,0.09286,0.98558,1.17119
CountClassCoupled <= 1.2,0.20089,0.97778,1.16192
CountOutput_Mean <= 1.9,0.19196,0.97442,1.15793
MAJOR_LINE <= 0,0.28973,0.95378,1.1334
0.836 < OWN_COMMIT <= 1,0.30759,0.9521,1.13141
Del_lines <= -10.8,0.09241,0.94686,1.12518
PercentLackOfCohesion <= 31,0.19911,0.94619,1.12438
MaxNesting_Mean <= 0.145,0.19911,0.94619,1.12438
1.2 < CountClassCoupled <= 3.8,0.20357,0.93202,1.10754
RatioCommentToCode > 1.39,0.1942,0.92874,1.10364
