Antecedent,Antecedent Coverage %,Confidence,Lift
CountClassCoupled <= 1.1,0.21607,0.98967,1.17918
MAJOR_LINE <= -0.075,0.09598,0.98605,1.17486
1.1 < CountClassCoupled <= 3.7,0.20179,0.98009,1.16777
OWN_COMMIT > 0.994,0.26295,0.96604,1.15103
AvgLineComment <= 0.12,0.23795,0.9531,1.1356
PercentLackOfCohesion <= 19.8,0.20089,0.94889,1.13059
-14.5 < Del_lines <= 7,0.46384,0.94514,1.12612
1.58 < CountOutput_Mean <= 3.34,0.21786,0.94467,1.12557
CountDeclClassMethod <= -0.27,0.1125,0.94444,1.1253
-0.075 < MAJOR_LINE <= 0.395,0.30134,0.94222,1.12265
