Antecedent,Antecedent Coverage %,Confidence,Lift
CountClassCoupled <= 1.1,0.20938,0.98081,1.21786
1.1 < CountClassCoupled <= 4.25,0.19196,0.96977,1.20415
OWN_COMMIT > 0.992,0.25714,0.95833,1.18995
MAJOR_LINE <= -0.07,0.1067,0.95816,1.18973
PercentLackOfCohesion <= 17.6,0.20268,0.93612,1.16237
-26.5 < Del_lines <= 7,0.40313,0.93577,1.16193
CountInput_Min > 2.1,0.18616,0.93285,1.15831
Del_lines <= -26.5,0.07768,0.93103,1.15605
CountDeclMethodDefault <= -0.63,0.08661,0.92784,1.15208
-0.07 < MAJOR_LINE <= 0.49,0.29152,0.92649,1.15041
