Antecedent,Antecedent Coverage %,Confidence,Lift
CountClassCoupled <= 1,0.21607,0.98967,1.18676
1 < CountClassCoupled <= 3.55,0.18527,0.98072,1.17603
OWN_COMMIT > 0.998,0.29464,0.96364,1.15554
Del_lines <= -9.2,0.08929,0.96,1.15118
-0.04 < MAJOR_LINE <= 0.52,0.30357,0.95294,1.14271
PercentLackOfCohesion <= 21.2,0.20134,0.95122,1.14065
MAJOR_LINE <= -0.04,0.09598,0.94884,1.13779
-9.2 < Del_lines <= 5.4,0.40714,0.93969,1.12683
CountOutput_Mean <= 1.56,0.20179,0.93584,1.12221
1.56 < CountOutput_Mean <= 3.2,0.19955,0.93289,1.11866
