"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'OWN_COMMIT <= -0.013'","b'target = 0'",0.07679,172,0.07679,172,1,0.01721,1.28884,1.48195e-20,0.77589,1738
"b'000001'","b'-0.013 < OWN_COMMIT <= 0.058'","b'target = 0'",0.33482,750,0.32991,739,0.98533,0.07013,1.26993,4.04686e-84,0.77589,1738
"b'000002'","b'CountClassCoupled <= 0.9'","b'target = 0'",0.17991,403,0.16964,380,0.94293,0.03005,1.21528,3.52315e-23,0.77589,1738
"b'000003'","b'1.74 < MaxInheritanceTree <= 2.095'","b'target = 0'",0.23259,521,0.21161,474,0.90979,0.03114,1.17257,2.29161e-19,0.77589,1738
"b'000004'","b'RatioCommentToCode > 1.615'","b'target = 0'",0.19911,446,0.17946,402,0.90135,0.02498,1.16169,2.47562e-14,0.77589,1738
"b'000005'","b'MaxInheritanceTree <= 1.065'","b'target = 0'",0.23348,523,0.21027,471,0.90057,0.02911,1.16069,7.0948e-17,0.77589,1738
"b'000006'","b'-0.075 < MAJOR_LINE <= 0.325'","b'target = 0'",0.29821,668,0.26786,600,0.8982,0.03647,1.15764,1.05084e-21,0.77589,1738
"b'000007'","b'3.15 < CountClassCoupled <= 6.3'","b'target = 0'",0.19688,441,0.17589,394,0.89342,0.02314,1.15148,1.68745e-12,0.77589,1738
"b'000008'","b'1.065 < MaxInheritanceTree <= 1.74'","b'target = 0'",0.16696,374,0.14777,331,0.88503,0.01822,1.14066,3.19736e-09,0.77589,1738
"b'000009'","b'MINOR_LINE <= 1.03'","b'target = 0'",0.26786,600,0.23661,530,0.88333,0.02878,1.13847,7.85305e-15,0.77589,1738
