CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
0.0,1.0,0.0,0.0,22.0,4.0,15.0,0.08,0.0,89.0,2.0,1.0,3.0,2.0,1.82,1.0,1.0,1.0,0.47,0.0,0.0,0.0,3.0,3.0,1
5.0,2.0,5.0,4.0,110.0,4.0,4.0,0.2,3.0,88.0,1.0,0.0,27.0,2.0,4.52,1.0,1.0,1.0,2.04,0.0,0.6,0.0,7.0,6.0,0
1.0,1.0,0.0,2.0,32.0,1.0,3.0,0.25,5.0,65.0,1.0,0.0,2.0,1.0,4.2,2.0,1.0,1.0,1.14,0.0,0.0,0.0,4.0,2.0,0
0.0,1.0,0.0,4.0,59.0,1.0,4.0,0.94,1.0,50.0,1.0,2.0,0.0,1.0,4.2,3.0,1.0,1.0,1.38,0.0,1.0,0.0,1.0,1.0,0
0.0,1.0,0.0,0.0,18.0,1.0,1.0,0.6,0.0,40.0,2.0,0.0,0.0,1.0,2.8,0.0,1.0,1.0,0.25,0.0,1.0,0.0,1.0,0.0,0
1.0,1.0,0.0,1.0,33.0,1.0,0.0,0.52,0.0,0.0,2.0,1.0,0.0,1.0,6.0,2.0,0.0,1.0,0.58,0.0,0.0,0.0,1.0,0.0,0
1.0,1.0,8.0,1.0,55.0,3.0,6.0,0.4,0.0,53.0,1.0,0.0,3.0,2.0,3.71,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0
0.0,1.0,0.0,5.0,35.0,1.0,0.0,4.38,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0
0.0,1.0,0.0,0.0,36.0,2.0,4.0,0.46,1.0,50.0,3.0,0.0,2.0,3.0,3.8,2.0,1.0,1.0,0.7,0.0,0.0,0.0,2.0,2.0,0
0.0,1.0,0.0,0.0,21.0,1.0,0.0,1.11,1.0,50.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.8,0.0,0.0,0.0,2.0,0.0,0
1.0,1.0,1.0,1.0,22.0,2.0,0.0,1.05,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,2.0,0.0,0
0.0,1.0,0.0,6.0,29.0,1.0,0.0,7.25,0.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0
0.0,0.0,0.0,0.0,24.0,1.0,17.0,1.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0
