"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'CountClassCoupled <= 0.62'","b'target = 0'",0.20568,449,0.20568,449,1,0.01121,1.05766,5.2755e-13,0.94549,2064
"b'000001'","b'0.62 < CountClassCoupled <= 1.88'","b'target = 0'",0.20614,450,0.20568,449,0.99778,0.01078,1.0553,1.67833e-11,0.94549,2064
"b'000002'","b'CountOutput_Mean <= 1.25'","b'target = 0'",0.20202,441,0.20156,440,0.99773,0.01055,1.05526,3.0992e-11,0.94549,2064
"b'000003'","b'-0.008 < OWN_COMMIT <= 0.102'","b'target = 0'",0.3202,699,0.31929,697,0.99714,0.01654,1.05463,4.38775e-18,0.94549,2064
"b'000004'","b'CountInput_Mean <= 0.68'","b'target = 0'",0.15712,343,0.15621,341,0.99417,0.00765,1.05149,2.37241e-07,0.94549,2064
"b'000005'","b'1.25 < CountOutput_Mean <= 2.08'","b'target = 0'",0.19698,430,0.1956,427,0.99302,0.00936,1.05028,1.10188e-08,0.94549,2064
"b'000006'","b'RatioCommentToCode > 2.165'","b'target = 0'",0.19377,423,0.19148,418,0.98818,0.00827,1.04515,7.94286e-07,0.94549,2064
"b'000007'","b'0.68 < CountInput_Mean <= 1.88'","b'target = 0'",0.20705,452,0.20431,446,0.98673,0.00854,1.04362,8.40219e-07,0.94549,2064
"b'000008'","b'0.805 < AvgCyclomaticModified <= 1.13'","b'target = 0'",0.41365,903,0.40403,882,0.97674,0.01293,1.03306,1.25658e-08,0.94549,2064
"b'000009'","b'-0.16 < CountDeclMethodPrivate <= 1.1'","b'target = 0'",0.70866,1547,0.69125,1509,0.97544,0.02122,1.03168,1.54785e-19,0.94549,2064
