test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
57,0,17.0,7.0,1.0,1.0,0.0,2.0,1.0,418.0,26.0,2.0,32.0,151.0,0.0,3.0,19.0,4.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5495064813829411,0.4504935186170589,1
57,1,17.0,7.0,1.0,1.0,0.0,2.0,1.0,22.0,26.0,2.0,32.0,151.0,0.0,3.0,19.0,14.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6161871624581718,0.3838128375418282,1
57,2,17.0,7.0,1.0,1.0,0.0,2.0,1.0,22.0,26.0,2.0,32.0,12.0,0.0,3.0,19.0,2.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9956801374573947,0.0043198625426052765,3
57,3,17.0,7.0,1.0,1.0,0.0,2.0,1.0,22.0,26.0,2.0,4.0,12.0,0.0,3.0,19.0,2.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9967464026123148,0.003253597387685154,4
57,4,17.0,7.0,1.0,1.0,78.0,2.0,1.0,22.0,26.0,2.0,4.0,12.0,0.0,3.0,19.0,2.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9969435487967551,0.0030564512032449464,5
57,5,17.0,7.0,1.0,1.0,78.0,2.0,1.0,22.0,26.0,2.0,4.0,12.0,0.0,3.0,19.0,1.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9971214786809147,0.002878521319085262,5
57,6,17.0,7.0,1.0,1.0,0.0,2.0,1.0,418.0,26.0,2.0,32.0,12.0,0.0,3.0,19.0,14.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.603267454852324,0.396732545147676,1
57,7,17.0,7.0,1.0,43.0,0.0,2.0,1.0,418.0,26.0,2.0,32.0,12.0,0.0,3.0,19.0,2.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9666930882813943,0.03330691171860562,3
57,8,17.0,7.0,1.0,43.0,0.0,2.0,1.0,418.0,26.0,2.0,0.0,12.0,0.0,3.0,19.0,2.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9814360930466789,0.018563906953321132,4
57,9,17.0,7.0,1.0,1.0,78.0,2.0,1.0,22.0,26.0,2.0,32.0,151.0,0.0,3.0,19.0,2.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9914420560090923,0.008557943990907728,3
57,10,17.0,7.0,1.0,1.0,78.0,2.0,1.0,22.0,26.0,2.0,32.0,151.0,1.0,3.0,19.0,2.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9924186806789982,0.007581319321001779,4
57,11,17.0,7.0,1.0,1.0,78.0,3.0,1.0,22.0,26.0,2.0,32.0,151.0,1.0,3.0,19.0,2.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9929847036239525,0.007015296376047495,5
57,12,17.0,7.0,1.0,1.0,78.0,3.0,1.0,22.0,26.0,2.0,32.0,151.0,1.0,3.0,19.0,1.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9933915681733666,0.0066084318266333595,5
57,13,17.0,7.0,1.0,1.0,0.0,2.0,1.0,22.0,26.0,2.0,32.0,12.0,23.0,3.0,19.0,2.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.996990753017832,0.0030092469821679907,4
57,14,17.0,7.0,1.0,1.0,0.0,2.0,1.0,22.0,26.0,2.0,32.0,12.0,23.0,3.0,19.0,1.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9971659427420188,0.0028340572579812614,4
57,15,17.0,7.0,1.0,1.0,0.0,2.0,1.0,418.0,26.0,2.0,32.0,5.0,0.0,3.0,19.0,14.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7269381185484155,0.2730618814515845,1
57,16,17.0,7.0,1.0,1.0,0.0,2.0,1.0,22.0,26.0,2.0,32.0,5.0,0.0,3.0,19.0,14.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9594150267918347,0.040584973208165384,2
57,17,17.0,7.0,1.0,1.0,0.0,2.0,1.0,22.0,26.0,2.0,4.0,5.0,0.0,3.0,19.0,14.0,2.0,0.0,2.08474576271186,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.988667764535852,0.011332235464147942,3
57,18,17.0,7.0,1.0,1.0,0.0,2.0,1.0,22.0,26.0,2.0,4.0,5.0,0.0,3.0,19.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9940167499110262,0.005983250088973824,4
57,19,17.0,7.0,1.0,1.0,0.0,2.0,1.0,22.0,26.0,2.0,4.0,5.0,1.0,3.0,19.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9947011232531096,0.005298876746890472,5
104,0,15.0,0.0,3.0,3.0,4.0,5.0,5.0,197.0,2.0,5.0,10.0,13.0,2.0,1.0,0.0,9.0,2.0,2.0,8.06060606060606,1.0,1.0,0.0,0.5,0.0,2.0,2.0,0.6254064731049174,0.3745935268950827,2
104,1,15.0,0.0,3.0,3.0,4.0,5.0,5.0,22.0,2.0,5.0,10.0,13.0,2.0,1.0,0.0,9.0,2.0,2.0,8.06060606060606,1.0,1.0,0.0,0.5,0.0,2.0,7.0,0.5837720944303597,0.41622790556964023,2
104,2,15.0,0.0,3.0,3.0,4.0,5.0,0.0,19.0,2.0,5.0,10.0,13.0,2.0,1.0,0.0,5.0,2.0,2.0,8.06060606060606,1.0,1.0,0.0,0.5,0.0,2.0,0.0,0.976675881682481,0.02332411831751904,4
104,3,15.0,0.0,3.0,3.0,4.0,5.0,0.0,19.0,2.0,5.0,10.0,13.0,2.0,1.0,0.0,0.0,2.0,2.0,8.06060606060606,1.0,1.0,0.0,0.5,0.0,2.0,0.0,0.9945539562536532,0.005446043746346863,4
104,4,15.0,0.0,3.0,3.0,4.0,5.0,0.0,19.0,2.0,5.0,10.0,13.0,2.0,1.0,1.0,0.0,2.0,2.0,8.06060606060606,1.0,1.0,0.0,0.5,0.0,2.0,0.0,0.9950205705732169,0.004979429426783093,5
104,5,15.0,0.0,3.0,3.0,4.0,5.0,5.0,197.0,2.0,5.0,10.0,13.0,2.0,1.0,0.0,6.0,2.0,2.0,8.06060606060606,1.0,84.0,0.0,0.5,0.0,2.0,7.0,0.6361548463338826,0.3638451536661174,2
104,6,15.0,0.0,3.0,3.0,4.0,5.0,5.0,197.0,2.0,5.0,10.0,13.0,2.0,1.0,3136.0,6.0,2.0,2.0,8.06060606060606,1.0,1.0,0.0,0.5,0.0,2.0,7.0,0.5819781556673713,0.4180218443326287,2
104,7,15.0,0.0,3.0,3.0,4.0,5.0,5.0,197.0,2.0,5.0,10.0,13.0,2.0,1.0,3136.0,5.0,2.0,2.0,2.5,1.0,84.0,0.0,0.5,0.0,2.0,7.0,0.8842618791614884,0.11573812083851168,4
104,8,15.0,0.0,3.0,3.0,4.0,5.0,0.0,197.0,2.0,5.0,10.0,13.0,2.0,1.0,3136.0,5.0,2.0,2.0,2.5,1.0,84.0,0.0,0.5,0.0,2.0,7.0,0.9234246353492125,0.0765753646507875,5
104,9,15.0,0.0,3.0,3.0,4.0,5.0,5.0,197.0,2.0,5.0,10.0,13.0,2.0,1.0,3136.0,9.0,2.0,2.0,6.4,1.0,1.0,0.0,0.5,0.0,2.0,7.0,0.59507392726433,0.4049260727356701,3
104,10,15.0,0.0,3.0,3.0,4.0,5.0,5.0,19.0,2.0,5.0,10.0,13.0,2.0,1.0,0.0,5.0,2.0,2.0,8.06060606060606,1.0,1.0,0.0,0.5,0.0,2.0,7.0,0.7030276462776126,0.2969723537223874,2
104,11,15.0,0.0,3.0,3.0,4.0,5.0,0.0,19.0,2.0,5.0,10.0,13.0,2.0,1.0,0.0,5.0,2.0,2.0,8.06060606060606,1.0,1.0,0.0,0.5,0.0,2.0,7.0,0.8453124619172008,0.15468753808279917,3
104,12,15.0,0.0,3.0,3.0,4.0,5.0,2.0,197.0,2.0,5.0,10.0,13.0,2.0,1.0,0.0,4.0,2.0,2.0,8.06060606060606,1.0,1.0,0.0,0.5,0.0,2.0,7.0,0.5998763419689872,0.40012365803101285,2
104,13,15.0,0.0,3.0,3.0,4.0,5.0,0.0,19.0,2.0,5.0,10.0,13.0,2.0,1.0,1.0,0.0,2.0,2.0,8.06060606060606,1.0,1.0,0.0,0.5,0.0,2.0,7.0,0.9614541323583752,0.03854586764162482,4
104,14,15.0,0.0,3.0,0.0,4.0,5.0,5.0,19.0,2.0,5.0,10.0,13.0,2.0,1.0,0.0,5.0,2.0,2.0,8.06060606060606,1.0,1.0,0.0,0.5,0.0,2.0,0.0,0.9772211302306464,0.022778869769353588,4
104,15,15.0,0.0,3.0,0.0,4.0,5.0,5.0,19.0,2.0,5.0,10.0,13.0,2.0,1.0,0.0,5.0,2.0,2.0,8.06060606060606,1.0,84.0,0.0,0.5,0.0,2.0,0.0,0.9833089985138175,0.01669100148618248,5
104,16,15.0,0.0,3.0,3.0,4.0,5.0,5.0,19.0,2.0,5.0,10.0,13.0,2.0,1.0,0.0,5.0,2.0,2.0,8.06060606060606,1.0,1.0,0.0,0.5,0.0,7.0,7.0,0.7857357709529724,0.21426422904702758,3
