test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed
1170,0,6.0,16.0,1.0,2.0,3.0,1.0,572.0,29.0,0.0,40.0,136.0,0.17,3.0,97.0,1.0,2.0,67.0,2.0,3.53164556962025,0.0,10.246835443038,0.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.5086535269129251,0.4913464730870749,1
1170,1,6.0,16.0,1.0,2.0,3.0,1.0,572.0,29.0,0.0,40.0,136.0,0.17,3.0,97.0,0.0,2.0,67.0,2.0,3.53164556962025,0.0,10.246835443038,3.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.8079605161562693,0.19203948384373073,2
1170,2,6.0,16.0,1.0,2.0,3.0,1.0,572.0,29.0,0.0,40.0,136.0,0.17,3.0,97.0,0.0,2.0,8.0,2.0,3.53164556962025,0.0,10.246835443038,3.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.9009244192799329,0.09907558072006709,3
1170,3,6.0,16.0,1.0,2.0,3.0,1.0,572.0,29.0,0.0,40.0,136.0,0.36,3.0,97.0,0.0,2.0,8.0,2.0,3.53164556962025,0.0,10.246835443038,3.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.9150072029956758,0.08499279700432412,4
1170,4,6.0,16.0,1.0,2.0,3.0,1.0,572.0,29.0,0.0,40.0,136.0,0.17,3.0,97.0,4.0,2.0,12.0,2.0,3.53164556962025,0.0,2.7,0.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.5095274345664804,0.4904725654335196,2
1170,5,6.0,16.0,1.0,2.0,3.0,1.0,572.0,29.0,0.0,40.0,136.0,0.36,3.0,97.0,0.0,2.0,5.0,2.0,3.53164556962025,0.0,0.0,3.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.9335549900478359,0.06644500995216404,5
1170,6,6.0,16.0,1.0,2.0,3.0,1.0,572.0,29.0,0.0,40.0,136.0,1.06,3.0,97.0,0.0,2.0,5.0,2.0,3.53164556962025,0.0,0.0,3.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.9437303729733012,0.05626962702669881,5
1170,7,6.0,16.0,1.0,2.0,3.0,1.0,572.0,29.0,0.0,40.0,136.0,0.17,3.0,97.0,4.0,2.0,67.0,2.0,3.53164556962025,0.0,3.3,1.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.525841217593981,0.47415878240601905,2
1170,8,6.0,16.0,1.0,2.0,3.0,1.0,572.0,29.0,0.0,40.0,136.0,0.17,3.0,97.0,4.0,2.0,67.0,2.0,3.53164556962025,0.0,0.0,3.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,4.0,4.0,0.745150326016192,0.254849673983808,3
1170,9,6.0,16.0,1.0,2.0,3.0,1.0,572.0,3.0,0.0,40.0,136.0,0.17,3.0,97.0,4.0,2.0,67.0,2.0,3.53164556962025,0.0,0.0,0.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.5165702662810862,0.48342973371891385,2
1170,10,6.0,16.0,1.0,2.0,3.0,1.0,572.0,2.0,0.0,40.0,136.0,0.17,3.0,97.0,0.0,2.0,67.0,2.0,3.53164556962025,0.0,10.246835443038,0.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.649092091652272,0.35090790834772806,2
1170,11,6.0,16.0,1.0,2.0,3.0,1.0,572.0,2.0,0.0,40.0,136.0,17.0,3.0,97.0,0.0,2.0,67.0,2.0,3.53164556962025,0.0,10.246835443038,0.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.7399586681280004,0.26004133187199957,3
1170,12,6.0,16.0,1.0,2.0,3.0,1.0,572.0,3.0,0.0,2.0,136.0,0.59,3.0,97.0,4.0,2.0,67.0,2.0,3.53164556962025,0.0,10.246835443038,0.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.5044090016361904,0.4955909983638096,3
1170,13,6.0,16.0,1.0,2.0,3.0,1.0,572.0,2.0,0.0,1.0,136.0,17.0,3.0,97.0,0.0,2.0,67.0,0.0,3.53164556962025,0.0,10.246835443038,0.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.795325459576183,0.204674540423817,5
1170,14,6.0,16.0,1.0,2.0,3.0,1.0,572.0,1.0,0.0,1.0,136.0,17.0,3.0,97.0,0.0,2.0,67.0,0.0,3.53164556962025,0.0,10.246835443038,0.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.8163882565442111,0.18361174345578885,5
1170,15,6.0,16.0,1.0,2.0,3.0,1.0,23.0,29.0,0.0,40.0,136.0,0.17,3.0,97.0,0.0,2.0,67.0,2.0,3.53164556962025,0.0,10.246835443038,0.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.7563046519490226,0.24369534805097734,2
1170,16,6.0,16.0,1.0,2.0,3.0,1.0,23.0,29.0,0.0,40.0,136.0,0.17,77.0,97.0,0.0,2.0,67.0,2.0,3.53164556962025,0.0,10.246835443038,0.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.7979324836473503,0.20206751635264977,3
1170,17,6.0,16.0,1.0,2.0,3.0,1.0,23.0,29.0,0.0,40.0,136.0,0.17,77.0,97.0,0.0,2.0,67.0,2.0,3.53164556962025,0.0,21.0,0.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.8053776632967278,0.19462233670327228,4
1170,18,6.0,16.0,1.0,2.0,3.0,1.0,572.0,29.0,0.0,40.0,136.0,0.17,3.0,97.0,4.0,2.0,67.0,2.0,5.1,0.0,0.0,0.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.5127580167032757,0.48724198329672436,2
1170,19,6.0,16.0,1.0,2.0,3.0,1.0,572.0,29.0,0.0,40.0,136.0,0.59,3.0,97.0,4.0,2.0,67.0,2.0,54.5,0.0,0.0,3.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.8428772739715477,0.15712272602845234,4
300,0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,1.0,1.0,0.0,10.0,0.17,0.0,0.0,4.0,0.0,12.0,1.0,3.41666666666667,2.0,7.66666666666667,4.0,1.0,0.214285714285714,0.0,0.0,0.0,3.0,0.0,2.0,0.7521375888108159,0.24786241118918406,1
300,1,1.0,0.0,1.0,0.0,0.0,0.0,21.0,1.0,1.0,0.0,10.0,0.17,0.0,0.0,4.0,0.0,0.0,1.0,3.41666666666667,2.0,0.0,4.0,1.0,0.214285714285714,0.0,0.0,0.0,3.0,0.0,2.0,0.9839503387352629,0.016049661264737062,2
300,2,1.0,0.0,1.0,0.0,0.0,0.0,21.0,1.0,1.0,0.0,10.0,0.17,0.0,0.0,0.0,0.0,0.0,1.0,3.41666666666667,2.0,0.0,4.0,1.0,0.214285714285714,0.0,0.0,0.0,3.0,0.0,2.0,0.9933192133012394,0.006680786698760601,3
300,3,1.0,0.0,1.0,0.0,0.0,0.0,21.0,1.0,1.0,0.0,10.0,0.17,0.0,0.0,0.0,0.0,0.0,1.0,3.5,2.0,0.0,4.0,1.0,0.214285714285714,0.0,0.0,0.0,3.0,0.0,2.0,0.9941261078917337,0.005873892108266313,4
300,4,1.0,0.0,1.0,0.0,0.0,0.0,21.0,1.0,1.0,0.0,10.0,0.17,0.0,100.0,4.0,0.0,0.0,1.0,3.41666666666667,2.0,0.0,4.0,1.0,0.214285714285714,0.0,0.0,0.0,3.0,0.0,2.0,0.9887560764009661,0.011243923599033902,3
300,5,1.0,0.0,1.0,0.0,0.0,0.0,21.0,1.0,1.0,0.0,10.0,0.17,0.0,100.0,4.0,0.0,0.0,1.0,3.5,2.0,0.0,4.0,1.0,0.214285714285714,0.0,0.0,0.0,3.0,0.0,2.0,0.9901086111823338,0.009891388817666167,4
300,6,1.0,0.0,1.0,0.0,0.0,0.0,21.0,1.0,1.0,0.0,10.0,0.17,0.0,0.0,4.0,0.0,0.0,1.0,3.41666666666667,2.0,7.66666666666667,4.0,1.0,0.214285714285714,0.0,0.0,0.0,1.0,0.0,2.0,0.9598371284244408,0.04016287157555922,2
300,7,1.0,0.0,1.0,0.0,0.0,0.0,21.0,1.0,1.0,0.0,10.0,0.17,0.0,0.0,4.0,0.0,0.0,1.0,3.41666666666667,2.0,7.66666666666667,4.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,0.9744893304206729,0.025510669579327166,3
300,8,1.0,0.0,1.0,0.0,0.0,0.0,21.0,1.0,1.0,0.0,10.0,0.17,0.0,0.0,4.0,0.0,0.0,1.0,3.41666666666667,2.0,7.66666666666667,2.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,0.9760101147489885,0.02398988525101156,4
300,9,1.0,0.0,1.0,0.0,0.0,0.0,21.0,1.0,1.0,0.0,10.0,0.17,0.0,0.0,4.0,0.0,0.0,1.0,3.5,2.0,0.0,4.0,1.0,0.214285714285714,0.0,0.0,0.0,3.0,0.0,2.0,0.9858726974411395,0.01412730255886048,3
300,10,1.0,0.0,1.0,0.0,0.0,0.0,21.0,1.0,1.0,0.0,10.0,0.17,0.0,0.0,4.0,0.0,0.0,1.0,3.5,2.0,0.0,2.0,1.0,0.214285714285714,0.0,0.0,0.0,3.0,0.0,2.0,0.9869582297376015,0.013041770262398516,4
300,11,1.0,0.0,1.0,0.0,0.0,0.0,21.0,1.0,1.0,0.0,10.0,0.17,0.0,0.0,4.0,0.0,0.0,1.0,3.5,2.0,0.0,2.0,1.0,0.3,0.0,0.0,0.0,3.0,0.0,2.0,0.9869801686642431,0.013019831335756855,5
300,12,1.0,0.0,1.0,0.0,0.0,0.0,21.0,1.0,1.0,0.0,10.0,0.17,0.0,0.0,3.0,0.0,19.0,1.0,3.41666666666667,2.0,7.66666666666667,4.0,1.0,0.214285714285714,0.0,0.0,0.0,3.0,0.0,2.0,0.8102667861938633,0.18973321380613678,1
300,13,1.0,0.0,1.0,0.0,0.0,0.0,21.0,1.0,1.0,0.0,10.0,0.17,2.0,0.0,4.0,0.0,19.0,1.0,3.41666666666667,2.0,7.66666666666667,4.0,1.0,0.214285714285714,0.0,0.0,0.0,3.0,0.0,2.0,0.5040787056039411,0.495921294396059,1
300,14,1.0,0.0,1.0,0.0,0.0,0.0,21.0,1.0,1.0,0.0,10.0,0.17,77.0,0.0,0.0,0.0,19.0,1.0,3.41666666666667,2.0,7.66666666666667,4.0,1.0,6.0,0.0,0.0,0.0,3.0,0.0,2.0,0.9460055513497333,0.053994448650266744,3
