,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
916,0,0,1,0,0,3,1,0,0,22,0.18,3,0,2,0,7,1,2.86363636363636,0,5,1,0.0,0.5,0,1,1
1017,0,0,1,0,0,2,1,0,0,1,1.3,2,0,2,0,12,1,2.0,2,5,1,0.0,0.5,0,2,0
782,1,0,1,0,0,1,5,0,10,25,0.23,2,66,3,0,22,1,1.92307692307692,0,0,1,0.84375,0.0,0,3,3
1103,0,1,1,1,0,1,1,0,3,1,0.61,1,37,2,0,7,1,4.0,3,3,1,1.5,0.6,0,2,2
1307,0,0,1,0,0,2,1,0,0,3,0.28,1,0,2,0,6,1,1.0,1,12,1,0.6,0.5,0,2,0
1195,1,5,1,0,1,3,4,3,8,4,0.8,1,66,2,2,6,1,4.53846153846154,0,1,1,0.722222222222222,0.714285714285714,0,1,1
623,2,0,1,1,0,4,2,0,6,10,0.62,1,83,3,0,2,1,3.58333333333333,1,1,1,1.73333333333333,0.0,0,3,1
205,8,0,1,1,3,1,1,0,0,2,0.24,1,90,2,0,9,1,3.5,1,1,1,2.91666666666667,0.333333333333333,0,2,2
1268,1,1,2,9,6,1,5,0,11,22,0.13,2,85,2,0,19,2,5.08333333333333,0,2,1,1.43333333333333,0.333333333333333,0,1,2
662,6,0,1,0,1,1,1,0,1,13,0.2,3,78,2,0,22,1,4.68421052631579,0,1,1,1.42857142857143,1.0,0,2,2
82,0,0,1,0,0,1,1,1,0,0,0.51,1,0,2,0,6,2,3.0,3,19,16,6.0,1.0,0,2,0
696,1,1,1,2,0,1,4,0,8,8,0.3,0,62,2,2,12,1,3.0,0,0,1,0.933333333333333,1.0,0,1,0
727,0,0,1,0,0,5,2,1,3,18,0.5,3,90,2,0,24,2,3.73684210526316,1,4,1,1.09090909090909,1.0,0,1,2
745,1,0,1,0,0,2,1,0,1,2,0.33,5,66,2,0,24,1,4.0,0,5,1,0.0,1.0,0,5,1
