CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
7.0,0.0,1.0,2.0,6.0,1.0,470.0,7.0,7.0,19.0,1.07,0.0,100.0,6.0,3.0,20.0,1.0,2.15,0.0,0.0,0.0,6.0,0.43,0.0,2.0,4.0,0
0.0,5.0,1.0,0.0,6.0,1.0,98.0,1.0,0.0,0.0,8.91,0.0,0.0,3.0,1.0,2.0,1.0,1.2,0.0,0.0,0.0,0.0,0.5,0.0,3.0,0.0,0
1.0,0.0,2.0,0.0,6.0,3.0,42.0,1.0,0.0,1.0,0.82,1.0,66.0,1.0,0.0,2.0,2.0,4.0,3.0,2.0,1.0,0.0,0.5,0.0,3.0,0.0,0
0.0,0.0,1.0,0.0,3.0,1.0,40.0,1.0,1.0,0.0,1.6,0.0,100.0,4.0,0.0,6.0,1.0,2.33,2.0,2.0,0.0,24.0,0.25,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,2.0,1.0,31.0,1.0,2.0,0.0,1.11,0.0,100.0,6.0,0.0,3.0,1.0,1.33,0.0,2.0,0.0,0.0,0.5,0.0,4.0,1.0,0
0.0,1.0,3.0,0.0,9.0,5.0,71.0,1.0,0.0,0.0,0.64,3.0,100.0,5.0,0.0,4.0,1.0,2.0,1.0,2.0,0.0,112.0,0.5,0.0,4.0,1.0,0
0.0,0.0,1.0,0.0,4.0,3.0,51.0,1.0,2.0,4.0,0.5,1.0,70.0,5.0,0.0,4.0,1.0,2.8,1.0,1.0,0.0,3.0,0.67,0.0,4.0,3.0,0
0.0,0.0,1.0,0.0,4.0,1.0,76.0,4.0,0.0,3.0,1.0,0.0,100.0,5.0,1.0,5.0,2.0,2.1,1.0,1.0,0.0,0.0,0.5,0.0,3.0,2.0,0
0.0,2.0,1.0,0.0,4.0,1.0,34.0,1.0,0.0,0.0,4.25,0.0,0.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.5,0.0,3.0,1.0,0
0.0,0.0,1.0,0.0,7.0,2.0,136.0,5.0,3.0,1.0,1.11,3.0,100.0,6.0,1.0,5.0,2.0,2.1,0.0,1.0,0.0,45.0,0.33,0.0,2.0,1.0,0
0.0,0.0,2.0,0.0,6.0,2.0,35.0,1.0,0.0,2.0,1.25,0.0,33.0,2.0,0.0,3.0,1.0,2.5,2.0,3.0,0.0,73.0,0.33,0.0,3.0,0.0,0
0.0,0.0,1.0,0.0,4.0,1.0,98.0,1.0,0.0,1.0,1.1,0.0,11.0,4.0,2.0,2.0,1.0,1.5,1.0,1.0,0.0,211.0,0.33,0.0,3.0,0.0,0
0.0,0.0,1.0,0.0,3.0,1.0,23.0,1.0,0.0,1.0,1.77,0.0,0.0,5.0,1.0,2.0,1.0,1.0,1.0,5.0,0.0,39.0,0.33,0.0,3.0,0.0,0
1.0,0.0,1.0,0.0,2.0,1.0,37.0,1.0,0.0,0.0,1.61,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,66.0,0.33,0.0,3.0,0.0,0
1.0,0.0,1.0,1.0,8.0,4.0,57.0,1.0,1.0,1.0,0.63,2.0,75.0,1.0,2.0,7.0,1.0,4.5,2.0,1.0,0.0,169.0,0.4,0.0,3.0,1.0,1
