,CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
1,1.82352941176471,0.10000000000000009,4.0,0.487179487179487,15.0,4.0,15.0,0.10000000000000009,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,-1.3877787807814457e-17,1.0,0.0,3.0,3.9999999999999996
94,1.0,0.040000000000000036,0.13541666666666696,1.0,2.0,1.0,5.0,0.040000000000000036,0.0,99.0,1.0,2.0,1.0,2.0,0.3829787234042552,0.0,0.0,1.0,0.13541666666666696,-1.3877787807814457e-17,1.0,0.0,1.0,2.0
101,0.0,1.62,0.14423076923076894,651.0,5.0,1.0,8.0,1.62,0.0,96.0,1.0,0.0,4.0,2.0,0.6237623762376239,0.0,0.0,1.0,0.14423076923076894,-1.3877787807814457e-17,1.0,0.0,5.0,1.0
102,1.0,1.0,14.0,2.0,2.0,1.0,7.0,0.29000000000000004,1.0,75.0,2.0,0.0,14.0,1.0,4.375,0.0,1.0,1.0,1.5,-1.3877787807814457e-17,1.0,0.0,3.0,1.0
283,1.0,1.0,0.0,0.3699999999999999,3.0,1.0,5.0,0.37,0.0,85.0,2.0,0.0,9.0,2.0,3.35294117647059,0.0,1.0,1.0,1.0,-1.3877787807814457e-17,-2.7755575615628914e-17,0.0,3.0,1.1102230246251565e-16
311,0.1399999999999999,27.0,4.0,28.0,2.0,3.0,28.0,0.14,0.0,100.0,3.0,0.0,27.0,2.0,4.28571428571429,0.0,1.0,1.0,1.23076923076923,-1.3877787807814457e-17,0.5,0.0,3.0,3.9999999999999996
313,39.0,0.19999999999999996,5.0,2.0,62.0,4.0,62.00000000000001,0.19999999999999996,1.0,100.0,3.0,8.0,39.0,2.0,6.71428571428571,0.0,0.0,0.0,1.5,-1.3877787807814457e-17,0.428571428571429,0.0,5.0,5.0
323,29.0,34.0,5.6875,2.0,0.28000000000000114,2.0,34.0,0.28,2.0,85.0,3.0,0.0,29.0,2.0,5.6875,0.0,1.0,1.0,1.26315789473684,-1.3877787807814457e-17,1.0,0.0,2.0,1.0
327,0.0,5.0,13.0,0.666666666666667,2.0,2.0,3.0,0.37,1.0,100.0,3.0,0.0,13.0,2.0,4.63636363636364,0.0,1.0,0.0,2.14285714285714,-1.3877787807814457e-17,0.666666666666667,0.0,3.0,5.0
328,1.0,26.0,6.73333333333333,0.16999999999999993,1.764705882352942,1.0,0.0,0.17000000000000004,1.0,86.0,1.0,0.0,26.0,1.0,6.73333333333333,2.0,1.0,1.0,1.76470588235294,-1.3877787807814457e-17,0.666666666666667,0.0,2.0,1.0
269,6.0,6.0,22.0,6.0,58.0,1.0,22.0,0.43999999999999995,0.0,93.0,1.0,0.0,6.0,1.0,5.17021276595745,1.0,1.0,1.0,0.63265306122449,-1.3877787807814457e-17,0.333333333333333,0.0,6.0,6.0
336,25.0,27.0,0.21999999999999997,4.0,48.0,4.0,27.0,0.21999999999999997,0.0,100.0,2.0,0.0,25.0,3.0,3.92307692307692,0.0,1.0,0.0,1.16129032258065,-1.3877787807814457e-17,0.6,0.0,5.0,3.9999999999999996
337,0.0,31.0,0.16999999999999993,4.0,4.0,1.0,4.0,0.17000000000000004,2.0,86.0,2.0,0.0,31.0,2.0,3.75,0.0,0.0,1.0,1.33333333333333,-1.3877787807814457e-17,0.75,0.0,2.0,3.9999999999999996
272,0.30000000000000004,1.0,0.44999999999999996,2.0,2.0,1.0,8.0,0.30000000000000004,1.0,88.0,4.0,2.0,12.0,2.0,4.0,0.0,1.0,1.0,1.91666666666667,-1.3877787807814457e-17,0.5,0.0,3.0,2.0
108,0.0,0.12000000000000033,7.0,0.0,21.0,2.0,6.0,0.11999999999999988,4.0,88.0,2.0,0.0,4.0,2.0,3.75,1.0,1.0,1.0,1.09677419354839,-1.3877787807814457e-17,1.0,0.0,7.0,2.0
357,0.0,30.0,0.21999999999999997,14.0,7.0,1.0,30.0,0.21999999999999997,1.0,80.0,2.0,0.0,14.0,1.0,7.72222222222222,2.0,1.0,1.0,1.80952380952381,-1.3877787807814457e-17,1.0,0.0,3.0,2.0
320,19.0,0.19999999999999996,0.0,0.0,2.0,3.0,9.0,0.19999999999999996,1.0,80.0,2.0,0.0,19.0,2.0,4.03571428571429,0.0,1.0,1.0,1.125,-1.3877787807814457e-17,0.428571428571429,0.0,3.0,3.0
362,0.0,19.0,0.19999999999999996,25.0,4.0,8.0,25.0,0.19999999999999996,1.0,100.0,2.0,2.0,19.0,2.0,4.73333333333333,0.0,0.0,0.0,1.05128205128205,-1.3877787807814457e-17,0.5,0.0,5.0,3.9999999999999996
365,0.13000000000000012,19.0,4.0,3.0,17.0,2.0,22.0,0.13000000000000012,1.0,85.0,4.0,0.0,19.0,2.0,4.41666666666667,0.0,1.0,1.0,1.43589743589744,-1.3877787807814457e-17,0.714285714285714,0.0,2.0,3.0
