test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,MINOR_COMMIT,MAJOR_LINE,proba0,proba1
10,0,1.0,6.0,1.0,0.0,26.0,22.0,129.0,1.0,2.0,7.0,16.0,1.98,2.0,90.0,0.0,2.0,33.0,0.0,321.7,0.0,16.0,1.0,5.0,81.0,0.583333333333333,0.0,0.0,0.53986883,0.46013117
1955,0,11.0,0.0,1.0,129.0,54.0,4.0,306.0,2.0,0.0,8.0,48.0,0.42,453.0,84.0,7.0,0.0,4.0,0.0,3.10909090909091,0.0,1.0,5.0,4.0,0.0,0.713554987212276,2.0,0.0,0.5564004,0.44359958
1955,1,2.0,0.0,5.0,26.0,84.0,1.0,218.0,5.0,28.0,685.0,42.0,3.25,705.0,94.0,1.0,98.0,24.0,5.0,18.9,43.0,26.0,1.7,0.0,3208.0,1.0,0.0,2.0,0.52763134,0.47236866
1955,2,0.0,0.0,1.0,0.0,0.0,4.0,722.0,1.0,3.0,3.0,139.0,1.23,0.0,64.0,1.0,1.0,35.0,2.0,0.394366197183099,50.0,0.0,0.0625,0.0,1469.0,1.0,0.0,0.0,0.6223873,0.37761274
1955,3,28.0,1.0,1.0,8.0,4.0,229.0,354.0,1.0,0.0,13.0,3.0,0.54,337.0,87.0,1.0,0.0,1.0,1.0,5.59375,322.0,2.0,1.11764705882353,0.0,1264.0,1.1,0.0,0.0,0.5242466,0.47575343
1955,4,6.0,0.0,3.0,3.0,4.0,127.0,1988.0,3.0,4.0,183.0,151.0,0.46,3.0,73.0,2.0,0.0,0.0,2.0,3.24528301886792,0.0,1.0,0.553571428571429,0.0,2.0,1.1,3.0,0.0,0.54611206,0.45388794
12,0,0.0,0.0,1.0,0.0,0.0,8.0,51.0,1.0,0.0,1.0,3.0,0.77,2.0,33.0,5.0,0.0,11.0,2.0,6.33333333333333,4.0,1.0,0.6,0.0,8.0,0.7,0.0,2.0,0.5190629,0.48093715
16,0,8.0,0.0,1.0,0.0,0.0,2.0,144.0,1.0,2.0,9.0,30.0,0.23,1.0,87.0,2.0,0.0,12.0,2.0,5.85,0.0,1.0,2.7,0.0,272.0,1.0,0.0,1.0,0.50934565,0.49065432
16,1,7.0,0.0,2.0,187.0,85.0,10.0,180.0,1.0,6.0,1.0,1.0,0.15,12.0,92.0,1.0,39.0,52.0,1.0,6.78571428571429,221.0,0.0,4.7,0.0,241.0,0.9,0.0,1.0,0.5974348,0.40256518
16,2,12.0,5.0,19.0,4.0,25.0,3.0,229.0,3.0,24.0,7.0,12.0,0.17,4.0,12.0,1.0,1.0,14.0,3.0,4.54716981132075,1.0,0.0,3.3,0.0,234.0,0.833870967741935,0.0,1.0,0.6322061,0.3677939
16,3,6.0,23.0,1.0,87.0,60.0,136.0,112.0,1.0,29.0,1.0,77.0,0.84,213.0,65.0,2.0,0.0,3.0,1.0,1.78571428571429,0.0,1.0,1.5,1.0,289.0,0.839160839160839,0.0,1.0,0.73021626,0.2697837
1956,0,1.0,0.0,1.0,2.0,2.0,4.0,94.0,1.0,2.0,0.0,7.0,1.04,0.0,65.0,1.0,0.0,5.0,2.0,2.1,0.0,1.0,2.4,0.0,227.0,0.972972972972973,0.0,1.0,0.5764231,0.4235769
1956,1,0.0,0.0,1.0,0.0,0.0,174.0,83.0,10.0,0.0,6.0,6.0,0.82,0.0,52.0,0.0,0.0,4.0,1.0,8.0,0.0,2.0,0.0,0.0,214.0,0.971291866028708,0.0,1.0,0.51630557,0.48369443
1957,0,0.0,0.0,1.0,5.0,1.0,5.0,55.0,1.0,36.0,0.0,2.0,0.74,1.0,65.0,1.0,0.0,3.0,1.0,5.0,2.0,1.0,5.1,0.0,173.0,0.883561643835616,0.0,2.0,0.61836696,0.381633
1957,1,0.0,0.0,1.0,0.0,1.0,63.0,72.0,1.0,0.0,4.0,7.0,0.8,0.0,67.0,1.0,0.0,4.0,1.0,1.57142857142857,1.0,2.0,0.666666666666667,0.0,195.0,0.962566844919786,0.0,1.0,0.51032233,0.4896777
1958,0,16.0,0.0,1.0,3.0,2.0,12.0,318.0,2.0,2.0,1.0,6.0,0.64,4.0,88.0,4.0,0.0,82.0,2.0,5.08333333333333,0.0,1.0,0.814814814814815,0.0,5.0,1.0,0.0,0.0,0.8889822,0.11101782
1958,1,3.0,0.0,1.0,2.0,72.0,250.0,2988.0,2.0,2.0,0.0,22.0,0.52,522.0,98.0,4.0,117.0,31.0,5.0,1.41025641025641,316.0,8.0,1.7,3.0,9168.0,0.9,2.0,1.0,0.50303185,0.49696818
1958,2,63.0,1.0,1.0,8.0,4.0,73.0,354.0,1.0,0.0,13.0,3.0,0.54,729.0,87.0,1.0,0.0,1.0,1.0,5.59375,1.0,6.0,1.11764705882353,0.0,1264.0,1.0,0.0,0.0,0.51323533,0.4867647
1958,3,20.0,0.0,1.0,30.0,0.0,1.0,257.0,5.0,0.0,7.0,16.0,28.52,2.0,100.0,1.0,1.0,7.0,2.0,3.05555555555556,0.0,1.0,4.6,0.0,1173.0,1.0,0.0,1.0,0.5434024,0.45659763
1958,4,8.0,0.0,1.0,11.0,1.0,9.0,257.0,1.0,0.0,0.0,18.0,20.33,2.0,92.0,0.0,0.0,1.0,1.0,6.34615384615385,1.0,1.0,0.928571428571429,0.0,1002.0,1.0,0.0,0.0,0.6641513,0.33584872
19,0,20.0,1.0,1.0,191.0,1.0,0.0,71.0,1.0,2.0,5.0,85.0,0.07,0.0,39.0,1.0,1.0,37.0,1.0,11.1851851851852,2.0,1.0,1.0,0.0,61.0,0.912905779889153,0.0,1.0,0.62943816,0.3705618
19,1,4.0,0.0,1.0,5.0,13.0,0.0,38.0,1.0,0.0,18.0,44.0,1.34,0.0,25.0,1.0,0.0,2.0,2.0,6.72916666666667,1.0,1.0,3.2,0.0,27.0,1.0,0.0,9.0,0.5416487,0.4583513
23,0,0.0,0.0,1.0,84.0,0.0,217.0,185.0,1.0,53.0,1.0,23.0,0.79,209.0,91.0,4.0,0.0,12.0,1.0,3.0,0.0,2.0,0.3,0.0,358.0,0.586206896551724,0.0,2.0,0.51781404,0.48218593
23,1,12.0,5.0,1.0,117.0,25.0,3.0,229.0,3.0,24.0,7.0,12.0,0.17,4.0,97.0,0.0,1.0,14.0,3.0,155.7,1.0,0.0,3.0,0.0,234.0,0.833870967741935,0.0,0.0,0.51387525,0.48612478
23,2,7.0,0.0,8.0,21.0,6.0,10.0,180.0,1.0,77.0,1.0,1.0,17.83,102.0,6.0,1.0,2.0,4.0,1.0,6.78571428571429,1.0,15.0,1.6875,0.0,241.0,0.774253731343284,0.0,0.0,0.50264776,0.49735227
27,0,6.0,90.0,4.0,172.0,0.0,1.0,126.0,1.0,50.0,38.0,28.0,0.17,0.0,94.0,1.0,1.0,7.0,2.0,7.975,0.0,1.0,4.7,0.0,22.0,0.539544962080173,3.0,0.0,0.60124904,0.39875096
27,1,3.0,3.0,1.0,0.0,0.0,58.0,125.0,7.0,26.0,126.0,15.0,0.32,719.0,88.0,3.0,0.0,21.0,2.0,4.80952380952381,0.0,1.0,0.7,0.0,8.0,0.9,3.0,0.0,0.5528717,0.44712827
27,2,1.0,1.0,1.0,104.0,6.0,1.0,122.0,1.0,2.0,21.0,29.0,19.29,735.0,93.0,1.0,11.0,3.0,1.0,5.03030303030303,168.0,1.0,2.0,0.0,31.0,0.912408759124088,0.0,4.0,0.56153154,0.43846843
27,3,4.0,0.0,2.0,4.0,0.0,6.0,138.0,1.0,21.0,23.0,10.0,7.33,2.0,81.0,1.0,0.0,1.0,2.0,11.0714285714286,0.0,1.0,1.5625,0.0,6.0,0.9375,0.0,2.0,0.5931363,0.40686372
30,0,12.0,8.0,14.0,156.0,0.0,1.0,307.0,1.0,35.0,34.0,39.0,1.25,80.0,13.0,4.0,1.0,22.0,3.0,4.74305555555556,0.0,2.0,0.89041095890411,0.0,202.0,0.512709832134293,0.0,5.0,0.5011571,0.4988429
30,1,6.0,1.0,3.0,1.0,59.0,2.0,333.0,1.0,2.0,8.0,11.0,0.72,1.0,77.0,2.0,0.0,13.0,2.0,5.2,0.0,1.0,1.90909090909091,0.0,151.0,0.832748538011696,6.0,1.0,0.5881175,0.4118825
33,0,1.0,0.0,1.0,0.0,1.0,6.0,201.0,1.0,0.0,11.0,25.0,4.43,0.0,83.0,2.0,0.0,10.0,1.0,8.65384615384615,0.0,1.0,0.357142857142857,0.0,24.0,1.0,0.0,0.0,0.70034206,0.29965797
34,0,0.0,11.0,1.0,163.0,0.0,5.0,436.0,11.0,47.0,33.0,196.0,0.77,516.0,95.0,1.0,1.0,37.0,2.0,307.7,0.0,1.0,0.415384615384615,0.0,7.0,0.7,0.0,4.0,0.57093585,0.42906418
35,0,122.0,1.0,2.0,42.0,1.0,0.0,255.0,1.0,0.0,13.0,8.0,26.63,340.0,19.0,3.0,94.0,12.0,3.0,90.8,27.0,4.0,1.7,4.0,137.0,0.868068833652008,0.0,3.0,0.5781888,0.42181122
35,1,1.0,0.0,1.0,3.0,14.0,12.0,227.0,1.0,0.0,0.0,14.0,0.46,2.0,68.0,1.0,0.0,5.0,1.0,5.66666666666667,0.0,1.0,4.5,0.0,150.0,0.657430730478589,0.0,0.0,0.78134495,0.21865505
35,2,2.0,2.0,8.0,0.0,74.0,261.0,294.0,1.0,2.0,796.0,13.0,0.64,685.0,72.0,2.0,134.0,13.0,1.0,3.68421052631579,73.0,1.0,1.8,2.0,106.0,1.0,0.0,1.0,0.55580986,0.44419017
48,0,1.0,9.0,1.0,0.0,6.0,7.0,116.0,1.0,0.0,2.0,115.0,1.23,162.0,75.0,1.0,0.0,2.0,2.0,6.83333333333333,1.0,1.0,3.5,0.0,177.0,0.564853556485356,0.0,1.0,0.50178623,0.49821374
48,1,3.0,1.0,2.0,0.0,0.0,5.0,119.0,1.0,0.0,15.0,14.0,0.49,0.0,83.0,2.0,0.0,10.0,6.0,4.44444444444444,1.0,1.0,1.2,0.0,130.0,0.67258883248731,0.0,1.0,0.50083756,0.4991624
48,2,4.0,3.0,16.0,0.0,2.0,374.0,90.0,1.0,0.0,2.0,4.0,0.69,2.0,72.0,1.0,0.0,5.0,1.0,4.09090909090909,1.0,1.0,1.69230769230769,0.0,215.0,0.888111888111888,0.0,1.0,0.61467934,0.38532066
56,0,2.0,0.0,1.0,0.0,1.0,7.0,530.0,1.0,0.0,18.0,59.0,0.97,0.0,93.0,1.0,0.0,17.0,4.0,1.9672131147541,0.0,0.0,0.412698412698413,0.0,6.0,1.0,0.0,1.0,0.66897357,0.33102646
56,1,1.0,1.0,1.0,2.0,58.0,4.0,24.0,1.0,15.0,8.0,200.0,0.63,0.0,97.0,1.0,2.0,52.0,3.0,2.49074074074074,0.0,0.0,2.1,0.0,43.0,0.967494089834515,0.0,5.0,0.79380155,0.20619844
56,2,1.0,6.0,2.0,0.0,0.0,109.0,574.0,1.0,1.0,4.0,6.0,0.69,2.0,94.0,3.0,0.0,35.0,2.0,2.86842105263158,1.0,1.0,1.975,0.0,8.0,0.904519414385742,0.0,1.0,0.5472984,0.45270163
60,0,38.0,35.0,1.0,71.0,0.0,1.0,1068.0,1.0,54.0,0.0,6.0,0.57,1.0,95.0,2.0,116.0,21.0,2.0,6.56390977443609,183.0,0.0,1.8,0.0,168.0,0.936464920204758,0.0,0.0,0.5934395,0.40656048
60,1,0.0,2.0,9.0,40.0,0.0,10.0,1231.0,1.0,0.0,1.0,107.0,26.13,0.0,64.0,0.0,1.0,33.0,0.0,4.24770642201835,18.0,0.0,0.0,0.0,169.0,0.886075949367089,0.0,0.0,0.54029214,0.4597079
60,2,9.0,4.0,6.0,3.0,0.0,9.0,35.0,1.0,13.0,179.0,18.0,1.01,1.0,94.0,1.0,1.0,28.0,3.0,6.06410256410256,35.0,1.0,0.7875,3.0,8775.0,0.3,4.0,1.0,0.5906278,0.40937224
67,0,3.0,1.0,2.0,0.0,0.0,107.0,119.0,1.0,0.0,15.0,14.0,0.49,0.0,83.0,1.0,0.0,10.0,2.0,4.44444444444444,1.0,1.0,1.2,0.0,130.0,0.67258883248731,0.0,1.0,0.5946423,0.40535772
67,1,1.0,0.0,1.0,0.0,0.0,3.0,83.0,1.0,2.0,11.0,12.0,0.39,1.0,74.0,1.0,2.0,13.0,2.0,4.73333333333333,1.0,0.0,4.7,0.0,109.0,1.1,0.0,2.0,0.51189464,0.48810536
67,2,1.0,0.0,1.0,3.0,0.0,4.0,76.0,1.0,0.0,4.0,8.0,1.33,0.0,80.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,5.3,0.0,144.0,0.6875,1.0,2.0,0.6067079,0.39329213
67,3,0.0,1.0,1.0,14.0,0.0,5.0,75.0,1.0,0.0,904.0,8.0,0.33,0.0,80.0,0.0,0.0,18.0,1.0,5.11111111111111,0.0,1.0,1.09090909090909,0.0,109.0,1.1,0.0,1.0,0.56842744,0.43157256
