,CountDeclMethodPrivate,AvgEssential,AvgLineComment,CountLineComment,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
1855,7.0,1.0,1.0,55.0,2.0,28.0,0.21,0.0,90.0,1.0,0.0,4.0,1.0,3.70833333333333,1.0,3.0,1.0,0.75,0.0,1.0,0.0,1.0,0.0
1940,,,,,,,,,,,,,,,,,,,,,,,
1944,0.0,2.0,1.0,67.0,0.0,7.0,0.38,0.0,86.0,1.0,0.0,3.0,1.0,4.05,1.0,1.0,1.0,0.608695652173913,0.0,0.05,0.0,2.0,0.0
209,,,,,,,,,,,,,,,,,,,,,,,
1945,10.0,1.0,3.0,18.0,0.0,4.0,0.21,2.0,91.0,1.0,0.0,13.0,1.0,3.31578947368421,0.0,1.0,1.0,0.694915254237288,0.0,0.4375,0.0,3.0,2.0
305,6.0,1.0,2.0,30.0,0.0,26.0,0.42,0.0,94.0,1.0,0.0,10.0,1.0,5.03846153846154,1.0,1.0,1.0,0.574074074074074,0.0,0.333333333333333,0.0,6.0,9.0
308,,,,,,,,,,,,,,,,,,,,,,,
1966,1.0,1.0,4.0,77.0,0.0,6.0,0.916,4.0,88.0,3.0,0.0,17.0,2.0,5.33333333333333,0.0,1.0,1.0,1.35714285714286,0.0,0.8,0.0,5.0,10.0
366,,,,,,,,,,,,,,,,,,,,,,,
1958,,,,,,,,,,,,,,,,,,,,,,,
499,2.0,1.0,1.0,32.0,0.0,3.0,0.11,3.0,89.0,2.0,0.0,21.0,0.0,4.09090909090909,0.0,0.0,1.0,1.42857142857143,0.0,0.75,0.0,1.0,7.0
208,4.0,2.0,4.0,15.0,0.0,0.0,0.31,0.0,96.0,1.0,0.0,26.0,2.0,5.50943396226415,1.0,1.0,1.0,1.36206896551724,0.0,0.625,0.0,4.0,9.0
677,,,,,,,,,,,,,,,,,,,,,,,
766,,,,,,,,,,,,,,,,,,,,,,,
1965,,,,,,,,,,,,,,,,,,,,,,,
831,4.0,1.0,0.0,140.0,0.0,30.0,0.25,0.0,96.0,1.0,3.0,19.0,2.0,9.04938271604938,0.0,1.0,0.0,0.550561797752809,0.0,0.05,0.0,7.0,7.0
1438,2.0,1.0,0.0,78.0,1.0,14.0,0.17,0.0,97.0,2.0,2.0,5.0,2.0,1.47058823529412,0.0,0.0,1.0,0.2625,0.0,0.05,0.0,3.0,1.0
1059,,,,,,,,,,,,,,,,,,,,,,,
1431,3.0,1.0,0.0,16.0,1.0,16.0,0.17,0.0,97.0,2.0,1.0,8.0,2.0,1.67469879518072,0.0,0.0,1.0,0.252525252525253,0.0,0.428571428571429,0.0,5.0,9.0
376,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,,,,
429,,,,,,,,,,,,,,,,,,,,,,,
350,,,,,,,,,,,,,,,,,,,,,,,
834,,,,,,,,,,,,,,,,,,,,,,,
