,CountDeclMethodPrivate,AvgEssential,AvgLineComment,CountLineComment,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
26,6.0,1.0,0.0,264.0,0.0,383.0,0.3,0.0,100.0,2.0,5.0,4.0,1.0,12.6617647058824,0.0,35.0,0.0,5.4,0.0,0.5,4.0,6.0,16.0
1855,7.0,1.0,1.0,55.0,2.0,28.0,0.21,0.0,90.0,1.0,0.0,4.0,4.0,3.70833333333333,1.0,1.0,1.0,0.75,0.0,1.0,0.0,1.0,0.0
1940,3.0,1.0,1.0,55.0,1.0,22.0,0.22,0.0,88.0,2.0,0.0,20.0,1.0,5.71428571428571,0.0,5.0,1.0,0.807692307692308,0.0,0.666666666666667,0.0,2.0,1.0
1944,0.0,2.0,1.0,67.0,0.0,7.0,0.38,14.0,86.0,1.0,0.0,3.0,1.0,4.05,1.0,1.0,1.0,2.7,0.0,0.6,0.0,2.0,0.0
1945,10.0,1.0,9.0,255.0,0.0,4.0,0.21,2.0,91.0,1.0,0.0,13.0,1.0,3.31578947368421,0.0,1.0,1.0,0.694915254237288,0.0,0.4375,0.0,3.0,2.0
208,4.0,6.0,4.0,281.0,0.0,0.0,4.39,0.0,96.0,1.0,0.0,26.0,2.0,5.50943396226415,1.0,1.0,1.0,1.36206896551724,0.0,0.625,0.0,4.0,9.0
209,87.0,1.0,1.0,318.0,3.0,22.0,0.06,0.0,100.0,1.0,1.0,79.0,3.0,6.48815165876777,0.0,1.0,0.0,4.1,0.0,0.916666666666667,0.0,5.0,11.0
305,6.0,5.0,2.0,168.0,0.0,26.0,0.42,0.0,94.0,1.0,0.0,10.0,1.0,5.03846153846154,1.0,1.0,1.0,5.2,0.0,0.333333333333333,0.0,6.0,9.0
308,7.0,4.0,1.0,83.0,0.0,213.0,0.16,0.0,99.0,1.0,0.0,3.0,1.0,9.46153846153846,0.0,1.0,0.0,0.714285714285714,1.0,0.454545454545455,0.0,3.0,3.0
350,13.0,2.0,1.0,79.0,1.0,31.0,0.15,0.0,100.0,3.0,1.0,28.0,5.0,4.61111111111111,0.0,1.0,1.0,3.0,0.0,0.6,0.0,4.0,6.0
366,2.0,2.0,4.0,72.0,1.0,3.0,0.4,0.0,100.0,3.0,0.0,12.0,4.0,3.83333333333333,0.0,23.0,0.0,2.0,0.0,0.833333333333333,0.0,4.0,5.0
376,8.0,6.0,2.0,91.0,0.0,22.0,4.39,1.0,100.0,3.0,0.0,25.0,3.0,4.5,0.0,1.0,0.0,1.3448275862069,0.0,0.636363636363636,0.0,6.0,7.0
1958,4.0,5.0,3.0,116.0,1.0,3.0,0.19,3.0,88.0,2.0,1.0,43.0,3.0,4.76,0.0,1.0,1.0,5.2,0.0,0.5,0.0,8.0,10.0
1965,4.0,7.0,2.0,72.0,0.0,5.0,0.2,2.0,86.0,2.0,0.0,33.0,2.0,4.0,0.0,1.0,1.0,1.38888888888889,2.0,0.777777777777778,0.0,3.0,6.0
1966,1.0,1.0,4.0,77.0,0.0,6.0,6.15,4.0,88.0,3.0,0.0,17.0,2.0,5.33333333333333,0.0,1.0,1.0,1.35714285714286,0.0,0.8,0.0,5.0,10.0
429,21.0,6.0,4.0,685.0,17.0,7.0,4.39,0.0,100.0,3.0,6.0,77.0,2.0,5.06578947368421,0.0,1.0,0.0,1.08620689655172,0.0,0.72,1.0,7.0,10.0
498,12.0,6.0,2.0,624.0,3.0,84.0,0.51,0.0,100.0,1.0,1.0,13.0,5.0,6.11363636363636,11.0,1.0,1.0,0.865979381443299,0.0,0.6,0.0,5.0,3.0
