test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed
41,0,6.0,1.0,1.0,5.0,3.0,4.0,2.0,7.0,21.0,0.3313272207742557,139.0,0.76,0.0,97.0,1.0,2.0,59.0,4.1663120405282825,4.73053892215569,0.0,0.3735217635403387,0.0,0.533424283765348,0.5,1.0,0.5210206312756163,0.4789793687243838,3
43,0,1.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,31.0,77.0,0.55,0.0,97.0,2.0,3.0,0.8926499070657883,6.0,6.65882352941177,0.0,1.0,0.0,0.568445475638051,0.5,2.0,0.7088343468532317,0.2911656531467684,1
48,0,6.0,3.0,1.0,1.0,0.0,4.0,3.0,6.0,8.0,1.2734560716198757,38.0,0.39,0.0,89.0,1.0,3.0,27.0,4.0,4.87272727272727,0.0,1.0,0.0,0.496396396396396,0.666666666666667,3.0,0.6189876644695782,0.38101233553042174,1
58,0,0.0,4.0,1.0,2.0,0.0,8.0,2.0,7.114472582819872,22.0,21.0,78.0,1.43,0.0,94.0,1.0,1.0,0.8926499067456461,6.0,4.24038461538461,0.0,0.3735217635403387,0.0,0.66008316008316,0.625,1.0,0.5708003811751153,0.42919961882488467,3
67,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,1.273456071590772,23.0,0.1,0.0,87.0,2.0,0.0,28.0,1.0,5.13333333333333,1.0,1.0,0.0,0.464757709251101,1.0,1.0,0.6204130241000223,0.37958697589997775,1
97,0,1.0,0.0,1.0,5.0,0.0,1.0,2.0,7.114472582470626,35.0,71.0,157.0,0.27,0.0,98.0,1.0,2.623162013012916,64.0,1.5215348650235683,6.43523316062176,0.0,0.3735217635403387,0.0,0.465542885473475,0.4,3.0,0.5764959045121465,0.42350409548785356,4
110,0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,4.0,1.6503076117951423,23.0,0.78,0.0,90.0,3.0,0.0,27.0,1.0,3.22222222222222,0.0,1.0,0.0,0.690909090909091,1.0,1.0,0.5087798544992823,0.49122014550071774,1
111,0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,14.0,0.31703642033971846,0.25,0.0,83.0,1.0,0.0,20.0,3.0,3.08695652173913,0.0,0.0,0.0,0.551369863013699,0.0,0.0,0.5078120446893827,0.4921879553106173,1
133,0,4.0,0.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,13.0,27.0,0.41,0.0,90.0,1.0,0.0,0.8926499070366845,2.0,3.6969696969697,1.0,1.0,0.0,0.583529411764706,0.666666666666667,1.0,0.5322658261548728,0.46773417384512717,1
153,0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,7.0,2.969288002786925,20.0,0.24,0.0,83.0,1.0,3.0,27.0,2.0,4.40740740740741,0.0,0.0,0.0,0.383474576271186,0.75,1.0,0.5605209103435163,0.4394790896564837,1
156,0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,0.5921640959568322,24.0,49.0,0.62,0.0,95.0,1.0,2.623162013012916,15.0,2.0,2.66,1.0,1.0,0.0,0.947368421052632,0.5,0.0,0.5405656993799874,0.4594343006200126,2
162,0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,1.0,6.0,3.5345653132535517,21.0,0.22,0.0,87.0,2.0,0.0,13.0,2.0,3.22222222222222,0.0,1.0,0.0,0.902743142144638,0.0,0.0,0.6462959974956665,0.35370400250433354,1
165,0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.9692880025831982,26.0,0.23,0.0,82.0,2.0,0.0,14.0,1.0,2.37037037037037,0.0,1.0,0.0,0.676923076923077,0.5,0.0,0.6252340552215548,0.37476594477844516,1
166,0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,3.5345653132535517,24.0,0.2,0.0,70.0,2.0,0.0,11.0,1.0,2.48,0.0,1.0,0.0,0.729824561403509,0.0,0.0,0.5267370745817688,0.4732629254182312,1
212,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.5345653133117594,65.0,0.41,0.0,96.0,2.0,0.0,25.0,1.0,2.4,1.0,1.0,0.0,0.61100569259962,1.0,1.0,0.6734934140685467,0.32650658593145326,1
228,0,0.0,1.0,2.0,1.0,0.0,3.0,3.0,4.0,9.0,13.0,30.0,0.26,0.0,89.0,2.0,2.0,0.8926499068069116,2.0,3.775,0.0,0.0,0.0,0.584239130434783,0.857142857142857,1.0,0.6044309763611063,0.3955690236388937,1
229,0,10.0,4.0,1.0,2.0,0.0,1.0,3.0,12.0,8.0,22.0,60.0,0.17,0.0,94.0,2.0,2.623162013012916,46.0,1.5215348650235683,4.20731707317073,0.0,0.3735217635403387,0.0,0.536567164179104,0.533333333333333,2.0,0.5013791708152338,0.49862082918476625,3
236,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,19.0,0.3170364202087512,0.06,0.0,92.0,2.0,1.0,42.0,1.0,4.08571428571429,0.0,0.0,0.0,0.351648351648352,0.5,1.0,0.5007792306450582,0.49922076935494175,1
243,0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,7.114472582936287,0.5921640959568322,10.0,36.0,0.16,1.0,87.0,2.0,2.623162013012916,43.0,2.0,3.24390243902439,0.0,0.3735217635403387,0.0,0.419354838709677,0.5,2.0,0.5865878358751111,0.41341216412488885,4
259,0,5.0,0.0,1.0,3.0,0.0,1.0,2.0,4.0,13.0,1.2734560711251106,76.0,0.15,0.0,95.0,1.0,1.0,71.0,4.0,3.12765957446809,0.0,1.0,0.0,0.69479090242113,0.5,1.0,0.571064933911918,0.4289350660880819,1
409,0,4.0,6.0,1.0,17.0,0.0,0.0,2.0,3.0,0.29052642454917077,19.0,44.0,0.10705209104344253,0.0,94.0,1.0,2.623162013012916,13.0,2.0,4.6140350877193,0.0,1.0,0.0,0.7992359409785168,0.5,1.0,0.531405834752821,0.46859416524717895,4
445,0,11.0,10.0,1.0,8.0,2.0,1.0,2.0,1.0,0.0,26.0,30.0,0.18,0.0,92.0,1.0,0.0,5.779458117322065,3.0,4.6078431372549,0.0,1.0,0.0,0.784440842787682,0.0,0.0,0.5115342797483646,0.4884657202516354,1
523,0,2.0,0.0,1.0,2.0,1.0,1.0,3.0,10.0,29.0,37.0,39.0,0.14,0.0,93.0,1.0,2.623162013012916,42.0,2.0,4.25714285714286,0.0,0.3735217635403387,0.0,0.417142857142857,0.666666666666667,1.0,0.5552494728215709,0.44475052717842906,2
739,0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,5.0,1.273456071590772,37.0,0.13,0.0,85.0,2.0,0.0,24.0,2.0,2.83720930232558,1.0,1.0,0.0,0.460820895522388,1.0,1.0,0.6517728051073297,0.34822719489267023,1
745,0,0.0,4.0,1.0,1.0,0.0,1.0,2.0,5.0,2.0,0.5197529909200966,26.0,0.16,0.0,83.0,1.0,1.0,21.0,2.0,4.59375,0.0,0.3735217635403387,0.0,0.647584973166369,1.0,1.0,0.5393090014053618,0.46069099859463825,2
746,0,5.0,1.0,1.0,5.0,0.0,1.0,2.0,4.0,10.0,0.3313272205996327,78.0,0.15,0.0,96.0,1.0,0.0,41.0,4.0,2.95744680851064,0.0,1.0,0.0,0.659197012138189,0.666666666666667,2.0,0.6050147887323849,0.39498521126761504,1
789,0,3.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,7.0,1.273456071590772,25.0,0.12,0.0,92.0,1.0,1.0,25.0,2.0,2.6,0.0,0.0,0.0,0.706744868035191,1.0,0.0,0.5016586795045066,0.49834132049549346,1
790,0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.331327220890671,22.0,0.12,0.0,80.0,1.0,1.0,12.0,2.0,2.19230769230769,0.0,0.0,0.0,0.501930501930502,1.0,0.0,0.6084710894991637,0.39152891050083627,1
791,0,1.0,2.0,1.0,6.0,0.0,0.0,2.0,1.0,4.0,1.273456071590772,28.0,0.23,0.0,92.0,2.0,0.0,24.0,2.0,2.4,0.0,0.0,0.0,0.538659793814433,0.0,0.0,0.5520205238640551,0.4479794761359449,1
793,0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,4.0,1.2734560716198757,17.0,0.10705209103575905,0.0,77.0,2.0,0.0,18.0,2.0,4.54545454545455,0.0,0.0,0.0,0.580555555555556,1.0,0.0,0.5957721593054716,0.40422784069452844,2
838,0,8.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,1.4618818416493014,22.0,0.35,1.0,78.0,1.0,1.0,14.0,2.0,6.46666666666667,2.0,1.0,0.0,0.677570093457944,1.0,2.0,0.5152264070850898,0.48477359291491023,1
855,0,2.0,3.0,1.0,1.0,0.0,0.0,3.0,4.0,0.29052642453461885,33.0,50.0,0.10705209104344249,0.0,93.0,1.0,2.623162013129331,16.0,1.5215348650235683,2.76785714285714,0.0,1.0,0.0,0.463030303030303,0.0,2.0,0.5619417724289221,0.43805822757107793,5
857,0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0462735914625227,2.0,0.33132722074515186,35.0,0.1,1.0,90.0,2.0,0.0,18.0,2.0,2.875,0.0,1.0,0.0,0.584040747028862,1.0,4.0,0.5305563601487872,0.46944363985121285,2
