test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
210,0,0.0,0.0,1.0,0.0,0.0,0.0,43.0,1.0,0.0,3.0,0.67,0.0,10.0,60.0,2.0,0.0,10.0,2.0,3.4,1.0,2.9,1.0,1.0,0.416666666666667,0.0,1.0,1.0,0.0,3.0,3.0,0.831982,0.16801797,1
210,1,0.0,0.0,1.0,0.0,0.0,0.0,43.0,1.0,0.0,3.0,0.67,0.0,3.0,60.0,2.0,0.0,12.0,2.0,3.4,1.0,2.9,1.0,1.0,0.416666666666667,0.0,1.0,1.0,0.0,3.0,3.0,0.84169126,0.15830877,1
210,2,0.0,0.0,1.0,0.0,0.0,0.0,43.0,1.0,0.0,3.0,0.67,0.0,3.0,60.0,2.0,0.0,5.0,2.0,3.4,1.0,2.7,1.0,1.0,0.416666666666667,0.0,1.0,1.0,0.0,3.0,3.0,0.99727803,0.0027219483,3
210,3,0.0,0.0,1.0,0.0,0.0,0.0,43.0,1.0,0.0,3.0,1.0,0.0,3.0,60.0,2.0,0.0,5.0,2.0,3.4,1.0,2.7,1.0,1.0,0.416666666666667,0.0,1.0,1.0,0.0,3.0,3.0,0.99892664,0.0010733698,4
210,4,0.0,0.0,1.0,0.0,0.0,0.0,43.0,1.0,0.0,3.0,1.0,0.0,3.0,60.0,2.0,0.0,5.0,2.0,3.4,1.0,2.7,1.0,1.0,0.416666666666667,0.0,1.0,1.0,0.0,3.0,0.0,0.9992837,0.0007163119,5
210,5,0.0,0.0,1.0,0.0,0.0,0.0,43.0,1.0,0.0,3.0,0.2,0.0,3.0,60.0,2.0,0.0,5.0,2.0,3.4,1.0,2.7,1.0,1.0,0.416666666666667,0.0,1.0,1.0,0.0,3.0,0.0,0.99957776,0.00042221055,5
210,6,0.0,0.0,1.0,0.0,0.0,0.0,43.0,1.0,0.0,3.0,0.2,0.0,1.0,60.0,2.0,0.0,5.0,2.0,3.4,1.0,2.7,1.0,1.0,0.416666666666667,0.0,1.0,1.0,0.0,3.0,0.0,0.99961364,0.00038635134,5
210,7,0.0,0.0,1.0,0.0,0.0,0.0,43.0,1.0,0.0,3.0,0.67,0.0,10.0,60.0,2.0,0.0,12.0,2.0,3.4,1.0,2.7,1.0,1.0,0.416666666666667,0.0,1.0,1.0,0.0,3.0,3.0,0.5638515,0.4361485,1
210,8,0.0,0.0,1.0,0.0,0.0,0.0,43.0,1.0,0.0,3.0,0.67,0.0,1.0,60.0,2.0,0.0,12.0,2.0,3.4,1.0,20.0,1.0,1.0,0.416666666666667,0.0,1.0,1.0,0.0,3.0,3.0,0.9939148,0.0060852463,2
210,9,0.0,0.0,1.0,0.0,0.0,0.0,43.0,1.0,0.0,3.0,0.67,0.0,10.0,0.0,2.0,0.0,12.0,2.0,3.4,1.0,2.9,1.0,1.0,0.416666666666667,0.0,1.0,1.0,0.0,3.0,3.0,0.53169477,0.4683052,1
