test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,MINOR_COMMIT,MAJOR_LINE,proba0,proba1
10,0,20.0,61.0,16.0,0.0,1.0,3.0,194.0,1.0,66.0,404.0,3.0,0.99,394.0,21.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,2.0,0.4,0.0,88.0,0.914331465172138,0.0,2.0,0.51,0.49
10,1,78.0,61.0,16.0,0.0,1.0,3.0,194.0,1.0,66.0,404.0,3.0,0.99,394.0,21.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,18.0,0.4,0.0,88.0,0.914331465172138,0.0,2.0,0.51,0.49
10,2,78.0,61.0,16.0,0.0,1.0,3.0,194.0,1.0,66.0,404.0,3.0,0.99,394.0,21.0,1.0,0.0,0.0,4.0,4.52173913043478,0.0,18.0,0.4,0.0,88.0,0.914331465172138,0.0,2.0,0.51,0.49
10,3,53.0,44.0,9.0,272.0,63.0,227.0,542.0,13.0,34.0,13.0,15.0,22.93,5.0,89.0,1.0,112.0,0.0,6.0,4.52173913043478,169.0,1.0,4.2,4.0,88.0,0.914331465172138,0.0,2.0,0.53,0.47
10,4,78.0,61.0,16.0,0.0,1.0,3.0,194.0,1.0,66.0,404.0,3.0,0.99,394.0,21.0,1.0,0.0,0.0,4.0,4.52173913043478,0.0,18.0,0.4,0.0,88.0,0.914331465172138,4.0,2.0,0.51,0.49
10,5,53.0,44.0,9.0,272.0,63.0,227.0,542.0,13.0,34.0,13.0,15.0,22.93,5.0,89.0,1.0,112.0,0.0,6.0,4.52173913043478,169.0,1.0,4.2,4.0,3115.0,0.914331465172138,0.0,2.0,0.52,0.48
1955,0,136.0,0.0,1.0,266.0,1.0,3.0,40.0,1.0,26.0,18.0,26.0,19.33,1.0,97.0,1.0,0.0,3.0,1.0,4.54054054054054,1.0,0.0,3.6,0.0,1604.0,0.929274292742927,5.0,0.0,0.52,0.48
16,0,25.0,3.0,1.0,282.0,0.0,5.0,186.0,1.0,24.0,933.0,19.0,6.2,588.0,3.0,0.0,111.0,10.0,2.0,6.46428571428571,25.0,6.0,1.1,0.0,17534.0,0.429503916449086,3.0,1.0,0.52,0.48
16,1,109.0,1.0,1.0,235.0,0.0,5.0,186.0,1.0,31.0,245.0,19.0,27.26,300.0,76.0,0.0,89.0,10.0,2.0,315.8,29.0,4.0,1.4,2.0,245.0,1.0,0.0,0.0,0.51,0.49
1956,0,1.0,0.0,1.0,0.0,0.0,12.0,107.0,1.0,0.0,4.0,4.0,21.99,0.0,75.0,2.0,0.0,6.0,1.0,5.0,94.0,2.0,1.42857142857143,1.0,15042.0,0.938388625592417,5.0,4.0,0.54,0.46
1956,1,1.0,0.0,1.0,114.0,0.0,160.0,107.0,1.0,0.0,4.0,4.0,18.45,0.0,40.0,2.0,0.0,6.0,1.0,5.0,1.0,2.0,1.42857142857143,1.0,244.0,0.8,0.0,4.0,0.55,0.45
1956,2,1.0,0.0,1.0,227.0,84.0,12.0,107.0,1.0,0.0,4.0,4.0,27.64,0.0,40.0,2.0,0.0,6.0,1.0,5.0,1.0,2.0,1.42857142857143,1.0,244.0,0.938388625592417,0.0,2.0,0.52,0.48
1956,3,1.0,0.0,1.0,0.0,0.0,12.0,107.0,1.0,0.0,4.0,4.0,14.49,0.0,40.0,2.0,0.0,6.0,1.0,5.0,1.0,2.0,2.7,1.0,15548.0,0.938388625592417,0.0,4.0,0.52,0.48
1956,4,1.0,0.0,1.0,0.0,0.0,12.0,107.0,9.0,0.0,4.0,4.0,11.52,0.0,2.0,2.0,0.0,6.0,1.0,5.0,131.0,2.0,1.42857142857143,1.0,9819.0,0.938388625592417,0.0,4.0,0.51,0.49
1956,5,1.0,0.0,1.0,0.0,0.0,12.0,107.0,1.0,0.0,4.0,4.0,26.34,0.0,40.0,2.0,0.0,6.0,3.0,5.0,1.0,2.0,1.42857142857143,1.0,244.0,1.0,0.0,4.0,0.52,0.48
1956,6,1.0,0.0,1.0,0.0,0.0,12.0,107.0,1.0,0.0,4.0,4.0,10.83,0.0,40.0,2.0,0.0,6.0,1.0,5.0,284.0,2.0,1.42857142857143,1.0,7937.0,0.6,0.0,4.0,0.52,0.48
1956,7,1.0,0.0,9.0,0.0,0.0,388.0,107.0,1.0,0.0,4.0,4.0,16.21,0.0,40.0,2.0,127.0,6.0,1.0,5.0,1.0,23.0,1.42857142857143,1.0,244.0,0.938388625592417,0.0,4.0,0.51,0.49
1956,8,1.0,0.0,1.0,18.0,0.0,12.0,107.0,1.0,0.0,4.0,82.0,1.26,0.0,40.0,2.0,0.0,6.0,1.0,5.0,1.0,2.0,1.42857142857143,1.0,244.0,0.8,0.0,0.0,0.53,0.47
1956,9,1.0,0.0,1.0,113.0,0.0,12.0,107.0,1.0,0.0,4.0,4.0,13.1,0.0,40.0,2.0,0.0,6.0,1.0,5.0,1.0,2.0,1.42857142857143,1.0,244.0,0.938388625592417,0.0,4.0,0.52,0.48
1956,10,1.0,0.0,1.0,237.0,0.0,12.0,107.0,1.0,0.0,506.0,4.0,7.52,0.0,40.0,2.0,0.0,6.0,1.0,5.0,1.0,2.0,1.4,1.0,244.0,0.938388625592417,0.0,4.0,0.54,0.46
1956,11,1.0,0.0,1.0,0.0,0.0,12.0,107.0,1.0,0.0,4.0,4.0,4.05,0.0,40.0,2.0,0.0,6.0,1.0,5.0,103.0,5.0,1.42857142857143,1.0,244.0,0.938388625592417,0.0,4.0,0.52,0.48
1956,12,1.0,0.0,1.0,0.0,0.0,12.0,107.0,1.0,0.0,4.0,4.0,20.3,0.0,40.0,2.0,0.0,6.0,1.0,5.0,155.0,2.0,1.42857142857143,1.0,244.0,0.8,0.0,4.0,0.52,0.48
