CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.3,0.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0
5.0,0.0,2.0,0.0,1.0,2.0,0.0,4.0,0.37,0.0,23.0,3.0,3.0,0.0,1.0,2.0,3.57,0.0,3.26,1.0,1.0,1.0,0.0,2.0,2.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.34,0.0,5.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.6,1.0,1.0,1.0,0.0,1.0,0.0,0
0.0,2.0,1.0,0.0,5.0,1.0,0.0,0.0,7.2,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,2.0,0.0,0
0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.9,0.0,8.0,2.0,2.0,2.0,1.0,1.0,9.25,2.0,2.38,1.0,1.0,0.0,0.0,4.0,1.0,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.75,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0
1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.12,0.0,1.0,1.0,1.0,0.0,3.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0
0.0,0.0,1.0,0.0,4.0,2.0,1.0,6.0,0.91,0.0,23.0,2.0,2.0,0.0,4.0,2.0,3.39,0.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0
0.0,14.0,1.0,0.0,10.0,1.0,0.0,0.0,8.95,0.0,14.0,1.0,1.0,4.0,2.0,1.0,3.07,1.0,0.79,0.0,1.0,1.0,0.0,3.0,3.0,0
0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.76,0.0,7.0,1.0,3.0,3.0,0.0,1.0,3.71,2.0,3.0,1.0,1.0,0.0,0.0,4.0,0.0,0
0.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,0.65,0.0,14.0,2.0,2.0,3.0,10.0,1.0,4.29,0.0,2.71,1.0,1.0,0.0,0.0,3.0,6.0,0
