CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.83,0.0,59.0,1.0,1.0,0.0,0.0,2.0,4.42,0.0,1.54,0.0,1.0,0.0,0.0,1.0,0.0,0
7.0,0.0,1.0,3.0,0.0,3.0,1.0,4.0,0.08,4.0,10.0,4.0,1.0,0.0,9.0,2.0,3.5,2.0,7.33,1.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.61,12.0,0.0,4.0,1.0,0.0,7.0,1.0,1.0,1.0,10.0,10.0,8.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.1,5.0,0.0,5.0,1.0,0.0,3.0,1.0,4.0,4.0,8.0,8.0,9.0,0.0,0.0,1.0,2.0,0
0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.48,0.0,8.0,2.0,2.0,0.0,0.0,1.0,2.5,0.0,2.12,1.0,1.0,1.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.56,0.0,6.0,2.0,1.0,0.0,0.0,2.0,1.17,0.0,3.67,1.0,1.0,1.0,0.0,2.0,1.0,0
0.0,3.0,1.0,0.0,4.0,1.0,0.0,0.0,5.83,0.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0
21.0,1.0,2.0,14.0,2.0,8.0,9.0,17.0,0.44,1.0,70.0,3.0,2.0,4.0,20.0,2.0,3.68,0.0,4.32,0.0,1.0,0.88,0.0,1.0,4.0,1
0.0,2.0,1.0,0.0,2.0,1.0,0.0,3.0,0.83,0.0,10.0,2.0,2.0,1.0,5.0,1.0,5.6,2.0,2.2,1.0,1.0,0.0,0.0,6.0,3.0,0
60.0,1.0,2.0,18.0,2.0,15.0,8.0,24.0,0.15,1.0,143.0,5.0,4.0,3.0,61.0,3.0,4.72,0.0,5.31,0.0,1.0,0.67,0.0,4.0,2.0,1
0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.31,0.0,11.0,2.0,2.0,0.0,1.0,1.0,2.09,1.0,3.36,0.0,1.0,0.0,0.0,2.0,1.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.42,0.0,7.0,2.0,2.0,0.0,1.0,1.0,3.71,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.61,0.0,10.0,1.0,1.0,0.0,0.0,2.0,1.4,1.0,1.7,1.0,1.0,0.0,0.0,2.0,2.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.5,2.0,1.5,1.0,1.0,0.0,0.0,2.0,1.0,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.25,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.91,0.0,4.0,1.0,1.0,3.0,2.0,1.0,2.75,1.0,2.0,1.0,1.0,0.0,0.0,4.0,0.0,0
0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,0.57,0.0,11.0,2.0,2.0,0.0,4.0,1.0,1.64,0.0,4.18,1.0,1.0,0.0,0.0,3.0,5.0,0
