CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
0.0,15.0,1.0,3.0,6.0,1.0,0.0,0.0,5.95,0.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.87,0.0,1.0,0.0,0.0,1.0,1.0,0
7.0,0.0,1.0,3.0,0.0,3.0,1.0,4.0,0.08,4.0,10.0,4.0,1.0,0.0,9.0,2.0,3.5,2.0,7.33,1.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,2.0,4.0,4.0,2.0,0.0,0.0,1.0,2.25,0.0,4.5,0.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.61,12.0,0.0,4.0,1.0,0.0,7.0,1.0,1.0,1.0,10.0,10.0,8.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.1,5.0,0.0,5.0,1.0,0.0,3.0,1.0,4.0,4.0,8.0,8.0,9.0,0.0,0.0,1.0,2.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.34,0.0,5.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.6,1.0,1.0,1.0,0.0,1.0,0.0,0
0.0,2.0,1.0,0.0,5.0,1.0,0.0,0.0,7.2,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,2.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.56,0.0,6.0,2.0,1.0,0.0,0.0,2.0,1.17,0.0,3.67,1.0,1.0,1.0,0.0,2.0,1.0,0
6.0,0.0,1.0,8.0,1.0,2.0,1.0,7.0,0.69,0.0,50.0,2.0,3.0,33.0,12.0,3.0,6.78,0.0,2.49,1.0,1.0,0.33,0.0,5.0,6.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.11,0.0,2.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0
21.0,1.0,2.0,14.0,2.0,8.0,9.0,17.0,0.44,1.0,70.0,3.0,2.0,4.0,20.0,2.0,3.68,0.0,4.32,0.0,1.0,0.88,0.0,1.0,4.0,1
2.0,0.0,1.0,1.0,4.0,8.0,17.0,12.0,0.75,0.0,67.0,2.0,3.0,4.0,14.0,2.0,3.42,0.0,3.36,1.0,1.0,1.0,0.0,4.0,7.0,0
0.0,1.0,1.0,0.0,1.0,2.0,0.0,6.0,0.43,0.0,11.0,2.0,1.0,0.0,1.0,2.0,3.36,0.0,3.55,1.0,1.0,0.0,0.0,3.0,5.0,0
1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.12,0.0,1.0,1.0,1.0,0.0,3.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0
0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.27,0.0,22.0,2.0,2.0,9.0,6.0,6.0,3.05,0.0,3.0,1.0,1.0,1.0,0.0,5.0,2.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.79,0.0,4.0,1.0,3.0,0.0,2.0,1.0,1.5,1.0,2.25,1.0,1.0,0.0,0.0,3.0,0.0,0
0.0,0.0,1.0,0.0,4.0,2.0,1.0,6.0,0.91,0.0,23.0,2.0,2.0,0.0,4.0,2.0,3.39,0.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0
60.0,1.0,2.0,18.0,2.0,15.0,8.0,24.0,0.15,1.0,143.0,5.0,4.0,3.0,61.0,3.0,4.72,0.0,5.31,0.0,1.0,0.67,0.0,4.0,2.0,1
0.0,5.0,1.0,0.0,2.0,2.0,1.0,0.0,1.55,0.0,7.0,2.0,1.0,1.0,7.0,1.0,10.0,2.0,1.86,0.0,1.0,0.5,0.0,5.0,1.0,0
0.0,17.0,1.0,0.0,9.0,1.0,0.0,0.0,9.19,0.0,17.0,1.0,0.0,1.0,2.0,0.0,7.06,0.0,0.88,0.0,1.0,0.0,0.0,3.0,1.0,0
0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,1.67,0.0,6.0,1.0,1.0,4.0,0.0,1.0,5.67,2.0,1.17,0.0,1.0,1.0,0.0,3.0,2.0,1
0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.19,0.0,5.0,1.0,3.0,0.0,0.0,1.0,2.4,1.0,3.2,1.0,1.0,0.0,0.0,2.0,1.0,0
3.0,0.0,2.0,0.0,3.0,2.0,2.0,6.0,0.46,0.0,24.0,3.0,2.0,0.0,7.0,2.0,3.84,1.0,3.32,1.0,1.0,1.0,0.0,4.0,2.0,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,1.25,1.0,1.75,1.0,1.0,0.0,0.0,2.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.81,0.0,5.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0
0.0,7.0,1.0,0.0,6.0,1.0,0.0,0.0,5.82,0.0,7.0,1.0,2.0,3.0,1.0,1.0,6.43,1.0,0.86,0.0,1.0,1.0,0.0,3.0,0.0,0
0.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,0.65,0.0,14.0,2.0,2.0,3.0,10.0,1.0,4.29,0.0,2.71,1.0,1.0,0.0,0.0,3.0,6.0,0
0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,4.33,0.0,1.0,1.0,0.0,10.0,0.0,0.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.96,0.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.33,1.0,1.0,1.0,0.0,3.0,1.0,0
0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.58,0.0,6.0,2.0,3.0,0.0,4.0,1.0,3.71,1.0,2.43,2.0,1.0,0.0,0.0,3.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.61,0.0,10.0,1.0,1.0,0.0,0.0,2.0,1.4,1.0,1.7,1.0,1.0,0.0,0.0,2.0,2.0,0
0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0,3.25,1.0,0.75,0.0,1.0,0.0,0.0,3.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.5,2.0,1.5,1.0,1.0,0.0,0.0,2.0,1.0,0
0.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,0.77,0.0,2.0,1.0,3.0,0.0,2.0,1.0,3.33,3.0,4.0,4.0,1.0,0.0,0.0,2.0,0.0,0
0.0,4.0,1.0,0.0,7.0,1.0,0.0,0.0,4.4,0.0,6.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.33,0.0,1.0,0.0,0.0,3.0,1.0,0
2.0,0.0,2.0,0.0,5.0,1.0,0.0,2.0,1.26,0.0,6.0,2.0,1.0,0.0,7.0,2.0,3.33,2.0,3.67,2.0,1.0,0.0,0.0,3.0,2.0,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.2,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.2,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.25,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0
0.0,0.0,2.0,1.0,2.0,1.0,2.0,9.0,0.44,0.0,16.0,2.0,1.0,0.0,1.0,2.0,3.12,1.0,1.69,1.0,1.0,0.0,0.0,3.0,0.0,0
0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.56,0.0,12.0,1.0,2.0,1.0,4.0,2.0,2.5,0.0,5.67,1.0,1.0,0.0,0.0,2.0,0.0,0
0.0,0.0,1.0,1.0,0.0,5.0,1.0,8.0,0.21,0.0,19.0,1.0,3.0,2.0,7.0,2.0,2.16,0.0,3.05,0.0,1.0,0.0,0.0,2.0,0.0,0
0.0,0.0,1.0,34.0,4.0,1.0,0.0,4.0,0.73,0.0,7.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.29,0.0,1.0,0.0,0.0,2.0,0.0,0
0.0,0.0,1.0,8.0,0.0,1.0,2.0,1.0,0.71,0.0,2.0,2.0,2.0,0.0,5.0,1.0,5.6,3.0,4.4,2.0,1.0,0.0,0.0,3.0,0.0,0
0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,1.48,0.0,0.0,1.0,1.0,0.0,3.0,1.0,4.0,2.0,3.8,2.0,1.0,0.0,0.0,2.0,1.0,0
0.0,6.0,1.0,0.0,4.0,1.0,0.0,0.0,4.09,0.0,6.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,1.0,0.5,0.0,2.0,0.0,0
2.0,0.0,1.0,9.0,4.0,3.0,17.0,10.0,0.61,0.0,54.0,2.0,3.0,1.0,8.0,2.0,3.79,0.0,3.37,0.0,1.0,0.8,0.0,2.0,1.0,0
0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.39,0.0,5.0,2.0,2.0,0.0,1.0,1.0,1.5,0.0,3.0,2.0,1.0,0.0,0.0,3.0,0.0,0
3.0,0.0,2.0,1.0,4.0,4.0,1.0,7.0,0.56,0.0,22.0,2.0,1.0,0.0,7.0,2.0,3.39,1.0,4.65,1.0,1.0,1.0,0.0,4.0,3.0,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.86,0.0,2.0,2.0,2.0,0.0,3.0,1.0,2.25,2.0,3.5,2.0,1.0,0.0,0.0,2.0,2.0,0
0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.5,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.43,0.0,13.0,1.0,1.0,0.0,0.0,1.0,5.46,1.0,1.38,1.0,1.0,0.0,0.0,2.0,1.0,0
0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.21,0.0,7.0,3.0,1.0,0.0,3.0,1.0,2.57,0.0,6.14,2.0,1.0,0.0,0.0,2.0,1.0,0
1.0,7.0,1.0,3.0,2.0,21.0,3.0,10.0,0.5,0.0,42.0,2.0,4.0,3.0,16.0,2.0,2.21,0.0,2.45,0.0,1.0,0.0,0.0,1.0,1.0,0
