CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.84,1.0,5.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,2.8,2.0,1.0,0.0,0.0,1.0,0.0,0
1.0,0.0,1.0,2.0,0.0,1.0,3.0,1.0,0.19,0.0,12.0,3.0,1.0,6.0,2.0,1.0,4.67,1.0,3.58,0.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.48,0.0,8.0,2.0,2.0,0.0,0.0,1.0,2.5,0.0,2.12,1.0,1.0,1.0,0.0,1.0,0.0,0
0.0,1.0,1.0,16.0,1.0,2.0,7.0,1.0,0.19,0.0,16.0,3.0,1.0,1.0,9.0,2.0,6.4,1.0,5.5,1.0,1.0,1.0,0.0,1.0,5.0,0
0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.27,0.0,22.0,2.0,2.0,9.0,6.0,6.0,3.05,0.0,3.0,1.0,1.0,1.0,0.0,5.0,2.0,0
0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.76,0.0,7.0,1.0,3.0,3.0,0.0,1.0,3.71,2.0,3.0,1.0,1.0,0.0,0.0,4.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.53,0.0,4.0,1.0,3.0,0.0,0.0,1.0,0.75,0.0,1.75,1.0,1.0,0.0,0.0,2.0,0.0,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,1.25,1.0,1.75,1.0,1.0,0.0,0.0,2.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.5,0.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.42,0.0,7.0,2.0,2.0,0.0,1.0,1.0,3.71,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0
0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.58,0.0,6.0,2.0,3.0,0.0,4.0,1.0,3.71,1.0,2.43,2.0,1.0,0.0,0.0,3.0,0.0,0
0.0,0.0,1.0,0.0,7.0,1.0,2.0,2.0,1.12,0.0,13.0,2.0,2.0,1.0,5.0,1.0,2.77,1.0,4.15,1.0,1.0,0.0,0.0,2.0,1.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.67,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,7.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.25,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0
0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.86,0.0,2.0,1.0,0.0,3.0,1.0,0.0,4.5,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0
0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.56,0.0,12.0,1.0,2.0,1.0,4.0,2.0,2.5,0.0,5.67,1.0,1.0,0.0,0.0,2.0,0.0,0
11.0,1.0,1.0,0.0,4.0,1.0,0.0,13.0,0.31,2.0,7.0,4.0,1.0,0.0,7.0,1.0,4.86,1.0,7.57,1.0,1.0,0.5,0.0,6.0,5.0,0
8.0,1.0,1.0,2.0,3.0,4.0,1.0,15.0,0.56,0.0,34.0,2.0,2.0,1.0,3.0,2.0,3.49,1.0,3.54,1.0,1.0,1.0,0.0,1.0,1.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.5,0.0,2.0,1.0,1.0,0.0,2.0,2.0,4.0,3.0,2.5,2.0,1.0,0.0,0.0,3.0,0.0,0
0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,1.48,0.0,0.0,1.0,1.0,0.0,3.0,1.0,4.0,2.0,3.8,2.0,1.0,0.0,0.0,2.0,1.0,0
0.0,6.0,1.0,0.0,4.0,1.0,0.0,0.0,4.09,0.0,6.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,1.0,0.5,0.0,2.0,0.0,0
0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.39,0.0,5.0,2.0,2.0,0.0,1.0,1.0,1.5,0.0,3.0,2.0,1.0,0.0,0.0,3.0,0.0,0
