CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.84,1.0,5.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,2.8,2.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,2.0,4.0,4.0,2.0,0.0,0.0,1.0,2.25,0.0,4.5,0.0,1.0,0.0,0.0,1.0,0.0,0
0.0,2.0,1.0,0.0,5.0,1.0,0.0,0.0,7.2,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,2.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.85,0.0,6.0,1.0,1.0,27.0,3.0,2.0,10.67,0.0,2.5,1.0,1.0,0.67,0.0,3.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.41,0.0,11.0,1.0,2.0,11.0,2.0,1.0,9.18,1.0,1.82,1.0,1.0,0.0,0.0,4.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.79,0.0,4.0,1.0,3.0,0.0,2.0,1.0,1.5,1.0,2.25,1.0,1.0,0.0,0.0,3.0,0.0,0
0.0,17.0,1.0,0.0,9.0,1.0,0.0,0.0,9.19,0.0,17.0,1.0,0.0,1.0,2.0,0.0,7.06,0.0,0.88,0.0,1.0,0.0,0.0,3.0,1.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.3,0.0,2.0,1.0,2.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0
0.0,0.0,1.0,4.0,16.0,1.0,2.0,8.0,1.27,2.0,5.0,5.0,2.0,2.0,1.0,2.0,5.0,0.0,9.2,4.0,1.0,0.0,0.0,1.0,4.0,0
0.0,4.0,1.0,0.0,7.0,1.0,0.0,0.0,4.4,0.0,6.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.33,0.0,1.0,0.0,0.0,3.0,1.0,0
0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,33.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.19,0.0,3.0,1.0,2.0,0.0,3.0,1.0,1.67,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.25,0.0,11.0,2.0,2.0,0.0,5.0,3.0,1.58,0.0,3.08,1.0,1.0,1.0,0.0,1.0,0.0,0
2.0,0.0,1.0,0.0,2.0,1.0,4.0,5.0,0.36,0.0,24.0,3.0,2.0,0.0,1.0,1.0,4.08,1.0,4.38,0.0,1.0,0.0,0.0,3.0,0.0,0
0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.86,0.0,2.0,2.0,2.0,0.0,3.0,1.0,2.25,2.0,3.5,2.0,1.0,0.0,0.0,2.0,2.0,0
0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.5,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.43,0.0,13.0,1.0,1.0,0.0,0.0,1.0,5.46,1.0,1.38,1.0,1.0,0.0,0.0,2.0,1.0,0
1.0,7.0,1.0,3.0,2.0,21.0,3.0,10.0,0.5,0.0,42.0,2.0,4.0,3.0,16.0,2.0,2.21,0.0,2.45,0.0,1.0,0.0,0.0,1.0,1.0,0
0.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,5.2,0.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0
1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.63,0.0,6.0,1.0,1.0,4.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0
1.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.35,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.75,0.0,5.75,1.0,1.0,0.0,0.0,2.0,1.0,0
1.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,0.32,0.0,19.0,2.0,2.0,0.0,1.0,2.0,1.79,0.0,2.05,1.0,1.0,1.0,0.0,4.0,0.0,0
1.0,0.0,1.0,0.0,5.0,3.0,0.0,14.0,0.49,0.0,15.0,3.0,2.0,0.0,5.0,2.0,2.27,0.0,4.4,0.0,1.0,0.0,0.0,2.0,3.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,220.0,1.0,1.0,10.0,1.0,2.0,2.93,0.0,0.98,0.0,1.0,0.0,0.0,1.0,2.0,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.4,0.0,11.0,2.0,2.0,6.0,2.0,1.0,5.09,0.0,2.09,1.0,1.0,0.0,0.0,3.0,2.0,0
0.0,0.0,1.0,8.0,1.0,1.0,0.0,6.0,0.5,0.0,15.0,2.0,2.0,0.0,2.0,1.0,4.12,2.0,1.25,1.0,1.0,1.0,0.0,3.0,2.0,0
4.0,0.0,1.0,3.0,1.0,2.0,3.0,29.0,0.31,0.0,99.0,2.0,3.0,4.0,20.0,2.0,8.8,1.0,3.92,1.0,1.0,0.33,0.0,3.0,6.0,1
0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.39,0.0,10.0,1.0,1.0,0.0,3.0,2.0,1.5,0.0,1.3,1.0,1.0,1.0,0.0,3.0,0.0,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.28,0.0,12.0,2.0,3.0,0.0,3.0,1.0,2.77,0.0,2.69,1.0,1.0,0.0,0.0,3.0,1.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.54,0.0,9.0,1.0,3.0,0.0,7.0,1.0,3.33,0.0,1.56,1.0,1.0,0.0,0.0,2.0,1.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.33,0.0,13.0,1.0,3.0,0.0,4.0,1.0,2.85,1.0,2.54,1.0,1.0,0.0,0.0,3.0,2.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.45,0.0,9.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,2.67,1.0,1.0,0.0,0.0,3.0,1.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.77,0.0,6.0,1.0,3.0,0.0,3.0,1.0,2.17,1.0,2.0,1.0,1.0,0.0,0.0,3.0,2.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.29,0.0,14.0,1.0,3.0,1.0,2.0,1.0,4.36,1.0,2.79,1.0,1.0,0.0,0.0,3.0,1.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,0.3,0.0,15.0,1.0,2.0,0.0,1.0,1.0,5.33,1.0,1.6,1.0,1.0,0.0,0.0,1.0,2.0,0
0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,4.0,1.0,4.0,0.0,3.0,1.0,4.75,1.0,2.0,1.0,1.0,1.0,0.0,3.0,2.0,0
0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.28,0.0,12.0,2.0,2.0,0.0,4.0,2.0,2.25,1.0,3.92,1.0,1.0,1.0,0.0,1.0,0.0,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.4,0.0,1.0,1.0,1.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0
0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,1.29,0.0,3.0,2.0,3.0,0.0,2.0,1.0,2.67,2.0,2.67,1.0,1.0,0.0,0.0,1.0,2.0,0
22.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.06,0.0,31.0,3.0,3.0,0.0,16.0,1.0,3.42,1.0,5.48,1.0,1.0,1.0,0.0,3.0,1.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.09,1.0,2.0,2.0,1.0,0.0,0.0,2.0,2.5,2.0,3.0,1.0,1.0,0.0,0.0,4.0,0.0,0
0.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,18.0,1.0,2.0,4.0,0.0,1.0,0.22,0.0,0.94,0.0,1.0,0.0,0.0,3.0,0.0,0
0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.75,0.0,1.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0
0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.46,0.0,10.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0
0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,0.45,0.0,7.0,2.0,2.0,0.0,3.0,2.0,3.71,1.0,4.14,2.0,1.0,0.0,0.0,1.0,1.0,0
0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.16,0.0,20.0,1.0,1.0,0.0,1.0,2.0,4.75,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0
