CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
1.0,0.0,1.0,2.0,0.0,1.0,3.0,1.0,0.19,0.0,12.0,3.0,1.0,6.0,2.0,1.0,4.67,1.0,3.58,0.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.56,0.0,6.0,2.0,1.0,0.0,0.0,2.0,1.17,0.0,3.67,1.0,1.0,1.0,0.0,2.0,1.0,0
2.0,0.0,1.0,1.0,4.0,8.0,17.0,12.0,0.75,0.0,67.0,2.0,3.0,4.0,14.0,2.0,3.42,0.0,3.36,1.0,1.0,1.0,0.0,4.0,7.0,0
9.0,0.0,1.0,1.0,3.0,6.0,1.0,5.0,0.55,0.0,50.0,2.0,2.0,0.0,10.0,2.0,3.94,1.0,3.49,1.0,1.0,1.0,0.0,4.0,8.0,0
1.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,0.28,0.0,23.0,2.0,2.0,8.0,5.0,2.0,5.19,0.0,3.15,1.0,1.0,0.5,0.0,3.0,4.0,0
0.0,17.0,1.0,0.0,9.0,1.0,0.0,0.0,9.19,0.0,17.0,1.0,0.0,1.0,2.0,0.0,7.06,0.0,0.88,0.0,1.0,0.0,0.0,3.0,1.0,0
0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.19,0.0,5.0,1.0,3.0,0.0,0.0,1.0,2.4,1.0,3.2,1.0,1.0,0.0,0.0,2.0,1.0,0
0.0,2.0,1.0,0.0,8.0,1.0,0.0,0.0,7.8,0.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.5,0.0,1.0,0.0,0.0,1.0,2.0,0
0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.58,0.0,6.0,2.0,3.0,0.0,4.0,1.0,3.71,1.0,2.43,2.0,1.0,0.0,0.0,3.0,0.0,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.25,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.67,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,0.91,0.0,7.0,1.0,1.0,0.0,1.0,2.0,1.71,1.0,1.71,1.0,1.0,0.0,0.0,2.0,0.0,0
1.0,0.0,1.0,14.0,1.0,2.0,0.0,3.0,0.14,3.0,4.0,5.0,3.0,0.0,2.0,1.0,6.6,2.0,8.8,3.0,1.0,0.0,0.0,1.0,1.0,0
0.0,0.0,1.0,0.0,0.0,2.0,4.0,5.0,0.19,1.0,17.0,2.0,2.0,0.0,1.0,1.0,3.24,0.0,3.94,1.0,1.0,0.0,0.0,1.0,1.0,0
0.0,0.0,1.0,8.0,0.0,1.0,2.0,1.0,0.71,0.0,2.0,2.0,2.0,0.0,5.0,1.0,5.6,3.0,4.4,2.0,1.0,0.0,0.0,3.0,0.0,0
0.0,0.0,1.0,9.0,0.0,10.0,0.0,10.0,0.12,0.0,62.0,2.0,3.0,6.0,9.0,2.0,2.9,0.0,2.98,1.0,1.0,1.0,0.0,1.0,0.0,0
0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.45,0.0,5.0,2.0,1.0,0.0,1.0,2.0,2.2,1.0,3.2,1.0,1.0,0.0,0.0,3.0,1.0,0
0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.23,0.0,13.0,1.0,4.0,1.0,5.0,2.0,2.23,0.0,3.38,2.0,1.0,0.0,0.0,2.0,1.0,0
