test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
799,0,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,3.0,6.0,1.07,0.0,50.0,2.0,0.0,9.0,1.0,2.83333333333333,1.0,3.0,1.0,0.7,1.0,0.0,2.0,0.0,0.7574026500955316,0.24259734990446838,1
799,1,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,3.0,6.0,1.07,0.0,50.0,5.0,0.0,9.0,1.0,2.83333333333333,1.0,3.0,1.0,0.7,0.75,0.0,2.0,0.0,0.8601684548591195,0.13983154514088053,1
799,2,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,3.0,6.0,0.82,0.0,50.0,2.0,0.0,9.0,1.0,2.83333333333333,1.0,3.0,1.0,0.7,0.75,0.0,2.0,0.0,0.5440505735311119,0.45594942646888814,1
799,3,0.0,0.0,1.0,2.0,0.0,57.0,2.0,0.0,3.0,6.0,1.07,0.0,50.0,2.0,0.0,9.0,1.0,2.83333333333333,1.0,3.0,1.0,0.7,0.75,0.0,2.0,0.0,0.6942920614891774,0.3057079385108225,1
799,4,0.0,0.0,1.0,2.0,0.0,57.0,2.0,0.0,3.0,6.0,12.57,0.0,50.0,5.0,0.0,9.0,1.0,4.9,1.0,3.0,1.0,0.7,0.0,0.0,2.0,0.0,0.9999695804912629,3.041950873705022e-05,5
799,5,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,3.0,6.0,1.07,0.0,50.0,2.0,0.0,42.0,1.0,2.83333333333333,1.0,3.0,1.0,0.7,0.0,0.0,2.0,0.0,0.9996187046051868,0.00038129539481319107,2
799,6,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,3.0,6.0,1.07,0.0,50.0,2.0,0.0,9.0,1.0,2.83333333333333,1.0,3.0,1.0,0.7,0.75,0.0,1.0,0.0,0.572248086760669,0.427751913239331,1
799,7,0.0,0.0,1.0,2.0,0.0,57.0,2.0,0.0,3.0,6.0,1.07,0.0,50.0,2.0,0.0,42.0,1.0,2.83333333333333,1.0,3.0,1.0,0.7,0.0,0.0,1.0,0.0,0.9999040884379737,9.591156202627434e-05,4
799,8,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,3.0,6.0,12.57,0.0,50.0,2.0,0.0,9.0,1.0,2.83333333333333,1.0,3.0,1.0,0.7,0.0,0.0,2.0,0.0,0.9996897158049716,0.0003102841950284591,2
799,9,0.0,0.0,1.0,2.0,0.0,4.0,2.0,2.0,3.0,6.0,12.57,0.0,50.0,2.0,0.0,9.0,1.0,2.83333333333333,1.0,3.0,1.0,0.7,0.0,0.0,2.0,0.0,0.9998173618334095,0.00018263816659053043,3
799,10,0.0,0.0,1.0,2.0,0.0,4.0,2.0,2.0,3.0,6.0,12.57,0.0,50.0,2.0,0.0,9.0,1.0,2.83333333333333,1.0,3.0,1.0,0.7,0.0,0.0,1.0,0.0,0.9998807873517418,0.0001192126482582433,4
799,11,0.0,0.0,1.0,2.0,0.0,4.0,2.0,2.0,3.0,6.0,12.57,0.0,50.0,2.0,0.0,9.0,1.0,2.83333333333333,0.0,3.0,1.0,0.7,0.0,0.0,1.0,0.0,0.9999058904058575,9.410959414247932e-05,5
799,12,0.0,0.0,1.0,2.0,0.0,4.0,2.0,2.0,3.0,6.0,0.82,0.0,50.0,2.0,0.0,9.0,1.0,2.83333333333333,0.0,3.0,1.0,0.7,0.0,0.0,1.0,0.0,0.9999218976791528,7.810232084718745e-05,5
799,13,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,3.0,6.0,1.07,0.0,50.0,2.0,0.0,9.0,1.0,2.83333333333333,1.0,3.0,1.0,0.7,0.0,0.0,1.0,0.0,0.9995514483921832,0.0004485516078167369,2
799,14,0.0,0.0,1.0,2.0,0.0,57.0,2.0,0.0,3.0,6.0,1.07,0.0,50.0,2.0,0.0,9.0,1.0,2.83333333333333,1.0,3.0,1.0,0.7,0.0,0.0,1.0,0.0,0.9997983763958319,0.00020162360416809864,3
799,15,0.0,0.0,1.0,2.0,0.0,57.0,2.0,0.0,3.0,6.0,1.07,0.0,50.0,2.0,0.0,9.0,1.0,4.9,1.0,3.0,1.0,0.7,0.0,0.0,1.0,0.0,0.9998649636685899,0.0001350363314100761,4
799,16,0.0,0.0,1.0,2.0,0.0,57.0,2.0,2.0,3.0,6.0,1.07,0.0,50.0,2.0,0.0,9.0,1.0,4.9,1.0,3.0,1.0,0.7,0.0,0.0,1.0,0.0,0.9998911157687528,0.0001088842312472295,5
799,17,0.0,0.0,1.0,2.0,0.0,57.0,2.0,0.0,3.0,6.0,1.07,0.0,50.0,5.0,0.0,9.0,1.0,2.83333333333333,1.0,3.0,1.0,0.7,0.75,0.0,2.0,0.0,0.9741226329956726,0.02587736700432743,2
799,18,0.0,0.0,1.0,2.0,0.0,57.0,2.0,2.0,3.0,6.0,1.07,0.0,50.0,5.0,0.0,9.0,1.0,2.83333333333333,1.0,3.0,1.0,0.7,0.75,0.0,2.0,0.0,0.989948661601273,0.010051338398727004,3
4,0,1.0,0.0,4.0,6.0,0.0,5.0,1.0,0.0,10.0,7.0,0.63,2.0,80.0,4.0,0.0,4.0,1.0,4.125,1.0,1.0,1.0,2.1,0.0,0.0,4.0,3.0,0.9996122896154315,0.00038771038456853184,1
4,1,1.0,0.0,4.0,6.0,0.0,5.0,1.0,2.0,10.0,7.0,0.63,2.0,80.0,4.0,0.0,4.0,1.0,4.125,1.0,1.0,1.0,2.1,0.375,0.0,4.0,3.0,0.7855441768379666,0.2144558231620334,1
4,2,1.0,0.0,4.0,6.0,0.0,5.0,1.0,0.0,10.0,7.0,0.63,2.0,80.0,4.0,0.0,4.0,1.0,4.125,2.0,1.0,1.0,2.1,0.375,0.0,4.0,3.0,0.5472363698911034,0.4527636301088966,1
4,3,1.0,0.0,4.0,6.0,0.0,57.0,1.0,0.0,10.0,7.0,0.63,2.0,80.0,4.0,0.0,4.0,1.0,4.125,1.0,1.0,1.0,2.1,0.375,0.0,4.0,3.0,0.6709041877617945,0.32909581223820555,1
4,4,1.0,0.0,4.0,6.0,0.0,57.0,1.0,2.0,10.0,7.0,1.89,2.0,80.0,4.0,0.0,4.0,1.0,4.125,3.0,1.0,1.0,2.1,0.0,0.0,4.0,3.0,0.9999394739998476,6.052600015238735e-05,5
4,5,1.0,0.0,4.0,6.0,0.0,5.0,1.0,2.0,0.0,7.0,0.63,2.0,80.0,4.0,0.0,4.0,1.0,4.125,1.0,1.0,1.0,2.1,0.0,0.0,4.0,3.0,0.9999225478082394,7.745219176054984e-05,3
4,6,1.0,0.0,4.0,6.0,0.0,5.0,1.0,2.0,0.0,7.0,0.63,2.0,80.0,4.0,0.0,4.0,1.0,4.125,3.0,1.0,1.0,2.1,0.0,0.0,4.0,3.0,0.9999618443950103,3.815560498966457e-05,4
4,7,1.0,0.0,4.0,6.0,0.0,5.0,1.0,2.0,0.0,10.0,0.63,2.0,80.0,4.0,0.0,4.0,1.0,4.125,3.0,1.0,1.0,2.1,0.0,0.0,4.0,3.0,0.9999685069502069,3.1493049793103504e-05,5
4,8,1.0,0.0,4.0,6.0,0.0,57.0,1.0,2.0,10.0,7.0,0.63,2.0,80.0,4.0,0.0,4.0,1.0,4.125,1.0,1.0,1.0,2.1,0.0,0.0,4.0,3.0,0.9998835666691867,0.00011643333081336684,3
4,9,1.0,0.0,4.0,6.0,0.0,5.0,1.0,0.0,10.0,7.0,0.82,2.0,80.0,4.0,0.0,4.0,1.0,4.125,1.0,1.0,1.0,2.1,0.375,0.0,4.0,3.0,0.7117448383427498,0.2882551616572502,1
4,10,1.0,0.0,4.0,6.0,0.0,57.0,1.0,0.0,10.0,7.0,12.57,2.0,80.0,4.0,0.0,4.0,1.0,4.125,1.0,1.0,1.0,2.1,0.375,0.0,4.0,3.0,0.9409860724032217,0.05901392759677824,2
4,11,1.0,0.0,4.0,6.0,0.0,57.0,1.0,0.0,10.0,7.0,12.57,2.0,80.0,4.0,0.0,4.0,1.0,4.125,3.0,1.0,1.0,2.1,0.375,0.0,4.0,3.0,0.9735665375493614,0.026433462450638556,3
4,12,1.0,0.0,4.0,0.0,0.0,57.0,1.0,0.0,10.0,7.0,12.57,2.0,80.0,4.0,0.0,4.0,1.0,4.125,3.0,1.0,1.0,2.1,0.375,0.0,4.0,3.0,0.984293411794594,0.015706588205405998,4
4,13,1.0,0.0,4.0,0.0,0.0,57.0,1.0,2.0,10.0,7.0,12.57,2.0,80.0,4.0,0.0,4.0,1.0,4.125,3.0,1.0,1.0,2.1,0.375,0.0,4.0,3.0,0.9883999077922224,0.01160009220777761,5
4,14,1.0,0.0,4.0,0.0,0.0,57.0,1.0,2.0,10.0,7.0,1.89,2.0,80.0,4.0,0.0,4.0,1.0,4.125,3.0,1.0,1.0,2.1,0.375,0.0,4.0,3.0,0.9903634422621502,0.009636557737849785,5
4,15,1.0,0.0,4.0,6.0,0.0,57.0,1.0,2.0,10.0,7.0,12.57,2.0,80.0,4.0,0.0,4.0,1.0,4.125,1.0,1.0,1.0,2.1,0.0,0.0,4.0,3.0,0.999900439845417,9.95601545830417e-05,4
