"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'MAJOR_COMMIT <= 0.23'","b'target = 0'",0.2125,476,0.20893,468,0.98319,0.03257,1.1847,2.56374e-32,0.82991,1859
"b'000001'","b'0.02 < MAJOR_LINE <= 0.71'","b'target = 0'",0.13259,297,0.12946,290,0.97643,0.01943,1.17655,2.06395e-17,0.82991,1859
"b'000002'","b'0.23 < MAJOR_COMMIT <= 0.91'","b'target = 0'",0.13036,292,0.12679,284,0.9726,0.0186,1.17194,4.58893e-16,0.82991,1859
"b'000003'","b'4 < CountClassCoupled <= 7.1'","b'target = 0'",0.17455,391,0.16786,376,0.96164,0.02299,1.15872,4.32894e-18,0.82991,1859
"b'000004'","b'CountLineComment <= 15.2'","b'target = 0'",0.11652,261,0.11161,250,0.95785,0.01491,1.15417,2.75069e-11,0.82991,1859
"b'000005'","b'MAJOR_LINE <= 0.02'","b'target = 0'",0.25938,581,0.24554,550,0.94664,0.03028,1.14066,1.39872e-21,0.82991,1859
"b'000006'","b'0.65 < CountClassCoupled <= 4'","b'target = 0'",0.26607,596,0.25134,563,0.94463,0.03052,1.13823,1.96214e-21,0.82991,1859
"b'000007'","b'PercentLackOfCohesion <= 12.4'","b'target = 0'",0.2,448,0.18661,418,0.93304,0.02063,1.12426,1.46992e-12,0.82991,1859
"b'000008'","b'CountPath_Min <= 0.789'","b'target = 0'",0.16607,372,0.15491,347,0.9328,0.01709,1.12397,2.45236e-10,0.82991,1859
"b'000009'","b'CountClassBase <= 0.942'","b'target = 0'",0.14688,329,0.13661,306,0.93009,0.01471,1.12071,1.00402e-08,0.82991,1859
