test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MAJOR_LINE,proba0,proba1
19,0,0.0,0.0,9.0,1.0,0.0,0.0,30.0,1.0,0.0,0.0,9.0,0.52,88.0,4.0,0.0,5.0,1.0,5.22222222222222,2.0,2.0,0.363636363636364,0.0,11.0,0.363636363636364,0.1,0.0,0.0,0.53,0.47
20,0,3.0,2.0,1.0,0.0,0.0,5.0,175.0,1.0,3.0,3.0,19.0,0.35,70.0,2.0,0.0,11.0,2.0,6.77777777777778,1.0,23.0,1.41379310344828,0.0,2.0,1.1,1.0,0.0,6.0,0.56,0.44
30,0,4.0,3.0,1.0,0.0,0.0,4.0,231.0,1.0,2.0,6.0,30.0,26.08,84.0,2.0,0.0,16.0,2.0,7.1025641025641,1.0,1.0,1.21951219512195,0.0,27.0,1.0,0.666666666666667,0.0,5.0,0.51,0.49
59,0,0.0,8.0,1.0,9.0,1.0,4.0,156.0,5.0,8.0,9.0,8.0,0.8,94.0,1.0,2.0,9.0,2.0,7.75,0.0,7.0,0.615384615384615,0.0,2.0,0.427518427518428,1.0,0.0,3.0,0.51,0.49
80,0,2.0,4.0,1.0,4.0,3.0,2.0,198.0,3.0,2.0,11.0,28.0,0.72,92.0,3.0,4.0,11.0,2.0,29.3055555555556,1.0,1.0,0.45,2.0,0.0,1.0,0.0,0.0,3.0,0.51,0.49
88,0,1.0,0.0,8.0,18.0,2.0,4.0,59.0,1.0,0.0,0.0,2.0,0.52,37.0,1.0,0.0,5.0,1.0,27.6666666666667,0.0,1.0,1.4,0.0,0.0,1.0,0.0,0.0,1.0,0.6,0.4
145,0,6.0,0.0,2.0,22.0,1.0,10.0,281.0,1.0,3.0,15.0,96.0,0.41,91.0,1.0,0.0,17.0,2.0,10.4782608695652,2.0,1.0,1.84,0.0,27.0,1.0,1.0,0.0,2.0,0.51,0.49
148,0,14.0,46.0,1.0,1.0,1.0,1.0,368.0,1.0,25.0,12.0,96.0,0.33,85.0,1.0,1.0,21.0,1.0,7.73563218390805,1.0,1.0,0.775280898876405,0.0,60.0,1.0,1.0,0.0,2.0,0.52,0.48
156,0,8.0,7.0,1.0,33.0,1.0,3.0,457.0,3.0,0.0,20.0,41.0,0.85,98.0,1.0,1.0,12.0,2.0,302.8,328.0,0.0,4.8,0.0,109.0,1.0,1.0,0.0,2.0,0.53,0.47
157,0,3.0,0.0,1.0,3.0,0.0,169.0,80.0,1.0,0.0,1.0,6.0,0.9,83.0,3.0,1.0,8.0,2.0,3.33333333333333,1.0,1.0,0.909090909090909,0.0,10.0,0.46031746031746,1.0,0.0,1.0,0.51,0.49
194,0,1.0,1.0,2.0,6.0,0.0,6.0,122.0,1.0,11.0,11.0,0.0,0.78,84.0,1.0,0.0,5.0,1.0,5.69230769230769,3.0,1.0,1.6875,0.0,0.0,0.830564784053156,0.0,4.0,2.0,0.54,0.46
214,0,4.0,77.0,1.0,13.0,3.0,9.0,194.0,3.0,4.0,3.0,2.0,20.62,80.0,1.0,0.0,1.0,2.0,5.4,0.0,1.0,2.28571428571429,0.0,49.0,0.84394250513347,1.0,0.0,2.0,0.54,0.46
218,0,0.0,0.0,5.0,39.0,2.0,9.0,359.0,1.0,2.0,0.0,0.0,0.46,32.0,1.0,0.0,4.0,1.0,28.0,4.0,1.0,0.75,0.0,0.0,0.958847736625514,0.0,0.0,3.0,0.51,0.49
221,0,28.0,97.0,8.0,30.0,30.0,7.0,127.0,8.0,23.0,600.0,123.0,4.28,75.0,2.0,0.0,48.0,2.0,5.77241379310345,0.0,0.0,0.8,2.0,111.0,0.747337131533317,0.2,2.0,0.0,0.58,0.42
224,0,1.0,1.0,1.0,9.0,0.0,5.0,406.0,1.0,12.0,16.0,0.0,0.79,88.0,1.0,0.0,7.0,1.0,5.07142857142857,1.0,1.0,4.0,0.0,0.0,0.713310580204778,0.0,0.0,1.0,0.53,0.47
226,0,1.0,0.0,11.0,0.0,3.0,14.0,606.0,1.0,3.0,0.0,0.0,0.55,0.0,1.0,0.0,81.0,1.0,22.75,0.0,1.0,1.16666666666667,0.0,0.0,0.962264150943396,0.0,0.0,2.0,0.51,0.49
241,0,6.0,97.0,9.0,6.0,63.0,11.0,802.0,3.0,45.0,0.0,7.0,12.95,5.0,1.0,72.0,18.0,2.0,4.125,0.0,18.0,2.4,0.0,148.0,0.603065539112051,1.0,0.0,2.0,0.55,0.45
247,0,1.0,0.0,1.0,2.0,1.0,4.0,95.0,1.0,0.0,5.0,14.0,0.83,72.0,1.0,0.0,90.0,3.0,2.73333333333333,0.0,1.0,0.647058823529412,0.0,30.0,0.568548387096774,0.75,0.0,3.0,0.52,0.48
287,0,0.0,1.0,1.0,0.0,0.0,6.0,279.0,1.0,0.0,1.0,40.0,1.37,95.0,2.0,66.0,12.0,2.0,3.53658536585366,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.52,0.48
383,0,9.0,0.0,2.0,0.0,7.0,8.0,397.0,1.0,24.0,3.0,31.0,0.92,65.0,1.0,0.0,4.0,3.0,19.7,1.0,0.0,0.80952380952381,0.0,0.0,1.0,0.0,0.0,2.0,0.61,0.39
392,0,0.0,0.0,2.0,1.0,6.0,10.0,1310.0,1.0,0.0,0.0,6.0,1.07,83.0,1.0,0.0,0.0,1.0,6.66666666666667,3.0,1.0,2.125,1.0,0.0,0.513661202185792,0.0,0.0,1.0,0.51,0.49
486,0,0.0,1.0,9.0,46.0,0.0,10.0,170.0,1.0,0.0,1.0,122.0,26.98,100.0,0.0,2.0,7.0,0.0,4.30894308943089,0.0,0.0,0.0,0.0,13.0,0.762361251261352,0.5,0.0,10.0,0.54,0.46
511,0,4.0,0.0,1.0,10.0,0.0,6.0,561.0,2.0,1.0,14.0,64.0,0.84,95.0,2.0,0.0,28.0,2.0,302.8,0.0,0.0,4.8,0.0,18.0,1.0,1.0,0.0,2.0,0.52,0.48
530,0,0.0,32.0,1.0,0.0,0.0,23.0,255.0,1.0,0.0,1.0,11.0,8.82,100.0,0.0,1.0,7.0,0.0,0.0232558139534884,0.0,1.0,0.0,0.0,30.0,0.880560633759902,1.0,0.0,7.0,0.56,0.44
608,0,0.0,4.0,1.0,4.0,0.0,4.0,257.0,1.0,0.0,0.0,28.0,3.62,100.0,1.0,2.0,13.0,1.0,192.5,0.0,0.0,0.0,0.0,0.0,0.593516209476309,0.0,0.0,4.0,0.55,0.45
617,0,0.0,2.0,1.0,43.0,0.0,12.0,715.0,1.0,0.0,1.0,35.0,4.64,100.0,1.0,1.0,11.0,1.0,1.91891891891892,0.0,0.0,0.0,0.0,3452.0,0.754146341463415,0.0,0.0,0.0,0.56,0.44
667,0,11.0,97.0,9.0,6.0,6.0,7.0,1034.0,3.0,45.0,8.0,7.0,12.95,5.0,2.0,72.0,18.0,3.0,4.60344827586207,0.0,18.0,2.4,0.0,361.0,0.818152244632401,0.625,0.0,4.0,0.52,0.48
668,0,2.0,6.0,5.0,3.0,0.0,4.0,303.0,1.0,82.0,4.0,161.0,0.65,94.0,4.0,97.0,23.0,1.0,1.69811320754717,275.0,12.0,0.571428571428571,0.0,555.0,1.1,1.1,0.0,3.0,0.51,0.49
669,0,6.0,13.0,1.0,8.0,12.0,4.0,343.0,1.0,2.0,2.0,38.0,0.59,94.0,2.0,0.0,23.0,2.0,3.45762711864407,0.0,1.0,3.3,0.0,0.0,0.85781990521327,0.0,0.0,3.0,0.51,0.49
671,0,1.0,1.0,1.0,2.0,0.0,4.0,338.0,1.0,3.0,2.0,49.0,0.77,78.0,3.0,0.0,15.0,1.0,302.8,0.0,1.0,0.535714285714286,0.0,0.0,0.990066225165563,0.0,0.0,2.0,0.65,0.35
684,0,6.0,8.0,2.0,15.0,7.0,5.0,344.0,1.0,2.0,4.0,96.0,0.41,93.0,2.0,0.0,28.0,2.0,4.66071428571429,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.52,0.48
689,0,0.0,0.0,1.0,8.0,0.0,9.0,171.0,1.0,0.0,0.0,13.0,3.64,100.0,1.0,1.0,6.0,1.0,1.23076923076923,0.0,25.0,0.0,0.0,58.0,0.524390243902439,0.75,0.0,2.0,0.63,0.37
736,0,1.0,14.0,1.0,0.0,0.0,7.0,99.0,1.0,0.0,7.0,6.0,0.96,53.0,2.0,0.0,5.0,3.0,5.0,2.0,2.0,1.33333333333333,0.0,141.0,0.953703703703704,1.0,0.0,2.0,0.6,0.4
738,0,0.0,13.0,1.0,0.0,0.0,3.0,78.0,1.0,0.0,3.0,0.0,1.47,64.0,1.0,6.0,3.0,1.0,3.5,2.0,1.0,0.2,0.0,0.0,0.962025316455696,0.0,0.0,1.0,0.56,0.44
745,0,3.0,2.0,0.0,0.0,0.0,14.0,349.0,11.0,43.0,3.0,14.0,26.08,71.0,2.0,0.0,19.0,3.0,4.9,0.0,1.0,4.8,0.0,49.0,1.0,0.857142857142857,0.0,7.0,0.51,0.49
746,0,31.0,7.0,3.0,156.0,1.0,10.0,198.0,1.0,13.0,17.0,183.0,0.95,96.0,1.0,1.0,48.0,2.0,6.20175438596491,331.0,17.0,5.3,0.0,0.0,1.1,0.0,0.0,0.0,0.53,0.47
750,0,17.0,0.0,1.0,2.0,1.0,10.0,2302.0,1.0,3.0,2.0,96.0,2.06,99.0,2.0,1.0,2.0,3.0,1.41,0.0,1.0,0.222772277227723,0.0,0.0,1.0,0.0,0.0,2.0,0.53,0.47
755,0,28.0,97.0,8.0,30.0,30.0,10.0,127.0,1.0,5.0,600.0,123.0,1.07,75.0,2.0,3.0,38.0,2.0,4.60759493670886,0.0,1.0,0.8,2.0,12.0,0.630309386470897,0.2,2.0,0.0,0.53,0.47
760,0,105.0,30.0,5.0,8.0,22.0,13.0,76.0,10.0,11.0,923.0,149.0,27.3,97.0,6.0,2.0,9.0,3.0,316.4,0.0,9.0,5.0,0.0,34.0,0.657574568288854,1.0,0.0,11.0,0.51,0.49
769,0,28.0,97.0,8.0,30.0,30.0,12.0,127.0,1.0,1.0,600.0,123.0,1.12,75.0,2.0,2.0,19.0,2.0,5.16666666666667,0.0,0.0,0.8,2.0,0.0,0.895308924485126,0.2,2.0,0.0,0.53,0.47
836,0,1.0,2.0,4.0,0.0,6.0,202.0,107.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,19.0,1.0,5.0,0.0,1.0,2.77777777777778,0.0,29.0,0.848258706467662,1.0,0.0,1.0,0.55,0.45
908,0,2.0,1.0,1.0,0.0,0.0,11.0,237.0,7.0,0.0,9.0,15.0,0.74,82.0,1.0,0.0,29.0,1.0,3.72222222222222,0.0,1.0,1.05,0.0,21.0,0.937402190923318,1.0,0.0,3.0,0.59,0.41
910,0,1.0,0.0,1.0,0.0,0.0,11.0,194.0,1.0,0.0,18.0,12.0,0.73,71.0,1.0,0.0,22.0,1.0,6.53846153846154,1.0,1.0,1.33333333333333,0.0,24.0,0.653631284916201,1.0,0.0,2.0,0.52,0.48
929,0,4.0,3.0,2.0,0.0,0.0,14.0,255.0,1.0,2.0,5.0,13.0,8.82,75.0,3.0,0.0,33.0,1.0,6.18181818181818,0.0,1.0,1.16666666666667,0.0,0.0,0.94716618635927,0.0,0.0,4.0,0.57,0.43
934,0,117.0,0.0,2.0,0.0,0.0,10.0,169.0,1.0,1.0,3.0,7.0,2.14,41.0,3.0,0.0,19.0,1.0,4.375,2.0,2.0,2.1,0.0,0.0,0.807424593967517,0.0,0.0,5.0,0.51,0.49
