test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Min,OWN_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
59,0,17.0,7.0,1.0,1.0,0.0,2.0,1.0,417.0,26.0,2.0,32.0,21.985107421875,0.0,3.0,19.0,14.0,2.0,0.0,2.19318181818182,0.0,0.0,0.0,0.5,1.0,2.0,0.5912699699401855,0.40873000025749207,1,43.17243105965258
106,0,16.0,0.0,3.0,3.0,4.0,5.0,5.0,204.0,2.0,5.0,11.0,13.0,2.0,1.0,1.0,6.998291015625,2.0,2.0,8.52941176470588,1.0,1.0,0.0,0.857142857142857,2.0,7.0,0.6315908432006836,0.368409126996994,2,1000000000000.0
117,0,7.0,0.0,2.0,1.0,0.0,4.0,3.0,137.0,4.0,4.999267578125,13.0,25.0,1.0,3.0,0.0,4.999268591403961,2.0,0.0,5.41463414634146,1.0,1.0,0.0,0.8,3.0,7.0,0.5257265567779541,0.4742734432220459,2,5.43837762334021
160,0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,122.0,2.0,8.0,44.0,7.97802734375,0.0,4.0,2.0,28.0,2.0,0.0,1.8595041322314,1.0,1.0,0.0,0.666666666666667,1.0,5.0,0.514014720916748,0.48598530888557434,1,35.08092966957201
165,0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,43.99853515625,1.0,4.0,6.0,6.0,0.0,1.0,0.0,10.0,2.0,0.0,4.2,1.0,1.0,0.0,1.0,1.0,2.0,0.6070145964622498,0.39298540353775024,1,2.023966290215829
204,0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,75.0,3.0,8.0,8.0,13.0,0.0,2.0,0.0,6.9990234375,5.0,0.0,4.26086956521739,0.0,1.0,0.0,0.0,2.0,6.0,0.7881234288215637,0.21187655627727509,1,3.7100285183111725
205,0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,53.0,1.0,5.0,13.0,35.0,0.0,3.0,0.0,20.0,3.0,0.0,2.88636363636364,1.0,1.0,0.0,1.0,2.0,1.999756097793579,0.5025209188461304,0.497479110956192,1,3000243902206.421
212,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0,1.0,2.0,8.0,25.0,0.0,3.0,0.0,6.999513149261475,2.0,0.0,1.55555555555556,1.0,1.0,0.0,0.0,5.0,1.0,0.7341237664222717,0.26587623357772827,1,0.6746549476385577
624,0,1.0,2.0,1.0,1.0,0.0,8.0,1.0,1632.0,1.0,12.0,7.0,44.968505859375,0.0,3.0,27.0,94.0,2.0,0.0,3.60913705583756,0.0,1.0,0.0,0.875,4.0,10.0,0.5055660605430603,0.4944339394569397,1,46.2132382775458
807,0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,31.99560546875,1.0,5.0,14.0,28.0,0.0,1.0,0.0,14.0,2.0,1.0,2.72222222222222,1.0,1.0,0.0,0.666666666666667,2.0,4.0,0.5314841866493225,0.4685158133506775,1,10.456088807243876
3061,0,4.0,0.0,1.0,1.0,0.0,5.0,5.0,109.0,1.0,0.0,13.0,12.0,6.0,2.0,0.0,8.999756038188934,2.0,2.0,10.0,1.0,1.0,0.0,0.4,4.0,3.0,0.5121653079986572,0.48783472180366516,1,0.6745730344699821
3065,0,1.0,0.0,2.0,1.0,0.0,6.0,4.0,64.0,1.0,1.0,0.0,5.0,5.0,2.0,0.0,6.99975711107254,1.0,0.0,9.14285714285714,1.0,1.0,0.0,1.0,3.0,2.0,0.9502440094947815,0.049756016582250595,1,0.6745726726449432
3216,0,7.0,0.0,1.0,4.0,0.0,1.0,1.0,57.0,28.0,0.0,2.0,44.99928367137909,0.0,5.0,0.0,14.0,2.0,0.0,6.20338983050847,1.0,1.0,0.0,0.666666666666667,2.0,2.0,0.6299333572387695,0.3700666129589081,1,2.360959236685062
3399,0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,83.0,5.0,16.0,2.999267578125,86.0,0.0,3.0,2.0,30.0,4.0,0.0,3.19811320754717,0.0,1.0,0.0,0.75,6.0,6.0,0.5799431204795837,0.42005687952041626,1,36000732421875.0
3733,0,6.0,0.0,2.0,2.0,0.0,2.0,4.0,111.0,4.0,2.0,3.0,27.0,2.0,2.0,1.0,16.999759912490845,2.0,0.0,7.11428571428571,1.0,1.0,0.0,0.6,2.0,6.0,0.6805408000946045,0.3194592297077179,1,1.3490624873559307
4124,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,20.0,1.0,0.0,14.0,28.0,0.0,3.0,0.0,11.0,1.0,0.0,1.4000110626220663,1.0,1.0,0.0,0.0,1.0,1.0,0.6452409029006958,0.3547591269016266,1,0.08947859375241707
4185,0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,58.0,1.0,7.0,3.0,13.0,0.0,1.0,4.0,6.99951171875,2.0,0.0,7.85714285714286,1.0,1.0,0.0,1.0,2.0,2.0,0.8230547308921814,0.1769452691078186,1,5.396090746406517
4195,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,43.0,1.0,0.0,19.0,44.99903357028961,0.0,5.0,2.0,16.0,2.0,0.0,1.7843137254902,1.0,1.0,0.0,1.0,2.0,3.0,0.6514700651168823,0.3485299050807953,1,2.023798202383775
4231,0,1.0,0.0,1.0,1.0,14.0,8.0,3.9999998211860657,142.0,1.0,0.0,0.0,14.0,1.0,1.0,0.0,18.0,1.0,0.0,6.46666666666667,1.0,1.0,0.0,0.333333333333333,2.0,3.0,0.6175975799560547,0.3824024498462677,0,178813.93408203125
4237,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,49.0,1.0,1.0,18.0,23.99853515625,0.0,5.0,0.0,16.0,2.0,0.0,1.72549019607843,1.0,1.0,0.0,0.5,4.0,3.0,0.6232503652572632,0.3767496347427368,1,8.768873884979506
4637,0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,106.0,1.0,7.0,9.0,176.0,0.0,3.0,2.0,6.99609375,4.0,0.0,2.54891304347826,1.0,1.0,0.0,0.4,2.0,9.0,0.7264723777770996,0.2735276222229004,1,9.781433377171934
5371,0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,65.0,4.0,2.999267578125,11.0,19.0,1.0,4.0,0.0,20.0,2.0,0.0,6.25925925925926,0.0,1.0,0.0,1.0,2.0,4.0,0.810123085975647,0.18987694382667542,1,2.6984570496912865
5525,0,5.0,0.0,1.0,1.0,2.0,0.0,2.0,35.0,1.0,7.0,15.0,28.0,0.0,4.0,0.0,6.0,1.0,0.0,3.575,1.0,1.0,0.0,0.3749085068702698,3.0,3.0,0.6131991147994995,0.3868008852005005,1,625091493129.7302
5528,0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,32.0,1.0,3.0,11.0,30.0,0.0,3.0,0.0,7.999512076377869,2.0,0.0,1.48484848484848,0.0,1.0,0.0,0.0,3.0,2.0,0.7022403478622437,0.29775968194007874,1,1.3491460689399644
6410,0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,21.0,2.0,0.0,4.0,3.9999998211860657,2.0,3.0,0.0,6.0,2.0,2.0,9.75,2.0,1.0,0.0,1.0,5.0,0.0,0.7984145283699036,0.20158545672893524,0,6.030417321056802e-08
6488,0,10.0,0.0,1.0,4.0,0.0,0.0,2.0,27.0,1.0,2.0,4.0,2.0,0.0,3.0,0.0,5.999267935752869,1.0,0.0,5.14285714285714,1.0,1.0,0.0,0.5,3.0,2.0,0.5402853488922119,0.4597146511077881,1,1.0119830244995682
6739,0,9.0,0.0,1.0,2.0,4.0,1.0,2.0,19.983642578125,3.0,10.0,18.0,34.0,1.0,3.0,0.0,17.0,1.0,0.0,4.39622641509434,0.0,1.0,0.0,0.5,2.0,3.0,0.6078929901123047,0.3921070396900177,1,26.310656084530113
7400,0,16.0,0.0,2.0,0.0,0.0,6.0,5.0,365.0,3.0,0.0,34.0,4.0,2.0,2.0,0.0,2.0,2.0,2.0,9.15,1.0,1.0,0.0,0.666666666666667,2.9997559785842896,5.0,0.5604661107063293,0.43953388929367065,1,1000244021415.7104
