test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Min,OWN_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
59.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,415.0,1.0,2.0,3.0,65.0,0.0,1.0,1.0,27.0,1.0,0.0,3.1,0.0,1.0,0.0,0.6,1.0,1.0,0.9941669,0.0058330684
106.0,0.0,2.0,0.0,3.0,0.0,13.0,11.0,4.0,183.0,1.0,0.0,0.0,12.0,1.0,1.0,0.0,18.0,1.0,0.0,5.9,1.0,1.0,0.0,0.8,1.0,3.0,0.7864622,0.21353783
117.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,5.0,137.0,1.0,9.0,3.0,11.0,1.0,1.0,0.0,22.0,1.0,2.0,8.2,2.0,1.0,0.0,0.0,3.0,7.0,0.9693319,0.030668102
160.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,75.0,1.0,9.0,40.0,74.0,0.0,3.0,1.0,34.0,6.0,1.0,1.6,1.0,1.0,0.0,1.0,4.0,4.0,0.86564684,0.13435315
165.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,49.0,3.0,4.0,7.0,8.0,0.0,2.0,0.0,9.0,2.0,1.0,4.6,1.0,1.0,0.0,1.0,1.0,0.0,0.57655936,0.42344064
204.0,0.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,75.0,6.0,8.0,4.0,12.0,0.0,2.0,0.0,15.0,2.0,0.0,4.2,1.0,1.0,0.0,0.5,4.0,1.0,0.9389076,0.061092354
205.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,43.0,2.0,8.0,13.0,36.0,0.0,4.0,0.0,13.0,2.0,0.0,2.1,1.0,1.0,0.0,1.0,2.0,6.0,0.9587838,0.041216176
212.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,1.0,2.0,10.0,26.0,0.0,3.0,0.0,10.0,2.0,0.0,1.5,1.0,1.0,0.0,1.0,2.0,1.0,0.61619,0.38380998
624.0,0.0,0.0,123.0,1.0,0.0,0.0,6.0,1.0,871.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,41.0,2.0,0.0,0.6,0.0,1.0,0.0,1.0,3.0,10.0,0.9705435,0.02945647
807.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,61.0,1.0,0.0,5.0,20.0,0.0,4.0,0.0,13.0,1.0,0.0,2.6,1.0,1.0,0.0,1.0,4.0,2.0,0.99562645,0.0043735346
3061.0,0.0,3.0,0.0,1.0,1.0,0.0,4.0,4.0,108.0,1.0,0.0,14.0,17.0,4.0,2.0,0.0,8.0,2.0,0.0,6.6,0.0,1.0,0.0,0.8,1.0,4.0,0.94737166,0.052628346
3065.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,59.0,1.0,0.0,0.0,7.0,3.0,4.0,0.0,7.0,1.0,2.0,10.0,5.0,1.0,0.0,0.5,2.0,0.0,0.9989663,0.0010337254
3216.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,46.0,18.0,0.0,1.0,35.0,0.0,4.0,0.0,6.0,2.0,0.0,3.8,1.0,1.0,0.0,0.5,3.0,2.0,0.9405334,0.059466626
3399.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,75.0,1.0,9.0,40.0,74.0,0.0,3.0,1.0,34.0,6.0,1.0,1.6,1.0,1.0,0.0,1.0,4.0,4.0,0.86564684,0.13435315
3733.0,0.0,5.0,0.0,1.0,3.0,0.0,2.0,2.0,100.0,2.0,3.0,18.0,26.0,0.0,2.0,1.0,11.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,3.0,6.0,0.98587126,0.014128756
4124.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,19.0,1.0,0.0,13.0,33.0,0.0,3.0,0.0,8.0,1.0,0.0,1.4,1.0,1.0,0.0,1.0,3.0,1.0,0.95302945,0.04697056
4185.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,57.0,1.0,3.0,4.0,14.0,0.0,2.0,0.0,13.0,2.0,0.0,3.3,1.0,1.0,0.0,1.0,2.0,4.0,0.78149617,0.21850382
4195.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,36.0,3.0,2.0,16.0,48.0,0.0,3.0,0.0,16.0,2.0,0.0,2.1,1.0,1.0,0.0,0.0,4.0,5.0,0.9938927,0.0061072735
4231.0,0.0,1.0,0.0,2.0,1.0,19.0,6.0,3.0,144.0,1.0,0.0,0.0,19.0,0.0,1.0,0.0,14.0,2.0,0.0,4.4,1.0,1.0,0.0,0.5,2.0,3.0,0.6871172,0.31288278
4237.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,36.0,3.0,2.0,16.0,48.0,0.0,3.0,0.0,16.0,2.0,0.0,2.1,1.0,1.0,0.0,0.0,4.0,5.0,0.9938927,0.0061072735
4637.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,67.0,18.0,9.0,5.0,105.0,0.0,2.0,0.0,15.0,2.0,0.0,2.9,1.0,1.0,0.0,1.0,2.0,4.0,0.857724,0.14227599
5371.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,61.0,1.0,0.0,5.0,20.0,0.0,4.0,0.0,13.0,1.0,0.0,2.6,1.0,1.0,0.0,1.0,4.0,2.0,0.99562645,0.0043735346
5525.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,32.0,3.0,1.0,14.0,28.0,0.0,4.0,0.0,6.0,2.0,0.0,2.4,1.0,1.0,0.0,0.5,1.0,1.0,0.8661511,0.13384892
5528.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,1.0,2.0,10.0,26.0,0.0,3.0,0.0,10.0,2.0,0.0,1.5,1.0,1.0,0.0,1.0,2.0,1.0,0.61619,0.38380998
6488.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,2.0,25.0,1.0,2.0,0.0,2.0,0.0,3.0,0.0,12.0,1.0,0.0,4.6,1.0,1.0,0.0,1.0,2.0,0.0,0.9894674,0.010532593
6739.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,92.0,2.0,2.0,16.0,33.0,0.0,2.0,0.0,6.0,2.0,0.0,2.2,0.0,1.0,0.0,1.0,1.0,0.0,0.9954725,0.0045275055
7400.0,0.0,15.0,0.0,2.0,0.0,0.0,5.0,4.0,319.0,3.0,0.0,27.0,4.0,2.0,2.0,0.0,2.0,2.0,1.0,8.5,1.0,1.0,0.0,0.5,1.0,5.0,0.93002737,0.06997262
