Antecedent,Antecedent Coverage %,Confidence,Lift
0.45 < CountDeclMethodPublic <= 3.45 & -0.155 < CountDeclMethodPrivate <= 0.245,0.15714,0.99716,1.16639
1.42 < CountInput_Mean <= 2.58 & -0.275 < CountDeclClassMethod <= 0.03,0.12768,0.9965,1.16562
CountDeclMethodPublic <= 0.45,0.12991,0.98625,1.15363
CountClassCoupled <= 0.8,0.18795,0.98575,1.15304
-8 < Added_lines <= 26 & -0.235 < AvgLineBlank <= 0.09,0.17098,0.98172,1.14833
CountDeclClass <= 0.755,0.07366,0.97576,1.14136
0.8 < CountClassCoupled <= 2.85,0.2,0.97545,1.14099
RatioCommentToCode > 2.04,0.19509,0.97254,1.13759
CountOutput_Mean <= 1.56,0.20045,0.96882,1.13324
0.45 < CountDeclMethodPublic <= 3.45,0.27187,0.95895,1.1217
