Antecedent,Antecedent Coverage %,Confidence,Lift
CountClassCoupled <= 1.04,0.22143,0.97984,1.13663
1.04 < CountClassCoupled <= 2.98,0.1558,0.96562,1.12013
-13 < Added_lines <= 20,0.34955,0.96552,1.12002
OWN_COMMIT <= 0.1,0.20402,0.96499,1.11941
MaxInheritanceTree <= 1.09,0.22321,0.956,1.10898
CountDeclMethodPublic <= 1.45,0.21205,0.95579,1.10874
RatioCommentToCode > 1.56,0.19688,0.95465,1.10741
2.98 < CountClassCoupled <= 6.14,0.22679,0.95276,1.10522
1.09 < MaxInheritanceTree <= 1.83,0.1683,0.94695,1.09848
CountOutput_Mean <= 1.92,0.20938,0.94456,1.09571
