Antecedent,Antecedent Coverage %,Confidence,Lift
MaxInheritanceTree <= 1.08 & -0.21 < CountDeclMethodPrivate <= 0.195,0.11116,0.99598,1.1886
CountDeclMethodPublic <= 1.4,0.19018,0.98122,1.17098
CountDeclClass <= 0.735,0.08527,0.97382,1.16215
CountClassCoupled <= 0.8,0.19196,0.97209,1.16009
0.8 < CountClassCoupled <= 3.45,0.22723,0.96464,1.15119
Added_lines <= -9.5,0.10982,0.96341,1.14973
CountInput_Min > 2.04,0.17232,0.95855,1.14393
1.4 < CountDeclMethodPublic <= 3.8,0.21964,0.95325,1.1376
1.08 < MaxInheritanceTree <= 1.88,0.1558,0.95129,1.13526
CountDeclInstanceVariable <= -0.02,0.11875,0.94737,1.13058
