Antecedent,Antecedent Coverage %,Confidence,Lift
OWN_COMMIT <= 0.065 & -0.34 < AvgLineBlank <= 0.2,0.09866,0.99548,1.17423
1 < CountClassCoupled <= 3.15,0.21027,0.97452,1.14952
CountPath_Min > 1.408,0.09196,0.96602,1.13949
CountDeclMethodPublic <= 1.35,0.20938,0.96588,1.13933
CountClassCoupled <= 1,0.2,0.96429,1.13744
1.35 < CountDeclMethodPublic <= 3.75,0.20179,0.96239,1.1352
Added_lines <= -6,0.11473,0.95331,1.12449
MaxInheritanceTree <= 1.1,0.22455,0.95229,1.12329
RatioCommentToCode > 1.485,0.19554,0.94977,1.12032
CountOutput_Mean <= 1.72,0.1942,0.94943,1.11991
