Antecedent,Antecedent Coverage %,Confidence,Lift
0.9 < CountClassCoupled <= 3.2,0.21607,0.97314,1.14427
1.7 < CountDeclMethodPublic <= 4.45,0.22768,0.96471,1.13435
CountClassCoupled <= 0.9,0.18929,0.95283,1.12039
CountOutput_Mean <= 1.82,0.19866,0.95281,1.12036
CountDeclMethodPublic <= 1.7,0.18348,0.95134,1.11863
RatioCommentToCode > 1.5,0.19598,0.94989,1.11693
-2.5 < Added_lines <= 29.5,0.29732,0.94895,1.11582
3.2 < CountClassCoupled <= 6.4,0.19866,0.94382,1.10979
MaxInheritanceTree <= 1.07,0.22946,0.94163,1.10722
0.735 < CountDeclClass <= 1.06,0.5058,0.94086,1.10632
