Antecedent,Antecedent Coverage %,Confidence,Lift
1.15 < CountClassCoupled <= 3.45,0.1933,0.97691,1.12507
RatioCommentToCode > 1.715,0.19777,0.96163,1.10748
CountClassCoupled <= 1.15,0.21116,0.95983,1.10541
1.35 < CountDeclMethodPublic <= 3.55,0.19688,0.95918,1.10466
MaxInheritanceTree <= 1.02,0.2558,0.95637,1.10142
1.02 < MaxInheritanceTree <= 1.76,0.14509,0.95077,1.09497
1.24 < CountInput_Mean <= 2.58,0.22857,0.94727,1.09094
CountOutput_Mean <= 1.66,0.20313,0.94725,1.09092
3.45 < CountClassCoupled <= 6.35,0.1942,0.94483,1.08813
OWN_COMMIT <= 0.16,0.20179,0.94469,1.08797
