Antecedent,Antecedent Coverage %,Confidence,Lift
1.84 < MaxInheritanceTree <= 2.185 & 0.91 < CountOutput_Min <= 1.315,0.11607,0.98077,1.12663
RatioCommentToCode > 1.39,0.20268,0.97137,1.11583
CountClassCoupled <= 0.95,0.19643,0.97045,1.11478
32.5 < Added_lines <= 72,0.16786,0.95479,1.09678
CountOutput_Mean <= 1.72,0.1875,0.95476,1.09675
1.09 < MaxInheritanceTree <= 1.84,0.15491,0.95389,1.09575
0.95 < CountClassCoupled <= 3.05,0.20134,0.95344,1.09523
0.12 < CountDeclInstanceVariable <= 1.6,0.19911,0.95291,1.09463
1.45 < CountDeclMethodPublic <= 4.05,0.21607,0.95248,1.09413
OWN_COMMIT <= 0.165,0.20134,0.95122,1.09268
