Antecedent,Antecedent Coverage %,Confidence,Lift
-0.07 < MAJOR_LINE <= 0.5 & -0.255 < CountDeclMethodPrivate <= 0.21,0.17589,0.97208,1.16442
-0.07 < MAJOR_LINE <= 0.5 & -0.24 < AvgLineBlank <= 0.09,0.17054,0.9712,1.16337
CountDeclMethodPublic <= 1.4,0.18527,0.96386,1.15456
CountClassCoupled <= 0.95,0.20938,0.95949,1.14933
0.95 < CountClassCoupled <= 3.05,0.1942,0.95862,1.14829
CountOutput_Mean <= 1.76,0.20045,0.95323,1.14184
-6 < Added_lines <= 26,0.31607,0.94915,1.13695
RatioCommentToCode > 1.455,0.19955,0.94631,1.13355
MaxInheritanceTree <= 1.05,0.24286,0.94118,1.1274
1.4 < CountDeclMethodPublic <= 4.2,0.22366,0.94012,1.12613
