,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MAJOR_LINE
20,3,2,1,0,0,5,4,1,3,3,78,0.35,70,2,0,9,2,6.77777777777778,1,1,1.41379310344828,0,2,0.414765100671141,13,0,1.0
30,4,3,1,0,0,4,4,1,2,6,0.5,0.33,84,2,0,23,2,7.1025641025641,1,1,1.21951219512195,0,27,0.277566539923954,78,0,17
41,12,9,1,9,0,2,1.0,1,35,36,24,0.28,96,1,1,7,3,5.4,0,0,0.907894736842105,0,10,0.403259506895111,46,0,429
59,0,8,1,9,1,4,2,1,8,9,78,0.8,94,1,2,6,2,7.75,0,0,0.615384615384615,0,2,0.427518427518428,0,0,1.0
67,25,24,1,22,2,3,0.08,2,4,12,46,0.25,93,2,2,24,3,7.99230769230769,0,1,1.11278195488722,0,0,0.329656476520643,7,0,429
71,76,12,1,29,0,2,0.08,1,16,53,206,0.23,96,1,1,24,3,7.35161290322581,0,0,1.38461538461538,0,0,0.384935231089077,4,0,1051
80,2,4,1,4,3,2,2,3,2,11,23,0.72,92,3,4,9,2,29.3055555555556,1,1,0.45,0,0,0.630111524163569,78,0,0.08
85,21,32,1,16,1,2,0.08,1,12,43,46,0.28,95,1,2,16,3,6.39455782312925,0,0,1.24832214765101,0,0,0.530458590006845,7,0,429
88,1,0,8,18,2,4,2,1,0,0,0.08,0.52,37,1,0,5,1,27.6666666666667,0,1,1.4,0,0,0.5,3,0,79
98,2,0,1,0,0,9,2,1,2,10,10,0.83,79,1,2,16,2,4.5625,1,0,1.38888888888889,0,0,0.318087318087318,78,0,0.08
120,40,7,1,1,0,2,1.0,1,32,34,7,0.34,96,2,1,24,1,5.20454545454545,0,0,0.477611940298507,0,14,0.669376693766938,46,0,255
124,30,13,1,0,0,4,0.08,1,9,13,5,0.54,93,2,1,16,1,5.17543859649123,1,1,1.11864406779661,0,0,0.630637079455977,4,0,255
139,31,14,1,0,0,3,0.08,1,28,0,6,0.38,0,4,1,24,2,5.69512195121951,1,1,1.01190476190476,0,0,0.897834082550061,7,0,429
140,25,12,1,0,0,4,0.08,1,5,3,10,0.43,94,4,1,24,2,7.38461538461539,1,1,1.27777777777778,0,0,0.470005503577325,7,0,429
148,14,46,1,1,1,1,1.0,1,25,12,2,0.33,85,1,1,16,1,7.73563218390805,1,1,0.775280898876405,0,60,0.605780346820809,4,0,255
157,3,0,1,3,0,4,2,1,0,1,6,0.9,83,3,1,0,2,3.33333333333333,1,1,0.909090909090909,0,10,0.46031746031746,0.9500000000000001,0,78
205,155,6,2,26,6,13,1.0,2,26,37,4,0.52,96,2,0,7,1,9.35078534031414,0,1,1.52061855670103,0,25,0.82404181184669,42,0,2751
214,4,0,1,13,3,9,1.0,3,4,3,2,0.73,80,1,0,0,2,5.4,0,1,2.28571428571429,0,49,0.84394250513347,1,0,78
224,1,1,1,9,0,5,126,1,12,16,2,0.79,88,1,0,0.08,1,5.07142857142857,1,1,1.125,0,0,0.713310580204778,10,0,3
