,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MAJOR_LINE
20,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2,4,1,4,0,2,78,3,2,11,28,0.72,92,3,3,11,2,29.3055555555556,1,1,0.45,0,1,0.67,0.0,0,3
85,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,30,13,1,0,0,4,255,1,9,13,5,0.35000000000000003,93,2,1,23,1,5.17543859649123,1,1,1.11864406779661,0,1,0.67,0.0,0,4
139,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,3,0,1,3,0,4,78,1,0,1,6,0.9,83,2,1,8,2,3.33333333333333,1,1,0.15000000000000002,0,6,0.67,1.0,0,1
194,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,1,1,1,4,0,5,126,1,12,16,0,0.35000000000000003,88,2,0,7,1,5.07142857142857,1,1,1.125,0,1,0.7027472527472529,0.0,0,1
226,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,0,2,1,4,1,9,255,1,0,9,23,1.12,92,2,2,16,4,5.42857142857143,0,0,0.648648648648649,0,1,0.915006640106242,0.0,0,3
486,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,0,2,1,43,0,12,429,1,0,0,35,4.64,100,1,1,11,1,1.91891891891892,0,0,0.0,0,1,0.7027472527472529,0.0,0,4
644,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,6,13,1,8,12,4,255,2,2,2,38,0.35000000000000003,94,2,0,23,2,3.45762711864407,0,1,0.60655737704918,0,1,0.85781990521327,0.0,0,2
684,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,0,0,1,8,0,9,171,1,0,0,13,5.38,100,4,1,6,1,1.23076923076923,0,0,0.0,0,13,0.67,0.75,1,2
736,1,0,1,0,0,6,78,2,0,7,6,0.96,53,2,0,5,1,5.0,2,2,1.33333333333333,0,13,0.953703703703704,1.0,1,2
738,0,1,1,0,0,3,78,1,0,3,0,1.47,64,2,4,3,1,19.3846153846154,2,1,0.2,1,1,0.962025316455696,0.0,0,1
739,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,1,2,3,0,6,12,107,1,0,0,0,0.5,0,2,0,19,1,5.0,0,1,5.12,0,13,0.848258706467662,1.0,0,1
846,21,9,3,2,6,5,429,4,10,27,23,0.34,96,2,1,42,3,4.56338028169014,0,1,1.68831168831169,0,2,0.980674157303371,1.0,0,4
871,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,2,1,1,0,0,11,78,1,0,9,15,0.35000000000000003,82,3,0,29,1,3.72222222222222,0,1,1.05,0,13,0.937402190923318,1.0,0,2
910,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,0,8,2,0,0,15,429,1,1,5,30,0.35000000000000003,94,2,0,24,2,2.79487179487179,1,1,1.92682926829268,0,1,0.850782190132371,0.0,0,2
977,1,1,1,0,0,13,255,1,1,2,19,1.06,59,3,0,21,1,3.28571428571429,1,1,0.695652173913043,0,13,0.923076923076923,1.0,0,2
978,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,1,7,1,4,4,7,429,1,12,7,46,0.35000000000000003,98,2,11,45,2,16.169014084507,0,0,0.794520547945205,0,1,0.893105629348514,1.0,0,2
1045,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,11,8,2,0,0,13,255,1,0,2,9,0.39,89,3,0,48,1,5.5,1,1,2.33333333333333,0,13,0.67,0.5,0,4
1072,0,6,1,0,0,10,255,1,2,6,23,0.35000000000000003,68,3,2,27,1,4.22857142857143,0,0,0.756756756756757,0,1,0.859026369168357,0.0,0,1
1085,1,2,2,0,0,4,78,1,0,0,17,0.63,0,3,1,16,1,2.5,0,1,1.0,0,1,0.854347826086956,0.0,0,4
1091,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,1,0,1,0,1,5,255,1,0,0,44,0.28,0,2,0,54,2,9.57777777777778,1,1,0.1,0,13,0.845977011494253,1.0,0,4
1174,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,4,9,2,0,1,14,255,1,0,34,4,0.35000000000000003,82,2,0,43,1,11.2941176470588,2,1,5.12,0,1,0.973660308810173,1.0,0,4
1289,0,1,1,0,0,3,255,1,0,5,74,0.35000000000000003,80,2,0,33,2,1.52,1,1,0.194805194805195,0,1,0.768028846153846,0.0,0,3
1295,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,3,0,2,0,2,13,78,1,0,5,9,0.5,71,2,0,24,2,4.75,1,1,1.35714285714286,1,1,0.884126984126984,1.0,0,4
1304,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,3,0,1,2,0,12,255,1,10,9,10,0.86,84,2,1,16,2,4.21739130434783,1,0,1.28,0,1,0.514657980456026,0.08,0,4
1417,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,6,7,2,7,0,13,255,1,10,13,5,0.46,90,2,2,19,2,7.10714285714286,1,2,2.2,0,1,0.67,0.0,0,4
1468,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,2,0,2,0,2,6,50,1,0,0,1,0.77,0,3,0,12,1,2.33333333333333,1,2,1.2,1,1,0.8027472527472528,1.0,1,2
1620,12,0,1,4,5,2,78,3,0,8,8,0.42,88,4,1,9,2,3.0,0,1,0.541666666666667,0,1,0.861216730038023,0.0,0,2
1638,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,2,0,1,0,2,2,78,1,2,1,39,0.3,16,3,0,15,1,1.46511627906977,0,1,0.622222222222222,0,1,0.7027472527472529,0.0,0,1
1641,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,0,0,1,0,1,9,78,1,2,2,10,0.69,83,3,0,8,1,1.5,0,2,0.428571428571429,0,1,0.929347826086957,0.0,1,2
1675,15,2,1,6,1,2,78,3,2,5,17,0.16,90,3,0,9,1,2.925,0,0,0.659090909090909,0,13,0.928042328042328,1.0,0,1
1677,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,7,2,1,2,7,6,78,3,0,0,11,0.35000000000000003,89,3,0,11,2,1.9,0,1,1.20833333333333,0,1,0.967576791808874,0.0,0,3
2400,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,3,0,1,0,0,2,61,1,0,2,11,0.16,71,3,0,10,1,1.92857142857143,0,2,1.125,0,1,0.9,0.08,0,3
1717,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,,,,,,,,,,,,,,,,,,,,,,,,,,,
2425,0,0,1,0,2,8,78,1,2,0,13,0.35000000000000003,0,3,0,8,1,0.933333333333333,0,2,0.882352941176471,0,13,0.868761552680222,1.0,0,1
1799,,,,,,,,,,,,,,,,,,,,,,,,,,,
2433,,,,,,,,,,,,,,,,,,,,,,,,,,,
2434,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,0,0,1,0,5,7,78,1,0,0,10,0.24,0,3,0,8,1,0.05,0,1,0.416666666666667,1,1,0.57593984962406,0.0,0,0
1815,1,0,0,1,1,8,78,1,0,0,11,0.26,75,3,0,10,1,1.16666666666667,0,2,0.0,1,1,0.91375,0.0,0,4
1820,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,16,0,2,7,2,9,429,1,1,0,46,0.3,95,3,0,16,1,3.74736842105263,0,2,1.04123711340206,0,1,1.0,1.0,0,2
2446,1,0,2,4,2,6,50,2,1,0,4,0.35000000000000003,80,3,0,10,2,1.83333333333333,1,1,0.888888888888889,0,1,0.752747252747253,0.0,0,1
2450,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463,35,20,1,53,0,6,429,7,5,35,5,0.26,92,2,13,14,2,11.7555555555556,2,1,0.15000000000000002,0,1,0.920272673384707,1.0,0,2
1840,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,1,0,1,24,16,4,255,1,22,0,23,0.64,96,2,1,14,1,5.71739130434783,0,1,0.645833333333333,0,1,0.67,0.0,0,1
1948,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,5,0,2,4,11,6,78,4,2,9,16,0.51,85,3,0,4,2,3.73913043478261,0,1,0.15000000000000002,0,1,0.67,0.0,0,2
1980,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,1,0,1,0,1,1,35,1,0,1,1,0.96,0,3,0,13,1,1.5,1,2,0.15000000000000002,0,1,0.859375,0.75,0,1
2121,4,0,1,5,12,0,47,1,0,17,23,0.11,93,1,0,9,2,7.08510638297872,1,1,0.714285714285714,0,1,0.903409090909091,0.08,0,4
