,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MAJOR_LINE
20,3,2,1,0,0,5,36,1,3,3,19,0.35,70,2,0,11,2,6.77777777777778,1,1,1.41379310344828,0,2,0.414765100671141,1.0,0,6
30,4,3,1,0,0,4,26,1,2,6,30,0.33,84,2,0,16,2,7.1025641025641,1,1,1.21951219512195,0,27,0.277566539923954,0.666666666666667,0,5
41,12,9,1,9,0,2,29,1,35,36,94,0.28,96,1,1,36,3,5.4,0,0,0.907894736842105,0,10,0.403259506895111,1.0,0,8
67,25,24,1,22,2,3,23,2,4,12,77,0.25,93,2,2,37,3,7.99230769230769,0,1,1.11278195488722,0,0,0.329656476520643,0.0,0,9
148,14,46,1,1,1,1,368,1,25,12,2,2.535,85,1,1,21,1,7.73563218390805,1,1,0.775280898876405,0,60,0.605780346820809,1.0,0,5
156,8,7,1,33,23,3,26,2,0,20,54,0.85,98,1,1,12,3,4.39130434782609,0,1,0.602739726027397,0,109,0.488311688311688,0.666666666666667,0,8
194,1,1,2,6,0,6,122,1,11,11,0,0.78,84,1,0,5,1,5.69230769230769,3,1,1.6875,0,0,0.9865,0.0,0,6
214,4,0,1,13,3,9,194,3,4,3,2,0.73,80,1,0,1,2,5.4,0,1,2.28571428571429,0,1,0.84394250513347,1.0,0,2
218,0,0,10,39,2,9,30,1,2,0,0,0.46,97,1,0,4,1,28.0,4,1,0.75,0,0,0.958847736625514,0.0,0,3
224,1,1,1,9,0,5,24,1,12,16,0,0.79,88,1,0,7,1,5.07142857142857,1,1,1.125,0,0,0.713310580204778,0.0,0,1
226,1,0,11,0,3,14,29,1,3,0,0,0.55,0,1,0,4,1,22.75,0,1,1.16666666666667,0,0,0.962264150943396,0.0,0,2
383,9,0,2,0,7,8,30,1,0,3,31,0.92,65,1,0,4,3,19.7,1,0,0.80952380952381,0,0,0.682012847965739,0.0,0,2
483,0,2,1,4,1,9,356,1,0,9,33,1.12,92,2,2,4,4,5.42857142857143,0,1,0.648648648648649,0,0,0.915006640106242,0.0,0,3
511,4,0,1,10,0,6,22,2,1,14,64,0.84,95,2,0,28,3,9.97101449275362,0,1,0.694444444444444,0,18,0.882778581765557,1.0,0,5
668,2,6,1,3,0,4,26,2,0,4,45,0.65,94,4,1,23,1,1.69811320754717,0,1,0.571428571428571,0,555,0.616647127784291,0.888888888888889,0,3
669,6,13,1,8,12,4,19,1,2,2,38,0.59,94,2,0,23,2,3.45762711864407,0,1,0.60655737704918,0,0,0.85781990521327,0.0,0,3
684,6,8,2,15,7,5,21,1,2,4,40,0.41,93,2,0,28,2,4.66071428571429,0,1,1.0,0,0,0.685931558935361,0.0,0,4
689,0,0,1,8,0,9,171,1,0,0,13,3.64,100,6,1,6,1,1.23076923076923,0,0,0.0,0,5,0.524390243902439,0.75,0,2
736,1,0,1,0,0,7,32,1,0,7,6,0.96,53,2,0,5,1,5.0,2,2,1.33333333333333,0,141,0.953703703703704,1.0,0,2
738,0,13,1,0,0,3,21,1,0,3,0,1.47,64,1,6,3,1,19.3846153846154,2,1,0.2,0,0,0.962025316455696,0.0,0,1
745,3,2,2,0,0,14,23,1,1,3,14,0.87,71,2,0,19,3,4.9,0,1,2.09090909090909,0,49,0.68922305764411,0.857142857142857,0,7
836,5,2,4,0,6,12,107,1,0,0,0,0.5,0,1,0,1,1,5.0,0,1,2.77777777777778,0,6,0.848258706467662,1.0,0,1
908,2,1,1,0,0,11,237,1,0,9,15,2.325,82,4,0,29,1,3.72222222222222,0,1,1.05,0,21,0.937402190923318,1.0,0,3
929,4,3,2,0,0,14,24,1,2,5,13,0.64,75,3,0,33,1,6.18181818181818,0,1,1.16666666666667,0,0,0.94716618635927,0.0,0,4
938,1,15,1,0,0,7,30,2,6,18,34,0.87,86,3,0,28,1,5.26785714285714,0,1,0.542372881355932,0,0,0.770144189991518,0.0,0,3
977,0,1,1,0,0,13,30,1,1,2,19,1.06,59,4,0,21,1,3.28571428571429,1,1,0.695652173913043,0,34,0.923076923076923,1.0,0,3
978,2,4,1,3,0,5,26,1,10,21,63,0.62,96,3,8,39,2,4.64556962025316,0,0,0.654320987654321,0,0,0.870882740447958,0.0,0,2
1025,0,9,2,0,0,11,21,1,0,8,13,0.74,89,4,0,31,2,2.86363636363636,0,0,1.70833333333333,0,0,0.76056338028169,0.0,0,3
1037,1,7,1,4,4,7,600,1,12,7,51,2.42,98,1,11,45,2,16.169014084507,0,0,0.794520547945205,0,1,0.893105629348514,1.0,0,3
1085,1,2,2,0,0,6,31,1,0,0,17,0.63,0,4,1,20,1,2.5,0,1,1.0,0,0,0.854347826086956,0.0,0,4
1262,3,1,2,0,0,5,119,1,0,16,14,0.49,84,3,0,1,2,4.5,1,1,1.2,0,0,0.651629072681704,0.0,0,2
1266,6,0,2,0,0,11,257,1,0,21,8,0.88,82,3,0,1,2,5.64285714285714,1,2,1.375,0,0,0.988817891373802,0.0,0,2
1274,2,3,1,0,1,7,29,1,0,16,55,0.96,92,1,0,17,4,1.93333333333333,0,0,0.435483870967742,0,0,0.943625325238508,0.0,0,4
1295,1,11,1,0,0,5,29,1,1,33,51,0.75,95,1,1,41,2,3.125,0,1,0.409090909090909,0,0,0.874690849134378,0.0,0,6
1297,3,0,2,0,2,13,25,1,0,5,9,0.5,71,1,0,24,2,4.75,1,1,1.35714285714286,0,2,0.884126984126984,1.0,0,5
1304,9,0,3,3,0,20,30,1,0,2,18,0.68,85,2,1,33,2,6.18518518518519,0,1,1.93103448275862,0,109,0.797491039426523,0.8,0,3
1308,1,0,5,0,0,35,30,1,2,0,1,0.61,0,3,1,20,1,13.5,1,2,3.83333333333333,0,93,0.927272727272727,0.5,0,2
1436,6,7,2,7,0,13,25,1,10,13,5,0.46,90,3,2,19,2,7.10714285714286,1,2,2.2,0,0,0.598480050664978,0.0,0,6
1543,0,0,0,0,0,0,18,1,0,1179,0,0.38,0,0,1,0,0,0.0,0,0,0.0,0,26,0.736118746564046,0.6,0,14
1596,2,0,2,0,2,6,44,1,0,0,1,0.77,0,3,0,12,1,2.33333333333333,1,2,1.2,0,1,0.895,1.0,0,3
1620,12,0,1,8,5,2,65,3,0,8,8,0.42,88,4,0,10,2,3.0,0,1,0.541666666666667,0,1,0.861216730038023,0.0,0,2
1639,2,0,1,0,2,2,130,1,2,1,39,1.795,16,4,0,15,1,1.46511627906977,0,1,0.622222222222222,0,0,0.766277128547579,0.0,0,1
1663,1,0,1,0,1,15,25,1,0,0,1,0.57,0,3,0,67,1,1.5,1,2,2.4,0,8,0.395209580838323,1.0,0,4
1671,0,0,1,0,1,9,21,1,2,2,10,0.69,83,4,0,8,1,1.5,0,2,0.428571428571429,0,0,0.929347826086957,0.0,0,3
1677,5,1,1,5,1,3,19,2,4,1,26,0.38,78,4,0,10,1,2.27777777777778,0,2,0.435897435897436,0,335,1.0,0.857142857142857,0,0
1690,7,2,1,2,7,6,26,3,0,0,11,0.44,96,4,0,11,2,1.9,0,1,1.20833333333333,0,0,0.967576791808874,0.0,0,3
1717,3,0,2,3,3,3,79,4,1,0,1,0.22,83,4,0,9,2,1.46666666666667,0,1,1.15,0,4,0.859405940594059,0.5,0,0
1737,1,0,1,0,3,19,258,2,1,0,8,2.255,0,4,0,12,2,6.5,0,1,1.15384615384615,0,1,0.821984435797665,0.0,0,1
1763,14,1,1,0,8,5,63,4,1,0,30,0.37,0,1,0,12,2,1.80434782608696,0,1,0.313725490196078,0,92,0.911620294599018,1.0,0,1
1799,19,0,1,77,10,6,35,2,3,1,36,0.31,92,4,0,9,2,8.55172413793103,0,1,0.868852459016393,0,0,0.958313817330211,0.0,0,5
1801,0,0,1,0,5,7,27,1,0,0,10,0.24,0,4,0,8,1,0.9,0,1,0.416666666666667,0,0,0.57593984962406,0.0,0,0
1815,1,0,1,1,1,8,34,1,0,0,11,0.26,75,4,0,10,1,1.16666666666667,0,2,0.0,0,0,0.91375,0.0,0,4
2446,1,0,2,4,2,6,50,2,1,1,4,0.49,80,4,0,10,2,1.83333333333333,1,1,0.888888888888889,0,1,0.775862068965517,0.0,0,0
2450,7,0,1,3,4,5,29,3,2,8,9,0.49,78,4,0,8,2,3.38888888888889,0,1,1.36363636363636,0,0,0.5,0.0,0,0
1886,2,0,1,0,2,5,20,2,2,3,13,0.39,52,5,0,10,2,2.64705882352941,1,2,0.55,0,0,0.831460674157303,0.0,0,2
1907,1,0,1,24,27,6,61,1,22,0,23,0.64,96,1,1,14,1,5.71739130434783,0,1,0.645833333333333,0,0,0.656474820143885,0.0,0,1
1960,2,0,1,0,6,10,26,2,3,3,7,0.83,72,4,3,9,2,8.0,0,0,1.06666666666667,0,0,0.802777777777778,0.0,0,1
1968,6,1,1,7,39,12,24,2,0,0,34,0.82,96,1,0,12,1,23.0,0,1,1.34090909090909,0,1,0.617521367521368,1.0,0,9
1973,5,0,2,4,11,6,57,4,2,9,16,0.51,85,3,0,4,2,3.73913043478261,0,1,1.0,0,1,0.465189873417722,0.0,0,3
2069,1,0,1,0,1,1,25,1,0,0,1,1.745,0,3,0,13,1,1.5,1,2,1.0,0,6,0.859375,0.75,0,2
2121,4,0,1,5,12,0,47,1,0,19,43,0.11,93,1,0,9,2,7.08510638297872,1,1,0.714285714285714,0,1,0.903409090909091,0.0,0,5
