,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MAJOR_LINE
41,12,9,1,9,0,2,2,1,35,36,94,0.28,96,6,1,36,3,5.4,0,0,0.907894736842105,0,7,0.67,1.0,0,429
156,8,7,1,33,23,3,0.67,2,0,20,54,0.85,98,7,1,12,3,4.39130434782609,0,1,0.602739726027397,0,2,429,0.666666666666667,0,13
59,0,8,1,9,1,4,156,1,8,9,8,1,94,0.35000000000000003,2,9,2,7.75,0,0,0.615384615384615,0,0.67,2,1.0,0,2
30,4,3,1,0,0,4,78,1,2,6,30,0.33,84,2,0,16,2,7.1025641025641,1,1,1.21951219512195,0,0.67,4,0.5,0,13
88,1,0,8,18,2,4,59,1,0,0,2,0.52,37,1,0,5,1,0.67,0,1,1.4,0,1,27.216666666666892,0.0,2,1
20,3,2,1,0,0,5,78,1,3,3,19,0.35000000000000003,70,2,0,11,2,6.77777777777778,1,1,1.41379310344828,0,1,4,1.0,0,0.67
85,21,32,1,16,1,2,0.67,1,12,21,82,0.28,95,429,2,23,3,6.39455782312925,0,0,1.24832214765101,0,2,1,0.0,0,8
194,1,1,2,6,78,6,1,1,4,11,0,0.78,84,1,0,5,1,5.69230769230769,3,1,1.6875,0,1,0.830564784053156,0.0,0,1
139,31,14,1,0,0,3,1,1,28,0,9,0.35000000000000003,0,3,1,30,2,5.69512195121951,1,1,1.01190476190476,0,7,0.897834082550061,0.0,0,429
157,3,0,1,3,0,4,78,1,0,1,6,0.9,83,2,1,8,2,3.33333333333333,1,1,0.15000000000000002,0,6,0.67,1.0,0,1
203,17,7,1,2,4,8,4,1,55,17,1,0.89,91,0.8027472527472528,0,14,1,7.7875,1,1,0.634146341463415,0,2,429,0.0,0,1
209,10,6,1,0,2,4,21,2,89,1,6,0.35000000000000003,95,1,0,22,1,4.17117117117117,1,1,0.464912280701754,0,429,0.674705882352941,0.0,0,4
221,68,11,1,78,3,7,2,8,23,61,43,0.51,98,7,0,48,2,5.77241379310345,0,0,1.01298701298701,0,1279,13,1.0,0,0.7027472527472529
124,30,13,1,0,0,4,1,1,9,13,5,0.35000000000000003,93,2,1,23,1,5.17543859649123,1,1,1.11864406779661,0,0.67,255,0.0,0,4
71,76,12,1,29,0,2,0.67,1,16,53,206,0.23,96,4,1,40,3,7.35161290322581,0,0,1.38461538461538,0,2,1051,0.0,0,1
383,9,0,0.7027472527472529,0,7,8,397,1,0,3,31,0.92,65,2,0,4,3,19.7,1,0,0.80952380952381,0,1,2,0.0,0,2
241,6,0,1,6,63,11,0.67,2,0,0,58,0.9,98,4,0,33,2,4.125,0,1,0.686567164179104,0,2,13,1.0,0,429
224,1,1,1,0.7027472527472529,0,5,126,1,12,16,0,4,88,0.35000000000000003,0,7,1,5.07142857142857,1,1,1.125,0,1,2,0.0,0,1
463,0,0,1,23,0,0.67,76,1,0,0,6,2.05,100,4,1,2,0,2.66666666666667,0,0,0.111111111111111,0,1,1,0.0,0,2
465,0,33,1,14,0,6,13,1,0,0,90,4.43,100,4,1,25,1,4.31707317073171,0,0,0.0,0,2,429,0.5,0,0.8027472527472528
486,0,1,1,46,0,10,5.38,1,0,1,122,6,100,0,2,35,0,4.30894308943089,0,0,0.0,0,0.7027472527472529,7,0.5,0,1395
120,40,7,1,1,0,2,7,1,32,34,53,0.35000000000000003,96,2,1,40,1,5.20454545454545,0,0,0.477611940298507,0,0.67,255,1.0,0,13
483,0,2,1,4,1,9,255,1,0,9,23,1.12,92,2,2,16,4,5.42857142857143,0,0,0.648648648648649,0,1,0.915006640106242,0.0,0,3
67,25,24,1,22,2,3,1,2,4,12,77,0.25,93,2,2,37,3,7.99230769230769,0,1,1.11278195488722,0,0.67,429,0.0,1,7
140,25,12,1,0,0,4,0.67,1,5,3,10,0.43,94,3,1,33,2,7.38461538461539,1,1,1.27777777777778,0,1,429,0.0,0,7
511,4,0,1,10,0,6,13,2,1,14,64,429,95,2,0,28,3,9.97101449275362,0,1,0.694444444444444,0,1,0.882778581765557,1.0,4,0.35000000000000003
80,2,4,1,4,0,2,78,3,2,11,28,0.72,92,3,3,11,2,29.3055555555556,1,1,0.45,0,0.67,1,0.0,0,3
98,2,0,1,0,0,9,195,1,2,10,12,0.83,16,2,2,0.67,2,4.5625,1,0,1.38888888888889,0,71,1,0.0,0,3
669,6,13,1,8,12,4,2,2,2,2,38,255,94,2,0,23,2,3.45762711864407,0,1,0.60655737704918,0,1,0.85781990521327,0.0,0,0.35000000000000003
617,0,2,1,43,0,12,1,1,0,0,35,4.64,100,1,1,11,1,1.91891891891892,0,0,0.0,0,429,0.7027472527472529,0.0,0,4
668,2,6,1,3,0,4,13,2,0,4,45,0.65,94,255,1,23,1,1.69811320754717,0,1,0.571428571428571,0,0.67,3,0.888888888888889,0,2
684,6,8,2,15,7,5,1,1,2,4,40,0.41,93,2,0,28,2,4.66071428571429,0,1,1.0,0,1,2,0.0,0.7027472527472529,255
738,0,1,1,0,0,3,78,1,0,3,0,1.47,64,4,1,3,1,19.3846153846154,2,1,0.2,1,2,0.962025316455696,0.0,0,1
746,15,7,1,7,1,10,0.67,1,13,17,63,0.95,96,1,1,48,2,6.20175438596491,0,1,0.836206896551724,0,1,1386,0.0,0,7
736,1,0,1,0,0,78,1,6,0,7,6,0.96,53,2,0,5,1,5.0,2,2,1.33333333333333,0,2,0.953703703703704,1.0,13,2
689,0,0,1,8,0,9,171,1,0,0,13,13,100,4,1,6,1,1.23076923076923,0,0,0.0,0,5.38,1,0.75,0.67,2
750,17,0,1,2,1,6,1,1,3,2,180,2.06,99,2,1,26,3,1.41,0,1,0.222772277227723,0,2302,0.7027472527472529,0.0,0,7
145,6,0,2,22,1,10,0.7027472527472529,1,3,15,14,0.35000000000000003,91,255,0,17,2,10.4782608695652,2,1,1.84,0,2,13,1.0,0,4
739,6,2,3,0,0,13,13,1,2,7,12,0.35000000000000003,68,2,0,17,3,7.09090909090909,2,1,2.125,0,0.67,255,0.75,0,4
769,3,11,16,0,1,12,2,1,1,24,429,1.12,94,2,2,23,2,5.16666666666667,0,0,0.919354838709677,0,1,0.895308924485126,0.0,0,6
871,74,17,1,31,5,13,13,1,15,42,150,0.51,98,7,0,133,6,7.35546875,0,0,0.825581395348837,0,2,3778,0.25,0,0.7027472527472529
226,1,0,2,0,3,14,73,1,1,0,0,0.2,0,9,0,4,1,22.75,0,1,1.16666666666667,0,1,0.962264150943396,0.0,0,2
760,18,8,1,8,2,13,0.67,1,11,26,149,1.31,97,2,2,61,3,5.60752688172043,0,1,0.15000000000000002,0,2594,7,1.0,0,13
836,1,2,2,0,6,12,107,1,0,0,0,0.5,0,13,0,19,1,5.0,0,1,3,0,5.12,0.848258706467662,1.0,0,1
908,2,1,1,0,0,11,78,1,0,9,15,0.35000000000000003,82,3,0,29,1,3.72222222222222,0,1,1.05,0,13,0.937402190923318,1.0,0,2
929,4,3,2,0,0,14,1,1,2,5,13,255,75,3,0,33,1,6.18181818181818,0,1,1.16666666666667,0,0.08,0.94716618635927,0.35000000000000003,1,4
755,11,5,1,0,0,10,0.67,1,5,5,58,1.07,93,2,3,38,2,4.60759493670886,0,1,0.802469135802469,0,6,429,1.0,0,4
910,1,0,1,0,0,11,78,1,0,18,12,0.35000000000000003,71,3,0,22,1,6.53846153846154,1,1,1.33333333333333,0,0.67,13,1.0,0,2
148,14,46,1,1,1,1,0.67,1,25,12,2,0.33,85,4,1,21,1,7.73563218390805,1,1,0.775280898876405,0,2,255,1.0,0,13
846,21,9,3,2,6,5,2,4,10,27,23,0.34,96,429,1,42,3,4.56338028169014,0,1,1.68831168831169,0,2,0.980674157303371,1.0,0,4
938,1,15,1,0,0,7,1,2,6,18,34,0.35000000000000003,86,3,0,28,1,5.26785714285714,0,1,0.542372881355932,0,1,429,0.0,0.752747252747253,3
745,3,2,2,0,0,14,255,1,1,3,14,0.87,71,2,0,19,3,4.9,0,1,2.09090909090909,0,13,0.7027472527472529,0.05,0,4
977,2,1,1,0,0,13,13,1,1,2,19,1.06,59,255,0,21,1,3.28571428571429,1,1,0.695652173913043,0,1,0.923076923076923,1.0,0,3
955,7,1,2,3,1,11,3,1,1,11,15,255,86,13,0,34,1,3.83333333333333,0,1,1.15384615384615,0,1,0.858866103739445,1.0,0.35000000000000003,2
976,0,8,2,0,0,15,429,1,1,5,30,0.35000000000000003,94,2,0,24,2,2.79487179487179,1,1,1.92682926829268,0,1,0.850782190132371,0.0,0,2
949,1,0,2,0,0,14,78,1,0,8,8,0.48,56,0.67,0,34,1,8.22222222222222,2,1,1.90909090909091,0,3,6,1.0,0,2
978,2,4,1,3,0,5,1,1,10,21,63,0.35000000000000003,96,2,8,24,2,4.64556962025316,0,0,0.654320987654321,0,429,0.870882740447958,0.0,0,2
