test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
32,0,0.0,0.0,1.0,0.0,18.0,0.0,4.0,1.0,0.0,0.0,0.08,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.565217391304348,0.0,1.0,0.0,0.0,0.5,0.0,3.0,2.0,0.68331957,0.31668046,1
32,1,0.0,0.0,1.0,0.0,7.0,0.0,4.0,1.0,0.0,0.0,0.08,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.565217391304348,0.0,1.0,0.0,0.0,0.664705882352941,0.0,3.0,2.0,0.77489245,0.22510757,1
32,2,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.565217391304348,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.9999034,9.6592754e-05,3
32,3,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.9,0.0,0.0,1.0,0.0,0.0,1.0,5.2,0.0,0.565217391304348,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.99992853,7.145192e-05,4
32,4,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.9,0.0,0.0,1.0,0.0,0.0,1.0,5.2,0.0,0.565217391304348,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.9999482,5.1812196e-05,4
32,5,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.9,0.0,0.0,1.0,0.0,0.0,1.0,2.5,0.0,0.565217391304348,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.99994904,5.0978233e-05,4
32,6,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.08,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.565217391304348,0.0,1.0,0.0,0.0,0.664705882352941,0.0,3.0,2.0,0.9869564,0.013043606,1
32,7,0.0,0.0,1.0,0.0,18.0,0.0,4.0,1.0,0.0,0.0,0.08,0.0,33.0,1.0,0.0,0.0,1.0,0.0,0.0,0.565217391304348,0.0,1.0,0.0,0.0,0.664705882352941,0.0,3.0,2.0,0.70524096,0.29475906,1
32,8,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,95.0,1.0,0.0,0.0,1.0,0.0,0.0,0.565217391304348,0.0,1.0,0.0,0.0,0.664705882352941,0.0,3.0,2.0,0.9990495,0.00095049635,3
32,9,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,95.0,1.0,0.0,1.0,1.0,0.0,0.0,0.565217391304348,0.0,1.0,0.0,0.0,0.664705882352941,0.0,3.0,2.0,0.9993401,0.00065987743,4
32,10,4.0,0.0,1.0,0.0,18.0,0.0,4.0,1.0,0.0,0.0,0.08,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.565217391304348,0.0,1.0,0.0,0.0,0.664705882352941,0.0,3.0,2.0,0.79319644,0.20680355,1
32,11,4.0,0.0,1.0,0.0,18.0,0.0,4.0,1.0,0.0,0.0,0.08,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.565217391304348,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.9988346,0.0011653751,3
32,12,0.0,0.0,1.0,0.0,18.0,0.0,4.0,1.0,0.0,0.0,0.08,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.565217391304348,0.0,1.0,0.0,0.0,0.664705882352941,0.0,3.0,2.0,0.5775806,0.4224194,1
32,13,0.0,0.0,1.0,0.0,18.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.565217391304348,0.0,1.0,0.0,0.0,0.664705882352941,0.0,3.0,2.0,0.6082023,0.39179772,1
32,14,4.0,0.0,1.0,0.0,18.0,0.0,4.0,1.0,0.0,0.0,0.9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.565217391304348,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.9997983,0.00020172897,3
32,15,0.0,0.0,1.0,0.0,18.0,0.0,28.0,1.0,0.0,0.0,0.08,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.565217391304348,0.0,1.0,0.0,0.0,0.664705882352941,0.0,3.0,2.0,0.55945385,0.44054613,1
32,16,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.565217391304348,0.0,1.0,0.0,0.0,0.664705882352941,0.0,3.0,2.0,0.9974591,0.0025408803,2
